nachname;vorname;geburtsjahr;partei;wahlkreis;landeslistePlatz;bundesland;jahr
Aslan;Özenç;1982;Team Todenhöfer;;1;;2021
Simo;Schirin;1986;Team Todenhöfer;;2;;2021
Dresen;Florian;1997;Team Todenhöfer;;3;;2021
Dülger;Janna Anka;1989;Team Todenhöfer;;4;;2021
Ackermann;Stefan;1989;Team Todenhöfer;;5;;2021
Drogan;Daniel;1982;Team Todenhöfer;;6;;2021
Milanes-Bilyj;Miguel Manuel;1986;Team Todenhöfer;;7;;2021
Külekci;Ceyda;1994;Team Todenhöfer;;8;;2021
Ludwig;Sven;1981;Team Todenhöfer;;9;;2021
Giveh Chi;Fatemeh;1997;Team Todenhöfer;;10;;2021
Reuther;Karl Michael;1967;Volt;;2;;2021
Heister;Maria Elisabeth;1961;Volt;;3;;2021
Beyer;Francesca;1994;Volt;;5;;2021
Heerschop;Sacha;1987;Volt;;7;;2021
Ludwig;Jeffrey;1992;Volt;;8;;2021
Krämer;Helga;1968;Volt;;9;;2021
Kolhey;Sascha;1993;Volt;;10;;2021
Jaegers;Bernadette;1998;Volt;;11;;2021
Leisner;Philipp;1991;Volt;;12;;2021
Jakobi;Lea;2001;Volt;;13;;2021
Noffke;Clara-Louise;1993;Volt;;15;;2021
Reimann;Anna;1975;Volt;;16;;2021
Nessel;Torsten;1997;Volt;;17;;2021
Rothenberger;Johannes;1980;CDU;;9;;2021
Natterer;Christian Josef;1981;CDU;;10;;2021
Wüllner;Monica Andrea;1969;CDU;;11;;2021
Horb;Margaret;1967;CDU;;12;;2021
Baumgartner;Roman Albert;1982;CDU;;14;;2021
Schmid;Sarah;1989;CDU;;16;;2021
Dietl-Faude;Annette;1967;CDU;;17;;2021
Jäger;Carmen Alexandra;1993;CDU;;18;;2021
Schloßstein;Dominik Julian;1991;CDU;;19;;2021
Schneider;Melissa Theresa;1990;CDU;;20;;2021
Hummel;Lilly;2000;CDU;;21;;2021
Kapp;Helena Maria;1951;CDU;;22;;2021
Apel;Dominik Markus;1994;CDU;;23;;2021
Koch;Luisa Laura;1999;CDU;;24;;2021
Staib;Rainer Martin;1969;CDU;;25;;2021
Klingele;Maximilian Fritz Willi;1990;CDU;;26;;2021
Lanig;Marie-Sophie Hedwig;1995;CDU;;27;;2021
Ockenfuß;Felix Wilhelm;1989;CDU;;28;;2021
Mohrhardt;Carsten;1975;CDU;;29;;2021
Werner;Kristoffer;1988;CDU;;30;;2021
Alt;Julia Emilie;1998;CDU;;31;;2021
Pagella;Alessandro;1973;CDU;;32;;2021
Kammerer;Marcel;1999;CDU;;33;;2021
Schick;Brigitte;1945;CDU;;34;;2021
Haase;Christiane;1973;CDU;;35;;2021
Strohmaier;Norbert;1982;CDU;;36;;2021
Neumann;Valérie Estelle;1989;CDU;;37;;2021
Huber;Vera Gerlinde;1981;CDU;;38;;2021
Groschupp;Anette Waltraud;1971;CDU;;39;;2021
Dorison;Alice;1995;CDU;;41;;2021
Kammerer;Miriam;1983;CDU;;42;;2021
Heindl;Matthias Philipp;1982;CDU;;43;;2021
Hartung;Ekaterina;1990;CDU;;44;;2021
Bruch;Heike;1964;CDU;;45;;2021
Wild;Barbara;1984;CDU;;46;;2021
Müller;Ann-Cathrin Wiebke;1975;CDU;;47;;2021
Walter;Tobias David;1994;CDU;;48;;2021
Märsch;Robert;1986;CDU;;49;;2021
Weiher;Susanne Anette Ruth;1967;CDU;;50;;2021
Falk;Wolfgang;1986;CDU;;51;;2021
Sauter;Alexandra;1989;CDU;;52;;2021
Nußbaumer;Florian Thomas;1994;CDU;;53;;2021
Lambrecht;Tom-Lukas;1997;CDU;;54;;2021
Kößler;Daniel;1996;CDU;;55;;2021
Große;Elvira Corinna;1979;CDU;;56;;2021
Reznitcaia;Iulia;1985;CDU;;57;;2021
Häberle;Axel Reinhard;1956;CDU;;58;;2021
Bauer;Ingrid;1966;CDU;;59;;2021
Zalder;Hanns Christoph;1967;CDU;;60;;2021
Haermeyer;Patrick;1991;GRÜNE;;35;;2021
Pfeiffer;Amelie Christina;1964;GRÜNE;;36;;2021
Link;Alexander;1990;GRÜNE;;39;;2021
Ateia;Jasmin;1982;GRÜNE;;40;;2021
Kücük;Gülay Asli;1976;GRÜNE;;42;;2021
Topal;Baran;1990;GRÜNE;;43;;2021
Heim;Sarah;1996;GRÜNE;;44;;2021
Link;Julia Ines;1989;GRÜNE;;45;;2021
Klenzendorf;Sybille Angela;1971;GRÜNE;;46;;2021
Bohnenkamp;Björn;1980;GRÜNE;;47;;2021
Schultz;Ina;1978;GRÜNE;;48;;2021
Pfänder;Tizio;2000;GRÜNE;;49;;2021
Labbouz;Amal;1995;GRÜNE;;50;;2021
Weber;Lukas;1997;GRÜNE;;51;;2021
Hübler;Naomie Sarah;2000;GRÜNE;;52;;2021
Dietzschold;Julian Frederik;1998;GRÜNE;;53;;2021
Wellhäußer;Clara Madeleine;1999;GRÜNE;;54;;2021
Schmidt;Markus;1992;GRÜNE;;55;;2021
Häcker;Susanne;1974;GRÜNE;;56;;2021
Drescher;Ulrich Martin;1952;GRÜNE;;57;;2021
Gerhard-Hentschel;Birgit;1966;GRÜNE;;58;;2021
Krüger;Henry Paul;1999;GRÜNE;;59;;2021
Jung;Christian;1977;FDP;;10;;2021
Brocke;Chris Bastian;1999;FDP;;34;;2021
Papadopoulos;Julia;1984;Tierschutzpartei;;2;;2021
Martin;Bernhard;1964;Tierschutzpartei;;3;;2021
Frank;Jessica Luise;1986;Tierschutzpartei;;4;;2021
Lühring;Sonia Ellen;1962;Tierschutzpartei;;6;;2021
Treml;Scarlett Stephanie;1989;Tierschutzpartei;;8;;2021
Peikert;Svea;1977;Tierschutzpartei;;12;;2021
Waibel;Antje;1984;Die PARTEI;;1;;2021
Daub;Michael;1983;Die PARTEI;;2;;2021
Föhr;Bernd;1987;Die PARTEI;;3;;2021
Fuchs;David;1987;Die PARTEI;;4;;2021
Mendelsohn;Peter Joachim;1972;Die PARTEI;;5;;2021
Wölfl;Hannah Magdalena;1987;Die PARTEI;;6;;2021
Heinkele;Julian Benjamin;1990;Die PARTEI;;7;;2021
Keller;Martin;1970;Die PARTEI;;8;;2021
Leuzinger;Björn;1989;Die PARTEI;;9;;2021
Ritter;Claus Gerhard;1968;Die PARTEI;;11;;2021
Wagner;Daniel Alexander Michael;1984;Die PARTEI;;12;;2021
Jochmann;Tim;1988;Die PARTEI;;13;;2021
Czaika;Jessica Maria;1995;Die PARTEI;;14;;2021
Klaas;Luise Cläre Margarete;1997;Die PARTEI;;15;;2021
Illert;Felix;1998;Die PARTEI;;16;;2021
Braune;Markus;1990;Die PARTEI;;18;;2021
Grider;Benny Eugene;1978;Die PARTEI;;19;;2021
Wertli;Joel;1992;Die PARTEI;;20;;2021
Grimm;Corbinian;1995;Die PARTEI;;21;;2021
Bierhalter;Lorenz;2001;Die PARTEI;;22;;2021
Gogröf;Victor;1993;Die PARTEI;;23;;2021
Ritter;Ian Claus;2002;Die PARTEI;;25;;2021
Bölzle;Paul-Jonas;1994;Die PARTEI;;26;;2021
Brehm;Nicolai Peter;1993;Die PARTEI;;27;;2021
Müller;Marcel;1993;Die PARTEI;;28;;2021
Weiß;Sebastian;1980;Die PARTEI;;29;;2021
Bühler;Peter;1979;Die PARTEI;;31;;2021
Dänner;Jens;1976;Die PARTEI;;33;;2021
Heidinger;Andreas Bernd;1973;Die PARTEI;;34;;2021
Bitter;Georg Hermann-Josef;1957;FREIE WÄHLER;;11;;2021
Schoch;Tobias;1985;FREIE WÄHLER;;13;;2021
Burkardsmaier;Oliver;1970;PIRATEN;;2;;2021
Köngeter;Philip Marcel;1991;PIRATEN;;3;;2021
Sobieski;Borys Robert;1978;PIRATEN;;4;;2021
Mörl;Silke Claudia;1968;PIRATEN;;6;;2021
Knödler;Michael;1974;PIRATEN;;7;;2021
Ebhart;Alexander;1999;PIRATEN;;8;;2021
Lund;Stephanie;1975;PIRATEN;;9;;2021
Erdmann;Stephan;1976;PIRATEN;;10;;2021
Nöthlich;Adrian;1999;PIRATEN;;11;;2021
Martin;Jürgen;1955;PIRATEN;;13;;2021
Brettschneider;Henry-Ingolf;1995;PIRATEN;;14;;2021
Riesterer;Dirk Arthur Egon;1993;PIRATEN;;15;;2021
Dragnić;Vladimir;1966;PIRATEN;;16;;2021
Münzing;David;1977;PIRATEN;;17;;2021
Schmidt;Oliver;1969;PIRATEN;;18;;2021
Klamt;Guido Alexander Paul;1970;ÖDP;;1;;2021
Föttinger;Verena Juliana;1956;ÖDP;;2;;2021
Fox;Alexander Erich;1986;ÖDP;;5;;2021
Fröhlich;Sascha Markus;1990;ÖDP;;6;;2021
Richter;Bernhard;1943;ÖDP;;7;;2021
Rady;Mathias;1969;ÖDP;;8;;2021
Schmid-Moeck;Marion Hanna Magdalene;1969;ÖDP;;9;;2021
Eichwald;Erika;1939;ÖDP;;10;;2021
Weinmann;Karl-Martin Günther;1964;ÖDP;;11;;2021
Widler;Walter Maria;1955;ÖDP;;12;;2021
Hiß-Petrowitz;Sylvia;1962;ÖDP;;14;;2021
Wagner;Josef;1968;ÖDP;;15;;2021
Stankus;Heike Christine;1960;ÖDP;;16;;2021
Bok;Hans Georg Karl-Heinz;1951;ÖDP;;17;;2021
Uehlein;Dirk Martin;1968;ÖDP;;18;;2021
Schmidt;Edda;1948;NPD;;1;;2021
Djonovic;Marina;1990;NPD;;2;;2021
Ufermann-Schützinger;Reinhild Gertrud;1953;NPD;;3;;2021
Jaeschke;Jan Klaus;1990;NPD;;4;;2021
Neidlein;Alexander;1975;NPD;;5;;2021
Neumärker;Idzumi;1967;DiB;;1;;2021
Onayli;Sabine Renate Brigitte;1964;DiB;;3;;2021
Schulte;Mattis Maria Paul;2000;DiB;;4;;2021
Ali;Samer;1991;DiB;;6;;2021
Donauer;Dagmar Ursula;1960;DiB;;7;;2021
Schmid;Stefanie Catharina;1995;DiB;;9;;2021
Bürkle;Kristin;1988;DiB;;11;;2021
Meyder;Julia Lilien;1980;DiB;;13;;2021
Beck;Johann Felix;1964;DiB;;14;;2021
Walter;Jochen;1968;DiB;;16;;2021
Stübbe;Martin;1985;DiB;;17;;2021
Hörzer;Werner;1948;DiB;;18;;2021
Lehnhoff;Fabian;1986;DiB;;19;;2021
Tarantik;Hansjörg;1949;DiB;;20;;2021
Gärtner-Engel;Monika Ruth;1952;MLPD;;1;;2021
Dasdemiroglu;Seyhan;1960;MLPD;;3;;2021
Schaaf;Philipp Balthasar;1981;MLPD;;6;;2021
Lederer;Petra;1965;MLPD;;10;;2021
Conrad;Gabriele Maria;1960;MLPD;;13;;2021
Kyas;Roberto;1961;MLPD;;15;;2021
Kachel;Günter Erwin;1951;MLPD;;17;;2021
Völter;Christian Thomas;1948;MLPD;;21;;2021
Bäuerle;Peter Josef;1951;MLPD;;23;;2021
Blach;Björn Wilhelm Rudolf;1976;DKP;;1;;2021
Lopau;Kornelia;1953;DKP;;2;;2021
Püschel;Reinhard;1951;DKP;;3;;2021
Eckhoff;Renata;1954;DKP;;4;;2021
Haas;Klaus;1954;DKP;;5;;2021
Hubele;Siegfried;1954;DKP;;6;;2021
Wenzel;Otto Thomas;1958;DKP;;7;;2021
Haustein;Heinz Henry;1956;DKP;;8;;2021
Altmann;Werner;1949;DKP;;9;;2021
Müller;Marianne Clara Margarete;1959;dieBasis;;1;;2021
Ferger;Dietmar Paulus;1962;dieBasis;;3;;2021
Lorenz;Thomas Erwin;1964;dieBasis;;11;;2021
Berger;Michael Richard;1970;dieBasis;;14;;2021
Nešović;Dragan;1967;dieBasis;;15;;2021
Dodwell-Humpert;Nicholas Michael;1955;dieBasis;;19;;2021
Wendt;Malte Alexander;1984;dieBasis;;20;;2021
Kopp;Thomas;1963;dieBasis;;21;;2021
Moser;Martina;1967;dieBasis;;22;;2021
Ott;Rüdiger Steffen Oskar;1972;dieBasis;;23;;2021
Grotepaß;Christa;1957;dieBasis;;24;;2021
Mariotti;Giorgio;1969;dieBasis;;27;;2021
Böhm;Martin Erich Heinz;1970;dieBasis;;28;;2021
Graalfs;Jürgen;1966;Bündnis C;;1;;2021
Haller;Andreas;1970;Bündnis C;;2;;2021
Simon;Rainer Heinz;1952;Bündnis C;;3;;2021
Heyl;Bernhard;1961;Bündnis C;;4;;2021
Matscheko;Angelika Ruth;1961;Bündnis C;;5;;2021
Krause;Torsten;1966;Bündnis C;;6;;2021
Kölli;Christiane;1990;Bündnis C;;7;;2021
Sieberhagen-Wagenführ;Dirk;1973;Bündnis C;;8;;2021
Gießler;Norbert Mathias;1964;Bündnis C;;10;;2021
Bernhard;Werner Paul;1943;Bündnis C;;11;;2021
Hück;Uwe-Jörg;1962;BÜRGERBEWEGUNG;;1;;2021
Schroth;Peter Michael;1967;BÜRGERBEWEGUNG;;2;;2021
Haase;Sebastian;1974;BÜRGERBEWEGUNG;;5;;2021
Welsch;Jacqueline Susanne;1963;BÜRGERBEWEGUNG;;6;;2021
Mährlein;Christoph;1967;BÜRGERBEWEGUNG;;7;;2021
Barta;Anna Carolin;2003;BÜRGERBEWEGUNG;;8;;2021
Buschow;Stefan Hilmar;1965;BÜRGERBEWEGUNG;;9;;2021
Zweifel;Irina;1971;BÜRGERBEWEGUNG;;10;;2021
Partzsch;Thomas;1964;BÜRGERBEWEGUNG;;11;;2021
Stockinger;Uwe-Friedrich;1960;BÜRGERBEWEGUNG;;12;;2021
Ulrich;Fabian Manuel;1988;BÜRGERBEWEGUNG;;13;;2021
Schmidt;Dirk Thorsten;1969;BÜRGERBEWEGUNG;;14;;2021
Esmer;Esad;1982;BÜRGERBEWEGUNG;;15;;2021
Kleinecke;Detlef;1964;BÜRGERBEWEGUNG;;16;;2021
Hück;Frank-Thomas;1964;BÜRGERBEWEGUNG;;17;;2021
Peters;Elena;1976;BÜRGERBEWEGUNG;;18;;2021
Schuler;Melanie;1973;BÜRGERBEWEGUNG;;20;;2021
Wolff-Thobaben;Harald Christian Joachim;1979;BÜRGERBEWEGUNG;;21;;2021
Klinder;Jürgen;1957;BÜRGERBEWEGUNG;;22;;2021
Suhr;Roland;1976;BÜRGERBEWEGUNG;;23;;2021
Wessel;Helmut Paul;1953;BÜRGERBEWEGUNG;;24;;2021
Matzek;Ilona;1983;BÜRGERBEWEGUNG;;25;;2021
Barta;Attila;1968;BÜRGERBEWEGUNG;;26;;2021
Gramalla;Christoph Stanislaus;1973;BÜRGERBEWEGUNG;;27;;2021
Jost;Daniela;1976;BÜRGERBEWEGUNG;;28;;2021
Mayer;Paul;1974;BÜRGERBEWEGUNG;;29;;2021
Tran;Minh-Quan;1983;BÜRGERBEWEGUNG;;30;;2021
Metzger;Stefan;1965;BÜRGERBEWEGUNG;;31;;2021
Eckhardt;Sven;1983;BÜRGERBEWEGUNG;;32;;2021
Fundel;Winfried Edmund;1969;BÜNDNIS21;;1;;2021
Germanus;Andrea;1968;BÜNDNIS21;;2;;2021
Manske;Dirk;1968;BÜNDNIS21;;3;;2021
Mannheim;Sandra;1982;BÜNDNIS21;;4;;2021
Raynoschek;Karsten Hans Reinhold;1964;BÜNDNIS21;;5;;2021
Misselwitz;Klaudio;1974;BÜNDNIS21;;6;;2021
Bohn;Matthias;1967;BÜNDNIS21;;7;;2021
Muschert;Christa Andrea Gerlinde;1970;BÜNDNIS21;;8;;2021
Wursthorn;Rainer Engelbert;1968;BÜNDNIS21;;9;;2021
Raynoschek;Thorald Kurt Rudolf;1965;BÜNDNIS21;;10;;2021
Kaufmann;Andreas Lothar;1967;BÜNDNIS21;;11;;2021
Facchin;Danilo;1965;BÜNDNIS21;;12;;2021
Schall;Daniela;1970;BÜNDNIS21;;13;;2021
Holland;Antoniella;1970;BÜNDNIS21;;14;;2021
Kinkel;Jörg Oliver;1970;BÜNDNIS21;;15;;2021
Kinkel;Larissa Janine;2003;BÜNDNIS21;;16;;2021
Sander;Martin Georg;1998;BÜNDNIS21;;17;;2021
Bäßler;Uwe Alfred;1964;BÜNDNIS21;;18;;2021
Mannheim;Markus;1980;BÜNDNIS21;;19;;2021
Claus;Kerstin;1963;BÜNDNIS21;;20;;2021
Kalnitski;Mark;1991;BÜNDNIS21;;21;;2021
Pfizenmayer;Iris;1964;BÜNDNIS21;;22;;2021
Holland;Dirk Peter;1963;BÜNDNIS21;;23;;2021
Pfeffer;Ulrike;1973;BÜNDNIS21;;24;;2021
Waldraff;Günter;1958;LKR;;2;;2021
Grünbacher;Patrick;1985;LKR;;5;;2021
Hückmann;Günther;1942;LKR;;6;;2021
Göpfert;Christine;1965;LKR;;7;;2021
Kressibuch;Stephan Rainer;1963;LKR;;8;;2021
Guse;Jan-Hinrich Walter;1964;LKR;;9;;2021
Vollmer;Valentin Jean-Jacques;1998;LKR;;10;;2021
Vollmer;Nandino Werner;2001;LKR;;11;;2021
Wolf;Christina Carmen;1991;Die Humanisten;;2;;2021
Simon;Mark Johann;1990;Die Humanisten;;3;;2021
Zeitler;Marie-Luise;1982;Die Humanisten;;4;;2021
Andris;Lena;1999;Die Humanisten;;5;;2021
Gebauer;Richard;1994;Die Humanisten;;6;;2021
Kebschull;Andreas Pierre;1992;Die Humanisten;;9;;2021
Haiber;Sven Peter;1998;Die Humanisten;;11;;2021
Steinmann;Uwe;1988;Die Humanisten;;12;;2021
Prinz;Jannik;1993;Die Humanisten;;13;;2021
Hermann;Benedikt Julian;2001;Die Humanisten;;14;;2021
Hertel;Hans Falk;1961;Die Humanisten;;15;;2021
Conrad;Karen;1970;Gesundheitsforschung;;1;;2021
Fischer;Harald Robert;1966;Gesundheitsforschung;;2;;2021
Ludin;Thomas;1973;Gesundheitsforschung;;3;;2021
Klossok;Elias;1996;Gesundheitsforschung;;4;;2021
Kilian;Nicolai;1982;Gesundheitsforschung;;5;;2021
Ruckaberle;Philipp Albert;1992;Team Todenhöfer;;1;;2021
Najjar;Ieman Yusuf Ahmad;1980;Team Todenhöfer;;2;;2021
Sert;Melek;1990;Team Todenhöfer;;3;;2021
Uguzer;Kivanc-Mert;1994;Team Todenhöfer;;4;;2021
Bashir;Ahsan Kurt;1982;Team Todenhöfer;;5;;2021
Aslanoǧlu;Ferhat;1974;Team Todenhöfer;;6;;2021
Nitka;Sebastian;1984;Team Todenhöfer;;7;;2021
Hoffmann;Edgar;1980;Team Todenhöfer;;8;;2021
Armstroff;Cindy;1997;Team Todenhöfer;;9;;2021
Zahra;Ahmad;1970;Team Todenhöfer;;10;;2021
Sahin;Abdullah;1995;Team Todenhöfer;;11;;2021
Mccormick;Terry Lee;1980;Team Todenhöfer;;12;;2021
Gaukel;Fabian;1996;Volt;;2;;2021
Stricker;Kai Robin;1992;Volt;;4;;2021
Gregorio Alexandre;Paulo Jorge;1966;Volt;;8;;2021
Walenczak;Fabian;1993;Volt;;10;;2021
Boussata;Fatima Zahra;1999;Volt;;11;;2021
Lobecke;Anne;1993;Volt;;13;;2021
Siering;Lukas;1998;Volt;;14;;2021
Wiedermann;Markus;1985;Volt;;16;;2021
Mollenhauer;Manuel Leander Bennet;1998;Volt;;18;;2021
Hellmund;Victoria Alizia Mariella;1999;Volt;;19;;2021
Mack;Torben;1998;Volt;;20;;2021
Hümpfner;Stefanie;1989;CSU;;22;;2021
Fabritius;Bernd-Bernhard;1965;CSU;;23;;2021
Zollner;Gudrun Anna Therese;1960;CSU;;24;;2021
Baur;Konrad Michael;1988;CSU;;25;;2021
Gerl;Barbara;1977;CSU;;26;;2021
Meier;Reiner;1953;CSU;;27;;2021
Griesbeck;Cornelia Maria;1965;CSU;;28;;2021
Täuber;Markus;1987;CSU;;29;;2021
Brielmair;Caroline Anna;1985;CSU;;30;;2021
Fleig;Florian Alexander;1981;CSU;;31;;2021
Grimm;Ulrike Eleonore;1962;CSU;;32;;2021
Auerhahn;Anna-Maria;1996;CSU;;34;;2021
Wastlhuber;Laura;1990;CSU;;36;;2021
Zink;Alexander;1992;CSU;;37;;2021
Dippl;Stefanie;1985;CSU;;38;;2021
Rosner;Huberth;1975;CSU;;39;;2021
Hajek;Anna Victoria;1990;CSU;;40;;2021
Blech;Daniel;2002;CSU;;41;;2021
Grote;Julia Christiane;1989;CSU;;42;;2021
Schöpp;Carlo;1988;CSU;;43;;2021
Lang;Julia;1982;CSU;;44;;2021
Gmelch;Marco Norbert;1987;CSU;;45;;2021
Werner;Bettina Ingrid;1979;CSU;;46;;2021
Wolfrum;Johannes Claudius;1969;CSU;;47;;2021
Pickert;Tina;1984;CSU;;48;;2021
Neumeyer;Niklas Martin Pabo;1992;CSU;;49;;2021
Barth;Birgit Monika;1972;CSU;;50;;2021
Blenk;Manuel;1993;CSU;;51;;2021
Meyer-Bülow;Astrid Charlotte;1982;CSU;;52;;2021
Ettl;Simon Werner;1997;CSU;;53;;2021
Bezold;Nina;1989;CSU;;54;;2021
Reisacher;Lucas Maria;1993;CSU;;55;;2021
Schraut;Veronika;1981;CSU;;56;;2021
Stumpf;Markus Alexander;1987;CSU;;57;;2021
Fall;Michelle;1991;CSU;;58;;2021
Siegert;Florentin Albert Stefan;1997;CSU;;59;;2021
Schmitt;Anna Frieda Elisabeth;1991;CSU;;60;;2021
Kurzmaier;Tobias Georg;1976;CSU;;61;;2021
Stemplowski;Sabrina;1986;CSU;;62;;2021
Wolf;Quentin Thomas;1998;CSU;;63;;2021
Alesik;Nicole;1994;CSU;;64;;2021
Brandner;Peter Edgar;1968;CSU;;65;;2021
Deneke-Stoll;Dorothea;1959;CSU;;66;;2021
Sauer;Michael Willy;1964;CSU;;67;;2021
Geß;Franziska;1994;CSU;;68;;2021
Kauper;Nico;1998;CSU;;69;;2021
Herding;Susanne Petra;1970;CSU;;70;;2021
Machon;Christian;1974;CSU;;71;;2021
Karam;Anne-Marie;1993;CSU;;72;;2021
Fink;David;1991;CSU;;73;;2021
Henseler;Ursula Marianne;1959;CSU;;74;;2021
Hartmann;Markus;1978;CSU;;75;;2021
Nachtigall;Dagmar Ingeborg;1966;CSU;;76;;2021
Füger;Florian;1993;CSU;;77;;2021
Schilling;Jessica;1997;CSU;;78;;2021
Mettel;Christoph Jochen;1973;CSU;;79;;2021
Grosch;Kathrin;1986;CSU;;80;;2021
Meyer;Moritz;2002;CSU;;81;;2021
Burkhardt;Anja;1968;CSU;;82;;2021
Kluge;Stefan Johannes;1968;CSU;;83;;2021
Roth;Jasmin;1989;CSU;;84;;2021
Hofmann;Michael;1994;CSU;;85;;2021
Feiler;Christine;1978;CSU;;86;;2021
Seelig;Julian;2001;CSU;;87;;2021
Frauendorfer;Michaela Gertraud Anna;1965;CSU;;88;;2021
Buchner;Thomas Gabriel;1997;CSU;;89;;2021
Wenzl;Regina Theresa;1978;CSU;;90;;2021
Redlingshöfer;Richard Albert Reiner;1986;CSU;;91;;2021
Simon-Deinlein;Monika Luise;1961;CSU;;92;;2021
Wenzel;Christian Georg;1993;SPD;;44;;2021
Werner;Stefan;1977;SPD;;45;;2021
Klehr;Alexander;1979;SPD;;46;;2021
Felser;Peter;1969;AfD;;11;;2021
Funke genannt Kaiser;Maximilian Ludwig;1993;FDP;;11;;2021
Hackemann;Philip Franz Hermann;1995;FDP;;28;;2021
Vo;Huu Loi;1984;FDP;;30;;2021
Carls-Littwin;Tarek Benedict;1995;FDP;;34;;2021
Diem;Katharina Elisabeth;1988;FDP;;35;;2021
Enger;Ilka Martina;1964;FDP;;41;;2021
Renner;Sascha;1993;FDP;;44;;2021
Jännert;Thomas;1977;FDP;;45;;2021
Limmer;Michael;1989;FDP;;46;;2021
Schäfer;Ulla Heike Helga;1969;FDP;;48;;2021
Baur;Mathias Eduard Josef;1990;FDP;;50;;2021
Kerckhoff;Birgit;1968;FDP;;51;;2021
Schweitzer;Isabelle;1964;FDP;;52;;2021
Roloff;Simon;2002;FDP;;56;;2021
Wagner-Schroiff;Stefanie;1955;FDP;;57;;2021
Winkel;Dominik Wilhelm;1994;FDP;;59;;2021
Wittmann;Florian;1988;FDP;;60;;2021
Rohn;Jens Armin;1968;FDP;;62;;2021
Hauser;Karl;1958;FDP;;63;;2021
Heimbeck;Jörg;1969;FDP;;65;;2021
Sommerfeld;Frank;1966;FDP;;66;;2021
Karlsson;Philipp;1990;FDP;;67;;2021
Kleber;Julian;1992;FDP;;68;;2021
Döll;Rolf-Peter Rüdiger;1965;FDP;;69;;2021
Anton;Sascha David;2000;FDP;;70;;2021
Koske;Martin;1956;FDP;;71;;2021
Weishaupt;Saskia Lea Raquel;1993;GRÜNE;;11;;2021
Bause;Margarete Herta Maria;1959;GRÜNE;;22;;2021
Richter;Wiebke;1969;GRÜNE;;23;;2021
Lanzinger;Anna-Maria;1996;GRÜNE;;30;;2021
Ullrich;Corinna;1982;GRÜNE;;35;;2021
Wißmiller;Maria Ingrid;1987;GRÜNE;;39;;2021
Löschner;Isabell;1989;GRÜNE;;43;;2021
Heilrath;Peter;1969;GRÜNE;;44;;2021
Rauch;Andrea;1983;GRÜNE;;45;;2021
Krumwiede;Agnes;1977;GRÜNE;;47;;2021
Gangjee-Well;Sabeeka;1968;GRÜNE;;49;;2021
Groll;Erna-Kathrein;1959;GRÜNE;;51;;2021
Laux;Antje;1964;GRÜNE;;53;;2021
Leng;Lakhena;1983;GRÜNE;;55;;2021
Renz-Hübner;Lisa Nadine;1984;GRÜNE;;57;;2021
Kuhnert;Eveline;1961;GRÜNE;;59;;2021
Frank-Mayer;Ursula Luise;1958;GRÜNE;;61;;2021
Hofmann;Ina Gertrud;1984;GRÜNE;;63;;2021
Steinhübl;Ruprecht;1974;GRÜNE;;64;;2021
Kavali;Margarita;1992;DIE LINKE;;13;;2021
Eitel;Lukas;1998;DIE LINKE;;14;;2021
Taucher;Josephine Anna;1986;DIE LINKE;;15;;2021
Diao;Malik Herbert;1999;DIE LINKE;;16;;2021
Wanke;Hanna;2001;DIE LINKE;;23;;2021
Seger;Jason;1995;DIE LINKE;;24;;2021
Eichberg;Sarah;1995;DIE LINKE;;25;;2021
Aiwanger;Hubert;1971;FREIE WÄHLER;;1;;2021
Hußlein;Edwin;1961;FREIE WÄHLER;;16;;2021
Wagner;Maili Susanne;1976;FREIE WÄHLER;;22;;2021
Fink;Werner;1978;FREIE WÄHLER;;30;;2021
Zobel von Giebelstadt zu Darstadt;Felix Stefan Ernst;1992;FREIE WÄHLER;;41;;2021
Frinder;Hans-Georg;1962;FREIE WÄHLER;;43;;2021
Emmerich;Markus Erich;1972;FREIE WÄHLER;;46;;2021
Moser;Michael Robert;1968;FREIE WÄHLER;;47;;2021
Kabitz;Stefan;1960;FREIE WÄHLER;;48;;2021
Meyer;Bernhard;1976;FREIE WÄHLER;;50;;2021
Schön;Joel Marlon-Maria;1996;FREIE WÄHLER;;52;;2021
Geyer;Georg Andreas;1951;FREIE WÄHLER;;54;;2021
Donaubauer;Anton Bernd;1971;FREIE WÄHLER;;55;;2021
Seidl-Schulz;Hermann Klaus Georg;1954;FREIE WÄHLER;;56;;2021
Raschke;Markus Paulus;1984;ÖDP;;4;;2021
Wohnig;Erich;1968;ÖDP;;7;;2021
Hille;Alina;2000;ÖDP;;8;;2021
Vath;Melissa;1996;ÖDP;;9;;2021
Brendle-Behnisch;Günther;1956;ÖDP;;10;;2021
Sandmann;Sarah;1984;ÖDP;;11;;2021
Scheingraber;Stefan Maximilian Franz;1968;ÖDP;;12;;2021
Schuster;Karin;1973;ÖDP;;15;;2021
Fortner;Josef;1960;ÖDP;;16;;2021
Rusch;Birgit;1975;ÖDP;;17;;2021
Sieling;Tobias;1971;ÖDP;;18;;2021
Grimm;Raphael;1969;ÖDP;;19;;2021
Kühlborn;Veit;1995;ÖDP;;20;;2021
Weigert;Jonas;1991;ÖDP;;21;;2021
Malowaniec;Krzysztof;1955;ÖDP;;22;;2021
Ott;Jürgen;1960;ÖDP;;24;;2021
