id;vorname;nachname;geburtsjahr;partei_id;jahr
6110;Luisa;Strackeljan;1998;40;2021
6111;Marc;Gehrmann;1988;40;2021
6112;Lara Mareen Rose;Kurley;2002;40;2021
6113;Kristina;Nordt;1982;1;2021
6114;Franca Helene;Bauernfeind;1998;1;2021
6115;Cornelius;Golembiewski;1992;1;2021
6116;Christian;Klein;1981;1;2021
6117;Lilia;Rau;1959;1;2021
6118;Hardy;Herbert;1976;1;2021
6119;Konstantin;Müller;1996;1;2021
6120;Hans-Arno;Simon;1958;1;2021
6121;Andreas;Kinder;1981;1;2021
6122;Robby;Schlund;1967;3;2021
6123;Anton;Friesen;1985;3;2021
6124;Markus;Klimpel;1986;3;2021
6125;Paul;Schwendrat;2002;5;2021
6126;Sebastian Freimund;Bach;1982;5;2021
6127;Alexander;Meinhardt-Heib;1971;2;2021
6128;Jan;Siegemund;1993;4;2021
6129;Stefanie;Hantke;1981;4;2021
6130;Michelle;Richter;1998;4;2021
6131;Sebastian;Bethge;1991;4;2021
6132;Martin Antonius;Simon;1997;4;2021
6133;Roberto;Daniel;1984;4;2021
6134;Margot Sabine;Hirsemann;1959;4;2021
6135;Hagen;Hultzsch;1961;4;2021
6136;Matthias Rudolf;Schlegel;1965;6;2021
6137;Renate;Wittmann;1969;6;2021
6138;Steven;Köhler;1986;6;2021
6139;Isabell Christin;Welle;1992;6;2021
6140;Holger Gerhard;Haugk;1970;6;2021
6141;Katharina;Pätzold;1995;6;2021
6142;Hendrik;Knop;1976;6;2021
6143;Michael;Schneider;1964;8;2021
6144;Jörg Hans-Karl;Gottesleben;1968;8;2021
6145;Uwe;Rückert;1975;8;2021
6146;Bertram;Pelzer;1955;8;2021
6147;Jan;Stein;1975;9;2021
6148;Matthias;Rust;1966;9;2021
6149;Jutta Simone;Roselt;1964;9;2021
6150;Sandra;John;1986;9;2021
6151;Heidi;Schuhknecht;1987;9;2021
6152;Norbert;Schmidt;1969;9;2021
6153;Stefan;Räthel;1987;9;2021
6154;Martin Gerald;Prager;1985;9;2021
6155;Jonas;Rosenberg;1998;9;2021
6156;Thorsten;Heise;1969;11;2021
6157;Ralf;Friedrich;1966;11;2021
6158;Peter;Süßbier;1973;11;2021
6159;Martin;Truckenbrodt;1971;13;2021
6160;Karl-Edmund;Vogt;1944;13;2021
6161;Rainer;Ciechoradzki;1965;13;2021
6162;Daniel;Neik;1993;13;2021
6163;Franz-Josef;Mai;1943;13;2021
6164;Stephan;Esterl;1974;13;2021
6165;Peter;Städter;1971;12;2021
6166;Regina Heidrun;Jänchen;1965;12;2021
6167;Erik Martin;Limburg;1988;12;2021
6168;Christian;Fischer;1979;12;2021
6169;Oliver;Kröning;1964;12;2021
6170;Gerrit;Jeron;1971;12;2021
6171;Michaela;Braun;1980;14;2021
6172;Saskia;Wille;1988;14;2021
6173;Gabriele;Heßner;1968;14;2021
6174;Constanze Sylvia;Nestmann;1978;14;2021
6175;Ibrahim;Kücük;1964;18;2021
6176;Klaus;Dimler;1947;18;2021
6177;Barbara Maria Katharina;Gruß;1943;18;2021
6178;Friedrich Christoph;Hofmann;1954;18;2021
6179;Dagmar Marie;Kolkmann-Lutz;1953;18;2021
6180;Edeltraud;König;1953;18;2021
6181;Doris;Bauerle;1960;18;2021
6182;Steffen;Heinke;1962;18;2021
6183;Manfred;Krause;1950;18;2021
6184;Wolfgang Albert;Serway;1948;18;2021
6185;Ulrike Anna Elisabeth;Kämmerer;1966;28;2021
6186;Tobias;Pierow;1978;28;2021
6187;Michael;Platz;1987;28;2021
6188;John;Stopfkuchen;1976;28;2021
6189;Annemarie Ursula;Krause;1958;20;2021
6190;Narek Avetisi;Avetisyan;1987;24;2021
6191;Christian;Döring;1985;24;2021
6192;Georg;Krimmler;2001;24;2021
6193;Johnny;Haas;1994;24;2021
6194;Alex;Seyfarth;2000;24;2021
6195;Ines;Mittelbach;1978;10;2021
6196;Helmut Aloys;Windolph;1950;10;2021
6197;Ingrid;Bitter;1938;10;2021
6198;Nadine;Elsharkawi;1982;38;2021
6199;Angelo;Gebauer;1996;38;2021
6200;Sven;Baddack;1967;38;2021
6201;Bodo;Bilski;1961;38;2021
6202;Matthias;Pabst;1981;38;2021
6203;Benno;Beutler;1967;38;2021
6204;Sophie;Trautmann;1998;40;2021
6205;Maximilian;Volz;1996;40;2021
6206;Leah Esther;Arlaud;1997;40;2021
6207;Michael;Gödel;1996;40;2021
6208;Carlos;Abaga Ayingono;1953;252;2017
6209;Olaf;Abdinghoff-Feldkemper;1964;2;2017
6210;Valentin Christian;Abel;1991;4;2017
6211;Jürgen;Abelmann;1958;5;2017
6212;Michael;Dr. von Abercron;1952;1;2017
6213;Ruth Maria;Abmayr;1968;8;2017
6214;Doris Maria;Achelwilm;1976;5;2017
6215;Ulrich;Achenbach;1954;18;2017
6216;Matthias;Achilles;1991;12;2017
6217;Alina Christiane;Achtziger;1999;9;2017
6218;Reinmund Adam Johannes;Acker;1949;244;2017
6219;Lothar;Dr. Ackermann;1953;4;2017
6220;Petra;Ackmann;1966;2;2017
6221;Klaus Jürgen;Adamski;1952;18;2017
6222;Yvonne;Adamski;1978;18;2017
6223;Eric;Adelsberger;1990;9;2017
6224;Nadia;Affani;1976;2;2017
6225;Garrelt Itzen;Agena;1955;6;2017
6226;Grigorios;Aggelidis;1965;4;2017
6227;Diyar;Agu;1999;5;2017
6228;Marco;Ahrends;1982;9;2017
6229;Martin;Ahrens;1977;2;2017
6230;Petra;Ahrens;1969;245;2017
6231;Thorsten;Ahrens;1968;5;2017
6232;Julian;Aicher;1958;13;2017
6233;Hubert;Aiwanger;1971;8;2017
6234;Gökay;Akbulut;1982;5;2017
6235;Mehmet;Akcur;1975;15;2017
6236;Erhan;Aktürk;1965;18;2017
6237;Saif;Al Basri;1989;19;2017
6238;Ali Abass Yahya;Al Dailami;1981;5;2017
6239;Rolf William;Dr. Albach;1963;4;2017
6240;Stephan;Albani;1968;1;2017
6241;Bernhard;Albers;1969;244;2017
6242;Joachim;Albert;1958;8;2017
6243;Manfred;Alberti;1947;9;2017
6244;Frank;Albrecht;1967;4;2017
6245;Erich Willy;Prof. Albrecht;1950;3;2017
6246;Katrin;Albsteiger;1983;7;2017
6247;Christina Flora;Aldenhoven;1983;13;2017
6248;Daniel;Alff;1977;2;2017
6249;Fares;Al-Hassan;1978;42;2017
6250;Mazhar Hasan;Alias;1974;18;2017
6251;Patricia Erika;Allgayer-Reetze;1956;3;2017
6252;Dyria;Alloussi;1980;26;2017
6253;Sebastian;Alscher;1976;12;2017
6254;Renata;Alt;1965;4;2017
6255;Norbert Maria;Altenkamp;1972;1;2017
6256;Peter;Altmaier;1958;1;2017
6257;Peter;Altmann;1969;9;2017
6258;Harold;Amann;1967;16;2017
6259;Dieter;Amann;1962;3;2017
6260;Tobias;Ametsbichler;1970;15;2017
6261;Rainer;Ammermann;1971;244;2017
6262;Nick Papak;Amoozegar;1990;5;2017
6263;Philipp;Amthor;1992;1;2017
6264;Luise;Amtsberg;1984;6;2017
6265;Kathrin;Anders;1982;6;2017
6266;Christine;Anderson;1968;3;2017
6267;Harald;Andre;1949;18;2017
6268;Kerstin;Andreae;1968;6;2017
6269;Michael;Andrejewski;1959;11;2017
6270;Jürgen;Angenendt;1958;2;2017
6271;Eva;von Angern;1976;5;2017
6272;Nicole;Angerstein;1973;246;2017
6273;Constantin Leopold;Prinz von Anhalt Dessau;1947;3;2017
6274;Jens;Anhorn;1980;3;2017
6275;Niels;Annen;1973;2;2017
6276;Elisabeth;Anschütz;1962;6;2017
6277;Rebecca;Ansin;1989;9;2017
6278;Kornelia;Anspach-Papa;1961;1;2017
6279;Carsten;Antrup;1969;4;2017
6280;Rainer Karl-Heinz Hans-Helmut;Apel;1948;23;2017
6281;Andreas Michael Otto;Dr. Appelt;1951;3;2017
6282;Philipp;Applegate;1988;5;2017
6283;Mark Adrian;Appoh;1985;244;2017
6284;Chaker;Araki;1972;18;2017
6285;Roman;Archner;1980;9;2017
6286;Kerstin;Arend-Langenbach;1971;1;2017
6287;Marianne;Arens;1952;27;2017
6288;Udo Peter;Arenz;1964;13;2017
6289;Henning;Aretz;1956;1;2017
6290;Krenar;Arifi;1964;14;2017
6291;Ralf;Armbrüster;1970;4;2017
6292;Hans;Arndt;1957;8;2017
6293;Klaus Joachim;Arndt;1966;13;2017
6294;Helena;Arndt;1982;9;2017
6295;Alfred Jakob;Arndt;1949;21;2017
6296;Ingrid;Arndt-Brauer;1961;2;2017
6297;Dagmar;Arnecke;1951;18;2017
6298;Alexander;Arnold;1991;4;2017
6299;Bendrick;Arnold;1946;18;2017
6300;Alexander;Arpaschi;1970;3;2017
6301;Maximilian Bernd;Aschenbach;1985;9;2017
6302;Christine;Aschenberg-Dugnus;1959;4;2017
6303;Doris;Dr. Aschenbrenner;1985;2;2017
6304;Arnold;Aschenbrenner;1951;18;2017
6305;Adrian;Assenmacher;1989;4;2017
6306;Mario;Aßmann;1964;3;2017
6307;Özden;Ates;1970;5;2017
6308;Zeki;Ates;1962;253;2017
6309;Kerstin;Auerbach;1969;5;2017
6310;Martin;Auerbach;1976;5;2017
6311;Artur;Auernhammer;1963;7;2017
6312;Helmut;Augspurger;1956;9;2017
6313;Dennis;Augustin;1970;3;2017
6314;Susanne;Aulenbacher;1958;18;2017
6315;Marcel;Aulila;1991;4;2017
6316;Frank;Aumeier;1975;8;2017
6317;Peter;Aumer;1976;7;2017
6318;Jeannette;Auricht;1970;3;2017
6319;Maik;Außendorf;1971;6;2017
6320;Robert Paul;Aust;1962;3;2017
6321;Hans Günter;Austria-Zink;1945;41;2017
6322;Christian Richard;Avenarius;1959;2;2017
6323;Tufan;Aydin;1988;18;2017
6324;Urban;Aykal;1974;6;2017
6325;Sahin;Azbak;1968;20;2017
6326;Maik;Babenhauserheide;1975;6;2017
6327;Safet;Babic;1981;11;2017
6328;Jan-Peter;Babnik;1968;254;2017
6329;Bela;Bach;1990;2;2017
6330;Sebastian Freimund;Bach;1982;5;2017
6331;Tobias;Bacherle;1994;6;2017
6332;Iris Margot;Bachmann;1947;6;2017
6333;Markus;Bäckel;1970;8;2017
6334;Jürgen Albert Richard;Bader;1960;18;2017
6335;Werner;Bader;1942;8;2017
6336;Susanne Mervat;Badra;1991;6;2017
6337;Bastian;Badran;1979;9;2017
6338;Lisa Hildegard;Badum;1983;6;2017
6339;Heike;Baehrens;1955;2;2017
6340;Annalena;Baerbock;1980;6;2017
6341;Sascha;Bahl;1976;5;2017
6342;Ulrike;Bahr;1964;2;2017
6343;Bettina;Bähr-Losse;1967;2;2017
6344;Robert;Baier;1968;8;2017
6345;Notker Heinrich Dieter;Bakker;1965;24;2017
6346;Franziska;Baldes;1969;18;2017
6347;Torsten;Balg;1971;13;2017
6348;Ralf Peter;Balke;1963;9;2017
6349;Martin;Balleis;1959;16;2017
6350;Kay-Olaf;Ballerstädt;1980;8;2017
6351;August Wilhelm;Ballin;1951;21;2017
6352;Tim;Ballschuh;1990;3;2017
6353;Manfred;Balzer;1962;9;2017
6354;Felix;Banaszak;1989;6;2017
6355;Sebastian;Bandt;1985;9;2017
6356;Sabine Barbara;Dr. Bank;1954;8;2017
6357;Ralf Sebastian;Dr. von der Bank;1964;8;2017
6358;Knut;Bänsch;1961;12;2017
6359;Karl;Bär;1985;6;2017
6360;Dorothee;Bär;1978;7;2017
6361;Nezahat;Baradari;1965;2;2017
6362;Robin;Baranski;1977;2;2017
6363;Paul Emil;Barbig;1995;2;2017
6364;Thomas;Bareiß;1975;1;2017
6365;Michel;Barimis;1987;18;2017
6366;Katarina;Dr. Barley;1968;2;2017
6367;Doris;Barnett;1953;2;2017
6368;Daniel;Baron;1983;8;2017
6369;Eva;Baron;1983;1;2017
6370;Simone;Barrientos Krauss;1963;5;2017
6371;Daniel;Barski;1982;255;2017
6372;Alrich Jann;Bartels;1966;8;2017
6373;Christian;Bartelt;1976;4;2017
6374;Kevin;Barth;1990;2;2017
6375;Norbert;Barthle;1952;1;2017
6376;Anna;Bartholomé;1949;18;2017
6377;Matthias;Dr. Bartke;1959;2;2017
6378;Sören;Bartol;1974;2;2017
6379;Olaf;Barton;1973;256;2017
6380;Dietmar Gerhard;Dr. Bartsch;1958;5;2017
6381;Simon;Bartsch;1995;9;2017
6382;Bernhard;Barutta;1961;8;2017
6383;Monika;Barz;1953;6;2017
6384;Bärbel;Bas;1968;2;2017
6385;Gerd;Baßfeld;1947;5;2017
6386;Endrik;Bastian;1964;27;2017
6387;Heiner;Bäther;1969;5;2017
6388;David Karol;Bauch;1986;14;2017
6389;Emil Karl Eckehard;Bauer;1953;18;2017
6390;Nicole;Bauer;1987;4;2017
6391;Susanne Iris;Bauer;1977;6;2017
6392;Anna;Bauer;1989;9;2017
6393;Sven;Bauer;1969;15;2017
6394;Ursula;Bauer;1957;244;2017
6395;Robert;Bauer;1985;1;2017
6396;Oksana;Bauer;1970;247;2017
6397;Armin;Bauer;1972;3;2017
6398;Konrad Hubert;Baueregger;1957;16;2017
6399;Joachim;Bauerle;1956;18;2017
6400;Peter;Bäuerle;1951;18;2017
6401;Anne-Kathrin Hannah;Baum;1981;15;2017
6402;Christina;Dr. Baum;1956;3;2017
6403;Bernd;Dr. Baumann;1958;3;2017
6404;Horst Michael-Thorsten;Baumann;1969;8;2017
6405;Petra;Baumann;1961;6;2017
6406;Heino;Baumgarten;1959;2;2017
6407;Roman;Baumgartner;1982;1;2017
6408;Carsten;Baums;1968;12;2017
6409;Dieter;Baur;1953;13;2017
6410;Jens;Baur;1979;11;2017
6411;Mathias Eduard Josef;Baur;1990;4;2017
6412;Alexandra;Baur;1972;1;2017
6413;Patrick;Bausch;1996;5;2017
6414;Margarete;Bause;1959;6;2017
6415;Thomas;Bauske;1972;2;2017
6416;Danyal;Dr. Bayaz;1983;6;2017
6417;Oliver;Bayer;1977;12;2017
6418;Bernhard;Bayer;1963;245;2017
6419;Markus Artur Ernst;Bayerbach;1963;3;2017
6420;Canan;Bayram;1966;6;2017
6421;Josef Wolfgang;Dr. Bayrle;1946;16;2017
6422;Oliver Roland Wilhelm;Bechtoldt;1968;9;2017
6423;Sabine;von der Beck;1963;6;2017
6424;Tobias;Beck;1987;8;2017
6425;Ursula;Beck;1954;5;2017
6426;Stefanie Annegret;Beck;1985;14;2017
6427;Christel;Beck;1948;18;2017
6428;Harald;Becker;1964;17;2017
6429;Heiko;Becker;1983;2;2017
6430;Tobias;Becker;1990;9;2017
6431;Karin;Becker;1966;14;2017
6432;Vera;Becker;1985;15;2017
6433;Werner;Becker;1943;21;2017
6434;Bert;Beckmann;1958;18;2017
6435;Markus;Beckmann;1988;257;2017
6436;Heike;Beckord;1963;2;2017
6437;Christopher;Bedel;1993;9;2017
6438;Marco;Bedrich;1993;2;2017
6439;Jens;Beeck;1969;4;2017
6440;Olaf;in der Beek;1967;4;2017
6441;Nicola Gertrud Ruth;Beer;1970;4;2017
6442;Floris;Beer;1999;9;2017
6443;Julia;Beerhold;1965;15;2017
6444;Maik;Beermann;1981;1;2017
6445;Fabian;Beese;1998;14;2017
6446;Boris;Behnke;1970;12;2017
6447;Karsten;Behr;1969;244;2017
6448;Rainer;Behrend;1967;245;2017
6449;Volker;Behrendt;1967;13;2017
6450;Michael;Behrendt;1972;12;2017
6451;Diethelm Dietmar;Behrendt;1956;18;2017
6452;Klaus;Behrendt;1954;9;2017
6453;Rainer Heinrich Wilhelm;Behrens;1950;5;2017
6454;Manfred;Behrens;1956;1;2017
6455;Matthias;Behrens;1972;11;2017
6456;Beatrice Anette;Behrens;1963;15;2017
6457;Herbert Dietrich;Behrens;1954;5;2017
6458;Kyra;Behrje;1985;5;2017
6459;Heiko Hans;Behrmann;1969;14;2017
6460;Astrid;Beier;1974;8;2017
6461;Klaus;Beier;1966;11;2017
6462;Julian;Beier;1994;12;2017
6463;Andreas;Beier;1971;39;2017
6464;Karin;Beinhorn;1964;21;2017
6465;Günter Manfred;Belka;1959;18;2017
6466;Veronika;Bellmann;1960;1;2017
6467;Erika Hannelore;Beltz;1944;21;2017
6468;Michael Karl;Beltz;1941;21;2017
6469;Friederike;Benda;1987;5;2017
6470;Judith;Benda;1987;5;2017
6471;Julien;Bender;1985;2;2017
6472;Anna-Lena;Bender;1984;1;2017
6473;Martin;Bender;1977;8;2017
6474;Mark;Dr. Benecke;1970;9;2017
6475;Jens Curt Frithjof;Dr. Bengen;1970;245;2017
6476;Sybille;Benning;1961;1;2017
6477;Reiner;Bent;1974;10;2017
6478;Wilhelm;Benz;1953;21;2017
6479;Daniela;Benze;1981;9;2017
6480;Patrick;Berberich;1979;1;2017
6481;Alexander Wanja;Berberich;1989;9;2017
6482;Miro;Berbig;1964;5;2017
6483;Manfred;Berchem;1967;3;2017
6484;Jörg;Berens;1979;4;2017
6485;Joachim;vom Berg;1974;4;2017
6486;Ronald;Berg;1966;8;2017
6487;Eva Gabriela;Dr. Berg;1960;4;2017
6488;Hans-Joachim;Dr. Berg;1948;3;2017
6489;Johannes;Berger;1954;8;2017
6490;Franz Herbert;Dr. Berger;1961;2;2017
6491;Monika;Berger;1969;2;2017
6492;Petra;Berger-Kauffmann;1959;8;2017
6493;Markus Heinz-Josef;Bergforth;1966;2;2017
6494;André;Dr. Berghegger;1972;1;2017
6495;Susanne;Berghoff;1956;10;2017
6496;Thomas;Bergmann;1966;13;2017
6497;Astrid;Bergmann-Hartl;1969;8;2017
6498;Ralf Markus;Berlingen;1967;4;2017
6499;Peter;Bernau-Wagner;1979;42;2017
6500;Michael-Tillmann;Dr. Berndt;1956;12;2017
6501;Marc;Bernhard;1972;3;2017
6502;Bettina;Bernhard;1961;8;2017
6503;Winfried;Prof. Dr. Bernhardt;1937;3;2017
6504;Ina Nadine;Bernshausen;1979;6;2017
6505;Melanie;Bernstein;1976;1;2017
6506;Christoph;Bernstiel;1984;1;2017
6507;Christian Hinrich Gottfried;Dr. Bernzen;1962;2;2017
6508;Mario Francisco;Berrios Miranda;1971;21;2017
6509;Achim Oliver;Bertram;1971;4;2017
6510;Ute;Bertram;1961;1;2017
6511;Otfried Richard;Best;1957;11;2017
6512;Alexander Peter;Best;1973;2;2017
6513;Marieluise-Anelie;Bethke;1956;1;2017
6514;Achim Rainer;Betticher;1958;10;2017
6515;Florian;Betz;1985;6;2017
6516;Lorenz Gösta;Beutin;1978;5;2017
6517;Heidi Herma Elise;Beutin;1945;5;2017
6518;Peter;Beyer;1970;1;2017
6519;Seda;Dr. Beyer;1974;19;2017
6520;Thomas;Bezler;1966;245;2017
6521;Marc;Biadacz;1979;1;2017
6522;Matern;Marschall von Bieberstein;1962;1;2017
6523;Bernd Michael;Bieder;1960;245;2017
6524;Daniel;Biedermann;1978;8;2017
6525;Reinhard;Biedermann;1973;245;2017
6526;Wilfried;Biedermann;1951;3;2017
6527;Michael;Bienek;1977;241;2017
6528;Andreas;Bienstein;1968;8;2017
6529;Frank;Biermann;1965;14;2017
6530;Hannah;Bierstedt;1982;9;2017
6531;Harald;Biester;1963;13;2017
6532;Joachim Fritz Anton;Bigus;1958;21;2017
6533;Steffen;Bilger;1979;1;2017
6534;Sertac;Bilgin;1981;1;2017
6535;Angela Ramona;Binder;1978;13;2017
6536;Raimund;Binder;1964;13;2017
6537;Karin;Binder;1957;5;2017
6538;Lothar;Binding;1950;2;2017
6539;Michael;Binek;1978;244;2017
6540;Hartmut;Biniek;1952;9;2017
6541;Karlheinz;Binner;1967;13;2017
6542;Björn;Birkholz;1975;9;2017
6543;Waldemar;Birkle;1973;3;2017
6544;Jan-Hendrik;Birkner;1980;9;2017
6545;Cornelia;Birkner;1961;8;2017
6546;Matthias W.;Birkwald;1961;5;2017
6547;Sebastian;Birlinger;1984;9;2017
6548;Burkhard;Bisanz;1958;2;2017
6549;Frank-Ronald;Bischoff;1948;3;2017
6550;Andreas;Bist;1978;4;2017
6551;Günther;Bittel;1953;18;2017
6552;Oliver;Bittmann;1963;6;2017
6553;Jens;Bitzka;1971;6;2017
6554;Jérôme;Blandin;1995;14;2017
6555;Robert;Bläsing;1982;4;2017
6556;Cornelia;Blattner;1964;1;2017
6557;Henrike;Blaum;1989;2;2017
6558;Andreas;Bleck;1988;3;2017
6559;Heike;Bleidistel;1941;22;2017
6560;Karl-Heinz;Blenk;1963;244;2017
6561;Peter;Bleser;1952;1;2017
6562;Lothar (Lo Graf von Blickensdorf);Blickensdorf;1951;9;2017
6563;Burkhard;Blienert;1966;2;2017
6564;Andreas;Bloch;1960;245;2017
6565;Wolfgang;Bloch;1971;245;2017
6566;Christoph Karl;Blödner;1982;4;2017
6567;Bettina;Blödner;1958;245;2017
6568;Annegret Ingrid Ingeburg;Blohm;1947;15;2017
6569;Simon Georg;Bludovsky;1976;5;2017
6570;Heidrun;Bluhm;1958;5;2017
6571;Arnold;Blum;1952;18;2017
6572;Verena;Blum de Sardón;1975;245;2017
6573;Fabian;Blume;1978;26;2017
6574;Sebastian;Blume;1985;258;2017
6575;Mirjam;Blumenthal;1972;2;2017
6576;Sebastian;Blumenthal;1974;4;2017
6577;Thorsten;Blümlein;1971;3;2017
6578;Bernd Friedrich;Blümmel;1963;21;2017
6579;Martin Klaus;Bochmann;1974;9;2017
6580;Mario;Bochtler;1963;10;2017
6581;Reinhard Winfried Ulrich Emil;Bock;1952;15;2017
6582;Kai;Bock;1974;5;2017
6583;Catharina Brigitte;Bockelmann;1987;2;2017
6584;Helena Suzanne;Böckmann;1987;1;2017
6585;Mathias Bernd;Bodenschatz;1975;245;2017
6586;Matthias;Boehle;1993;9;2017
6587;Florian;Boehlke;1979;2;2017
6588;Peter Christian Pascal;Boehringer;1969;3;2017
6589;Markus;Böhlen;1966;6;2017
6590;Michael;Böhm;1970;12;2017
6591;Martin;Böhm;1964;3;2017
6592;Andreas;Böhme;1960;8;2017
6593;Martin-Maurice;Böhme;1981;1;2017
6594;Marcel;Bohn;1983;9;2017
6595;Oliver;Bohnenberger;1965;15;2017
6596;Hermann;Bohnenkamp;1956;29;2017
6597;Duancon;Bohnert;1975;11;2017
6598;Helmut Rudi;Bohn-Klein;1952;18;2017
6599;Richard;Böhringer;1944;4;2017
6600;Elke;du Bois;1959;8;2017
6601;Karl-Heinz;Bok;1951;13;2017
6602;Tayabeh;Bokah Tamejani;1958;5;2017
6603;Hanke Friedrich;Bokelmann;1981;4;2017
6604;René;Boldt;1973;7;2017
6605;Gereon Martin;Bollmann;1953;3;2017
6606;Jens Manuel;Bolm;1982;9;2017
6607;Johannes;Bombeck;1962;13;2017
6608;Udo Adam;Bonn;1953;5;2017
6609;Karin Michaela;Boolzen;1964;13;2017
6610;Sebastian Oliver;Borchart;1990;5;2017
6611;Miriam;Borchert;1984;9;2017
6612;Mario;Borchert;1970;259;2017
6613;Thomas;Born;1983;23;2017
6614;Jörg;Bornack;1953;6;2017
6615;Pawel;Borodan;1974;12;2017
6616;Georg;Boroviczény;1947;12;2017
6617;Matthias;Borowiak;1984;6;2017
6618;Thomas;Bossack;1970;244;2017
6619;Franz;Bossek;1965;6;2017
6620;Martina Nicola;Böswald;1966;3;2017
6621;Detlev;Bötcher;1969;9;2017
6622;Jimmy Niklas;Both;1996;9;2017
6623;Dieter;Böttcher;1952;18;2017
6624;Reinhard;Böttger;1954;5;2017
6625;Willi;Bovenkerk;1968;260;2017
6626;Kai Torsten;Boxberg;1999;12;2017
6627;Stephan;Boyens;1962;3;2017
6628;Marie-Theresa;Braatz;1996;2;2017
6629;Norbert;Brackmann;1954;1;2017
6630;Kurt Michael;Dr. Braedt;1951;5;2017
6631;Klaus;Brähmig;1957;1;2017
6632;Stephan;Bramorski;1985;2;2017
6633;Michael;Brand;1973;1;2017
6634;Andreas;Brand;1978;4;2017
6635;Klaus;Brand;1969;12;2017
6636;Lothar Ferdinand;Brandau;1950;4;2017
6637;Jens;Dr. Brandenburg;1986;4;2017
6638;Mario;Brandenburg;1983;4;2017
6639;Christian;Brandes;1981;9;2017
6640;Giesela Olga Waltraud;Brandes-Steggewentz;1949;5;2017
6641;Reinhard;Dr. Brandl;1977;7;2017
6642;Tobias;Brandmähl;1982;14;2017
6643;Stephan;Brandner;1966;3;2017
6644;Alexander;Brandt;1975;12;2017
6645;Stephan;Brandt;1943;18;2017
6646;Michel;Brandt;1990;5;2017
6647;Helmut;Brandt;1950;1;2017
6648;Karin Sigrid;Brandt;1955;8;2017
6649;Franziska;Dr. Brantner;1979;6;2017
6650;Daniel;Bratanovic;1981;21;2017
6651;Hagen Michael Wolfgang;Dr. Brauer;1954;3;2017
6652;Ralf;Dr. Brauksiepe;1967;1;2017
6653;Frank Georg;Braun;1952;21;2017
6654;Jürgen;Braun;1961;3;2017
6655;Helge Reinhold;Prof. Dr. Braun;1972;1;2017
6656;Max;Braun;1994;9;2017
6657;Petra;Braun;1965;18;2017
6658;Harald Gerhard;Braun;1954;18;2017
6659;Michael;Braun;1965;6;2017
6660;Rica;Braune;1968;6;2017
6661;Darija;Bräuniger;1987;4;2017
6662;Eberhard;Dr. Brecht;1950;2;2017
6663;Holger Gregor;Breg;1981;9;2017
6664;Silvia;Breher;1973;1;2017
6665;Sebastian;Brehm;1971;7;2017
6666;Ulrich;Brehme;1966;13;2017
6667;Heike;Brehmer;1962;1;2017
6668;Ilka;Brehmer;1971;6;2017
6669;Michael;Breilmann;1983;1;2017
6670;Albert;Breininger;1974;3;2017
6671;Markus;Dr. Brem;1969;8;2017
6672;Fatimah;Brendecke;1965;16;2017
6673;Günther;Brendle-Behnisch;1956;13;2017
6674;Hans-Peter;Dr. Brenner;1947;21;2017
6675;Helmut Joachim;Dr. Bresch;1954;246;2017
6676;Karl-Heinz Gerd;Breternitz;1948;3;2017
6677;Jörg;Bretschneider;1970;3;2017
6678;Ingrid Marianna;Brettschneider;1941;13;2017
6679;Marius Josef;Brey;1996;5;2017
6680;Leni;Breymaier;1960;2;2017
6681;Heinrich;Brinker;1957;5;2017
6682;Ralph;Brinkhaus;1968;1;2017
6683;Günter;Brinkmann;1947;8;2017
6684;Angelika;Dr. Brinkmann;1956;12;2017
6685;Klaus;Brinkmann;1959;5;2017
6686;Johannes;Brinkrolf;1964;3;2017
6687;Kristina;Dr. Brixius;1986;1;2017
6688;Silvia;Brock;1962;3;2017
6689;Berthold;Brodersen;1952;4;2017
6690;Carsten;Dr. Brodesser;1967;1;2017
6691;Martina;Broschei;1965;12;2017
6692;Philipp;Bruck;1989;6;2017
6693;Janina;Bruckmann;1984;14;2017
6694;Gerhard;Bruckner;1958;9;2017
6695;Agnes;Brugger;1985;6;2017
6696;Lagin Tibor;Brumme;1970;7;2017
6697;Gerrit;Brüning;1989;21;2017
6698;Julian;Brüning;1994;1;2017
6699;Anna Sophie;Brüning;1972;244;2017
6700;Jakob;Brunken;1987;6;2017
6701;Sibylle;von Brunn;1965;4;2017
6702;Lea;Brunn;1989;15;2017
6703;Karl Heinz;Dr. Brunner;1953;2;2017
6704;David;Brunner;1987;244;2017
6705;Franz Friedrich;Brunner;1954;2;2017
6706;Michael;Bruns;1973;5;2017
6707;Hannah;Bruns;1993;5;2017
6708;Joachim;Bruns;1968;13;2017
6709;Luca Tadeusz Johannes;Brunsch;1995;6;2017
6710;Franziska;Brychcy;1984;5;2017
6711;Sandra Maria;Bubendorfer-Licht;1969;4;2017
6712;Sebastian;Bucher;1975;261;2017
6713;Bernd;Dr. Buchholz;1961;4;2017
6714;Christine;Buchholz;1971;5;2017
6715;Jochen;Buchholz;1977;12;2017
6716;Sven;Buchler;1994;14;2017
6717;Klaus;Prof. Dr. Buchner;1941;13;2017
6718;Lucas;Büchner;1988;13;2017
6719;Herbert;Buchta;1954;18;2017
6720;Josef;Buck;1961;18;2017
6721;Sandra;Bücken-Kramps;1974;5;2017
6722;Katrin;Budde;1965;2;2017
