id;vorname;nachname;geburtsjahr;partei_id;jahr
9141;Petra;Nicolaisen;1965;1;2017
9142;Johannes;Nicolay;1972;14;2017
9143;Antonia Alwine Gisela;Niecke;1991;1;2017
9144;Achim;Nieder;1960;3;2017
9145;Thomas Andreas;Nieder-Kassebaum;1966;245;2017
9146;Ulrich Otto;Niedermann;1957;13;2017
9147;Andreas;Niedermeier;1982;8;2017
9148;Oliver;Dr. Niedostadek;1974;4;2017
9149;Joachim;Niegisch;1959;18;2017
9150;Jennifer;Nielsen;1994;14;2017
9151;Sara Inge;Niemann;1972;2;2017
9152;Ferdinand;Niemann;1992;5;2017
9153;Ralph;Niemeyer;1969;2;2017
9154;Bernhard;Nienaber;1994;14;2017
9155;Guido;Niermann;1964;1;2017
9156;Anke;Nierstenhöfer;1974;18;2017
9157;Albert;Niesen;1959;307;2017
9158;Dietmar;Nietan;1964;2;2017
9159;Klaus;Niggemann;1962;3;2017
9160;Jens;Niklaus;1973;2;2017
9161;Andreas;Niklaus;1961;27;2017
9162;Ulrike;Nissen;1959;2;2017
9163;Roswitha;Nißlein;1956;244;2017
9164;Gabriele;Nitsch;1964;1;2017
9165;Evelyn;Nitsche;1956;3;2017
9166;Thomas;Dr. Nitzsche;1975;4;2017
9167;Matthias;Nölke;1980;4;2017
9168;Michaela;Noll;1959;1;2017
9169;Jan Ralf;Nolte;1988;3;2017
9170;Benjamin Dominik;Nolte;1982;3;2017
9171;Alexander;Nolte;1988;2;2017
9172;Thomas Hans;Nord;1957;5;2017
9173;Johannes Gerhard;Normann;1968;3;2017
9174;Angelo;Nossem;1966;245;2017
9175;Michael;Nothdurft;1958;244;2017
9176;Konstantin;Dr. von Notz;1971;6;2017
9177;Omid;Nouripour;1975;6;2017
9178;Hubert;Nowack;1961;6;2017
9179;Rainer;Nowak;1950;8;2017
9180;Helmut;Nowak;1941;1;2017
9181;Janus;Nowak;1978;11;2017
9182;Rita Magdalena;Nowak;1957;6;2017
9183;Siegfried;Nowak;1958;5;2017
9184;Frank;Nufer;1968;9;2017
9185;Jörg;Nürnberger;1967;2;2017
9186;Shanna;Nuss;1966;247;2017
9187;Herbert;Nussbaum;1958;18;2017
9188;Dennis;Nusser;1996;4;2017
9189;Georg;Dr. Nüßlein;1969;7;2017
9190;Harald;Nützel;1976;9;2017
9191;Carsten Jens;Nyga;1966;12;2017
9192;Lennart;Obenauer;1994;9;2017
9193;Lena;Oberbäumer;1979;9;2017
9194;Petra;Oberhäuser;1970;7;2017
9195;Andreas Martin;Oberheim;1983;24;2017
9196;Julia Stephanie;Obermeier;1984;7;2017
9197;Sinisa;Obradovic;1974;3;2017
9198;Andreas;Ochotzki;1965;14;2017
9199;Regina Gisela;Ochotzki;1973;14;2017
9200;Ralf;Ochsenfahrt;1963;8;2017
9201;André;Oehler;1972;6;2017
9202;Bernhard Ulrich;Oehme;1960;3;2017
9203;Wilfried;Oellers;1975;1;2017
9204;Beate;Oertel;1957;4;2017
9205;Frank;Oettler;1966;18;2017
9206;Robert;von Olberg;1988;2;2017
9207;Uwe;Olschenka;1957;13;2017
9208;Sabine;Onayli;1964;15;2017
9209;Merve Gizem;Öner;1992;18;2017
9210;Holger;Dr. Onken;1971;5;2017
9211;Maximilian;Oppelt;1986;1;2017
9212;Thomas;Oppermann;1954;2;2017
9213;Simone;Oppermann;1966;10;2017
9214;Temel;Orkunoglu;1952;18;2017
9215;Joachim;Orth;1955;8;2017
9216;Regina;Orth;1954;18;2017
9217;Josephine Loulou;Ortleb;1986;2;2017
9218;Andreas;Osowski;1993;9;2017
9219;Stephan;Ossenkopp;1969;23;2017
9220;Florian;Oßner;1980;7;2017
9221;Dieter;Ossowski;1958;9;2017
9222;Friedrich;Ostendorff;1953;6;2017
9223;Josef;Oster;1971;1;2017
9224;Hartmut;Oster;1964;6;2017
9225;Wilfried Karl;Osterkamp-Andresen;1952;6;2017
9226;Ilona Hilda;Osterkamp-Weber;1976;6;2017
9227;Michael;Österle;1980;11;2017
9228;Claas Donat;Osterloh;1998;8;2017
9229;Michael;Osterloh;1971;8;2017
9230;Tim;Dr. Ostermann;1979;1;2017
9231;Thomas;Ostheim;1979;244;2017
9232;Rupert;Ostrowski;1958;3;2017
9233;Stev;Ötinger;1976;4;2017
9234;Florian Philipp;Ott;1988;4;2017
9235;Sigrid;Ott;1961;15;2017
9236;Henning;Otte;1968;1;2017
9237;Gerold Joachim;Otten;1955;3;2017
9238;Andreas;Otterbein;1968;7;2017
9239;Andreas;Otti;1968;3;2017
9240;Ralf;Otto;1957;244;2017
9241;Birgit;Otto;1957;1;2017
9242;Markus;Overdiek;1993;308;2017
9243;Cem;Özdemir;1965;6;2017
9244;Mahmut;Özdemir;1987;2;2017
9245;Tevfik;Özkan;1988;2;2017
9246;Aslan;Özkan;1980;8;2017
9247;Aydan Saliha;Özo_uz;1967;2;2017
9248;Gülay;Öztoprak;1953;18;2017
9249;Tobias;Paetz;1987;2;2017
9250;Lasse;Paetz;1989;244;2017
9251;Armin Lienhard;Dr. Pagel;1947;8;2017
9252;Ingrid;Pahlmann;1957;1;2017
9253;Claudia Simone;Paliwoda;1961;21;2017
9254;Holger Dirk;Pangritz;1968;14;2017
9255;Ewald;Pankratz;1956;245;2017
9256;Anna-Tina;Dr. Pannes;1982;4;2017
9257;Ingrid;Pannhorst;1955;13;2017
9258;Sylvia;Pantel;1961;1;2017
9259;Roland Christoph;Panter;1973;6;2017
9260;Ilias;Dr. Papadopulos;1954;23;2017
9261;Christian;Pape;1974;309;2017
9262;Claudia;Papst-Dippel;1963;3;2017
9263;Karl-Heinz;Prof. Dr. Paqué;1956;4;2017
9264;Kurt;Partes;1953;245;2017
9265;Markus Alfred Josef;Paschke;1963;2;2017
9266;Manuel;Paschke;1992;5;2017
9267;Frank;Pasemann;1960;3;2017
9268;Udo;Pastörs;1952;11;2017
9269;Martin Maria Otto Felix;Patzelt;1947;1;2017
9270;Martin;Dr. Pätzold;1984;1;2017
9271;Rudolf Gerhard Hans;Patzwaldt;1952;16;2017
9272;Petra;Pau;1963;5;2017
9273;Helmut Peter Heinz;Paul;1947;8;2017
9274;Heinz;Paul;1964;244;2017
9275;Sebastian;Paul;1980;9;2017
9276;Kirsten;Paul;1972;17;2017
9277;Andreas Michael;Paul;1978;3;2017
9278;Karl-Heinz;Pauli;1953;18;2017
9279;David Andreas;Paulig;1993;14;2017
9280;Jan;Pauls;1984;2;2017
9281;Hans-Joachim;Paulsen;1958;18;2017
9282;Jutta;Paulus;1967;6;2017
9283;Michèl;Pauly;1985;5;2017
9284;Siegfried;Pauly;1974;11;2017
9285;Rose-Felicitas;Pauly;1938;4;2017
9286;Elisabeth (Lisa);Paus;1968;6;2017
9287;Dennis;Paustian-Döscher;1980;6;2017
9288;Peter;Pawlak;1944;245;2017
9289;Natalie;Pawlik;1992;2;2017
9290;Georg;Pazderski;1951;3;2017
9291;Mario;Pecher;1962;2;2017
9292;Deniz;Pektas;1968;18;2017
9293;Sören;Pellmann;1977;5;2017
9294;Johannes;Pelzel;1947;244;2017
9295;Kevin;Pengel;1991;9;2017
9296;Katharina Andrea;Penkert;1987;5;2017
9297;Conrad-Lüder Joachim;von Pentz;1948;18;2017
9298;Dorit Emmy Beate;von Pentz;1950;310;2017
9299;Dorit Emmy Beate;von Pentz;1950;18;2017
9300;Gabriele;Perera;1962;14;2017
9301;Victor Angelo;Perli;1982;5;2017
9302;Peter Alexander;Pernsteiner;1959;4;2017
9303;Franz;Pesch;1961;3;2017
9304;Sandra;Peschke;1977;5;2017
9305;Norbert Alois Sebastian;Peter;1965;13;2017
9306;David Norbert;Petereit;1981;11;2017
9307;Iris;Peterek;1958;8;2017
9308;Tobias Matthias;Peterka;1982;3;2017
9309;Manuela;Peters;1957;244;2017
9310;Katrin;Petersen;1987;2;2017
9311;Thies;Petersen;1980;2;2017
9312;Jens Karl;Petersen;1976;9;2017
9313;Jörg;Petrulat;1966;13;2017
9314;Frauke;Dr. Petry;1975;3;2017
9315;Christian;Petry;1965;2;2017
9316;Manfred;Petry;1953;8;2017
9317;Harald Alfred;Petzold;1962;5;2017
9318;Peter Paul;Petzold;1979;9;2017
9319;Pascale;Peukert;1962;1;2017
9320;Timo Elias;Pfarr;1994;6;2017
9321;Thomas;Pfeffer;1989;16;2017
9322;Bert;Pfeiffer;1976;9;2017
9323;Joachim;Dr. Pfeiffer;1967;1;2017
9324;Barbara;Pfeuffer;1964;6;2017
9325;Karl-Heinz;Pfirrmann;1945;11;2017
9326;Gerhard;Pfisterer;1948;18;2017
9327;Tobias;Pflüger;1965;5;2017
9328;Jeannine;Pflugradt;1973;2;2017
9329;Roderik;Pfreundschuh;1975;3;2017
9330;Udo Jürgen;Philipp;1964;6;2017
9331;Andreas Milan Gerhard;Dr. Philippi;1965;2;2017
9332;Marc;Dr. Piazolo;1963;6;2017
9333;Rolf-Jürgen Heino;Picker;1953;7;2017
9334;René;Pickhardt;1985;12;2017
9335;Jochen;Piehl;1973;13;2017
9336;Katrin;Piepho;1976;4;2017
9337;Oliver;Piepho;1974;4;2017
9338;Adrian;Piesch;1994;245;2017
9339;Ralf-Rainer;Dr. Piesold;1958;4;2017
9340;Rolf;Pilarski;1955;4;2017
9341;Kadriye;Pile;1972;2;2017
9342;Detlev;Pilger;1955;2;2017
9343;Stephan;Pilsinger;1987;7;2017
9344;Lars;Pinnecker;1995;9;2017
9345;Richard;Pitterle;1959;5;2017
9346;Claus;Plantiko;1938;41;2017
9347;Jana;Planz;1982;2;2017
9348;Daniel;Plaßmann;1975;15;2017
9349;Veronique;Plistermann;1980;9;2017
9350;Alexander;Dr. Plitsch;1984;15;2017
9351;Gerd;Plorin;1949;3;2017
9352;Christoph Johannes;Dr. Ploß;1985;1;2017
9353;Lothar;Podewilt;1957;13;2017
9354;Paul Viktor;Podolay;1946;3;2017
9355;Jürgen;Pohl;1964;3;2017
9356;Holger;Pohl;1968;11;2017
9357;Benjamin;Pohl;1991;244;2017
9358;Günter;Pohl;1965;21;2017
9359;Marc-Oliver;Pohle;1988;10;2017
9360;Christian;Pohlmann;1982;4;2017
9361;Franz;Pohlmann;1956;13;2017
9362;Ulrike;Pohlmann;1959;13;2017
9363;David;Polak;1986;15;2017
9364;Filiz;Polat;1978;6;2017
9365;Elvan;Polat;1982;2;2017
9366;Thoralf;Polet;1970;9;2017
9367;Martin;Polivka;1962;311;2017
9368;Moritz Johann Martin;Dr. Pöllath;1982;4;2017
9369;Eckhard;Pols;1962;1;2017
9370;Benedikt Manfred;Polzer;1982;9;2017
9371;Anett;Polzin;1965;15;2017
9372;Ralf;Poppe;1958;6;2017
9373;Benjamin;Porth;1984;244;2017
9374;Benno;Pörtner;1952;5;2017
9375;Sabine;Poschmann;1968;2;2017
9376;Achim;Post;1959;2;2017
9377;Florian;Post;1981;2;2017
9378;Moritz Günter Lorenz;Post;1991;9;2017
9379;Achim;Postert;1958;3;2017
9380;Gerhard;Posywio;1958;12;2017
9381;Harald Fritz;Dr. Potempa;1963;2;2017
9382;Michael;Potthast;1964;8;2017
9383;Daniel;Poznanski;1971;4;2017
9384;Christian;Dr. Prachar;1983;9;2017
9385;Robert;Prado Diaz;1958;16;2017
9386;Bianca;Praetorius;1984;15;2017
9387;Reinhard;Prange;1947;5;2017
9388;Fabian;Prante;1985;24;2017
9389;Rüdiger;Prof. Dr. Prasse;1960;9;2017
9390;Thomas;Prauße;1960;244;2017
9391;Eiko;Precht;1968;4;2017
9392;Alexander;Preis;1996;19;2017
9393;Jürgen Peter;Preisinger;1962;14;2017
9394;Susanne Michaela;Preisinger;1962;14;2017
9395;Michael;Prensky;1959;16;2017
9396;Dirk;Presch;1959;2;2017
9397;Julian;Prescher;1990;9;2017
9398;André;Dr. Presse;1974;244;2017
9399;Carsten Joachim;Preuß;1962;5;2017
9400;Jürgen;Preuß;1963;2;2017
9401;Claus-Dieter;Preuß;1956;9;2017
9402;Ralf;Preuß;1965;13;2017
9403;Regina;Preysing;1965;5;2017
9404;David;Primus;1990;16;2017
9405;Christopher;Prinz;1993;2;2017
9406;Jan;Prinz;1966;18;2017
9407;Julia-Fatima;Probst;1981;15;2017
9408;Mark Michael;Proch;1965;11;2017
9409;Richard;Progl;1979;16;2017
9410;Florian;Pronold;1972;2;2017
9411;Stephan;Protschka;1977;3;2017
9412;Reinhard;Prüllage;1953;6;2017
9413;Monika;Prüßner-Claus;1961;8;2017
9414;Benjamin Joseph;Przybylla;1980;3;2017
9415;Simon;Pschorr;1992;5;2017
9416;Andreas Kurt;Ptschyody;1959;10;2017
9417;Stefan;Pudritzki;1966;244;2017
9418;Manuela;Punke;1970;14;2017
9419;Karin;Puppel;1955;312;2017
9420;Jessica;Purkhardt;1980;6;2017
9421;Klaus Georg;Dr. Purucker;1968;8;2017
9422;Jürgen Georg;Purzner;1963;12;2017
9423;Reinhard;Püschel;1951;21;2017
9424;Susanne;Puvogel;1964;2;2017
9425;Oliver Heinz Wendelin Alfons;Pyttlik;1969;9;2017
9426;Anja Magdalena;Quast;1971;2;2017
9427;Andreas;Quendt;1972;13;2017
9428;Fabian Joachim;Raab;1986;4;2017
9429;Sascha Markus;Dr. Raabe;1968;2;2017
9430;Christoph;Raabs;1972;13;2017
9431;Simone;Dr. Raatz;1962;2;2017
9432;Martin Hermann;Rabanus;1971;2;2017
9433;Johanna Helena;Rabeda;1979;9;2017
9434;Thomas;Rachel;1962;1;2017
9435;Thomas;Rackow;1977;244;2017
9436;Janos;Raddatz;1975;9;2017
9437;Günter Claus;Dr. Räder;1959;6;2017
9438;Kerstin;Radomski;1974;1;2017
9439;Marius;Dr. Radtke;1952;3;2017
9440;Alexander Gamal;Radwan;1964;7;2017
9441;Thomas;Rahner;1960;6;2017
9442;Alois Georg Josef;Rainer;1965;7;2017
9443;Klaus Albert Wilhelm;Räker;1964;9;2017
9444;Christian (Maria von Bolla);Rall;1978;9;2017
9445;Thomas;Rambach;1989;9;2017
9446;Sarah;Rambatz;1993;5;2017
9447;Walter Michael;Rammler;1956;6;2017
9448;Peter;Dr. Ramsauer;1954;7;2017
9449;Tino;Ranacher;1993;9;2017
9450;Robert;Dr. Rankl;1963;3;2017
9451;Regina;Rapp;1982;2;2017
9452;Peter;Rapps;1949;233;2017
9453;Pierrot;Raschdorff;1981;15;2017
9454;Severin;Rascopp;1977;313;2017
9455;Franz Michael Maria;Rasenberger;1962;9;2017
9456;Vaniessa;Rashid;1991;6;2017
9457;Markus;Rasp;1969;6;2017
9458;Richard;Rath;1985;244;2017
9459;Christina;Rauch;1981;1;2017
9460;Stephan;Rauhut;1972;5;2017
9461;Stephan;Rauhut;1974;1;2017
9462;Ralph;Raule;1966;15;2017
9463;Detlef Adolf;Rausch;1967;244;2017
9464;Christof;Rausch;1965;3;2017
9465;Erardo;Prof. Dr. Rautenberg;1953;2;2017
9466;Sebastian;Rave;1982;5;2017
9467;Mechthild;Rawert;1957;2;2017
9468;Stefan;Rebmann;1962;2;2017
9469;Manfred;Reccius;1962;8;2017
9470;Reinhold;Dr. Reck;1958;13;2017
9471;Stefan;Reckin;1970;9;2017
9472;Klaus-Dieter;Reder;1970;1;2017
9473;Sara;Redolfi;1986;15;2017
9474;Steffen;Regis;1989;6;2017
9475;Stefan;Reh;1966;41;2017
9476;Eckhardt Harald;Rehberg;1954;1;2017
9477;Marianne;Rehda;1960;2;2017
9478;Chris;Rehhagen;1992;4;2017
9479;Sebastian;Rehne;1974;4;2017
9480;Alexander;Reich;1988;4;2017
9481;Philipp;Reichardt;1988;9;2017
9482;Ulli;Reichardt;1989;6;2017
9483;Martin;Reichardt;1969;3;2017
9484;Uwe;Reiche;1961;8;2017
9485;Markus;Dr. Reichel;1968;1;2017
9486;Karin;Reichel;1966;10;2017
9487;Ricardo;Reichenbach;1991;17;2017
9488;Andreas;Reichert;1959;244;2017
9489;Sven;Reichert;1989;10;2017
9490;Konrad;Reichert;1957;4;2017
9491;Heidi;Reichinnek;1988;5;2017
9492;Steffen;Prof. Dr. Reichmann;1964;3;2017
9493;Guido Thorsten;Reil;1970;3;2017
9494;Carola;Dr. Reimann;1967;2;2017
9495;Valentine;Dr. Reimer;1971;244;2017
9496;Claudia;Reimer;1967;21;2017
9497;Eike;Reimers;1994;3;2017
9498;Ute;Reimers-Bruns;1962;2;2017
9499;Anja;Reinalter;1970;6;2017
9500;Siegfried;Dr. Reinecke;1956;9;2017
9501;Andreas Franz Achim;Reinhard;1966;12;2017
9502;Michaela;Reinhard;1974;13;2017
9503;Florian Timo;Reinhart;1991;13;2017
9504;Hagen;Reinhold;1978;4;2017
9505;Stephanie;Reinhold;1975;6;2017
9506;Kristian;Dr. Reinhold;1958;4;2017
9507;Christian;Reinke;1973;2;2017
9508;Gernot;Dr. Reipen;1953;12;2017
9509;Steffen;Reisbach;1967;8;2017
9510;Regina Ulrike;Reiser;1980;14;2017
9511;Otto Wilhelm Paul;Reiß;1987;244;2017
9512;Manfred Bernhard;Reithmayer;1954;10;2017
9513;Alexander;Relea-Linder;1993;5;2017
9514;Stefanie;Remlinger;1970;6;2017
9515;Ingrid;Remmers;1965;5;2017
9516;Ellen;Renne;1969;314;2017
9517;Martin Erwin;Renner;1954;3;2017
9518;Martina;Renner;1967;5;2017
9519;Tim;Renner;1964;2;2017
9520;Wolfgang Jürgen;Renner;1958;6;2017
9521;Rita;Renner;1958;18;2017
9522;Jürgen;Repschläger;1961;5;2017
9523;Horst;Reschke;1951;3;2017
9524;Werner;Ressdorf;1954;225;2017
9525;Philipp;Rethberg;1986;11;2017
9526;Christian;Rettenbeck;1965;9;2017
9527;Julia Marte;Retzlaff;1978;2;2017
9528;Steffen;Retzlaff;1981;9;2017
9529;Roman Johannes;Reusch;1954;3;2017
9530;Edgar;Reusch;1954;21;2017
9531;Jürgen Fritz;Reuß;1965;13;2017
9532;Martina;Reuter;1961;4;2017
9533;Andreas Michael;Reuter;1971;3;2017
9534;Ingrid;Reuter;1957;6;2017
9535;Bernd;Reuther;1971;4;2017
9536;Mahdi;Rezai;1953;18;2017
9537;Rolf Friedrich;von Rhein;1950;3;2017
9538;Seyed Hamidreza;Riazi-Nejad;1959;18;2017
9539;Tassilo;Richter;1983;4;2017
9540;Volkmar;Prof. Dr. Richter;1946;4;2017
9541;Peter Rüdiger;Richter;1985;11;2017
9542;Volker;Richter;1964;3;2017
9543;Merle;Richter;1991;10;2017
9544;Jens;Richter;1968;14;2017
9545;Ursula Ottilie;Richter;1939;21;2017
9546;Bernhard;Richter;1943;13;2017
9547;Andreas Lutz;Richter;1961;315;2017
9548;Heiko;Richter;1961;316;2017
9549;Daniela;Dr. De Ridder;1962;2;2017
9550;Lothar;Riebsamen;1957;1;2017
9551;Klaus-Dieter;Riedelsdorf;1966;3;2017
9552;Albert;Riedelsheimer;1966;6;2017
9553;Nico;Riedemann;1990;13;2017
9554;Kurt;Rieder;1960;13;2017
9555;Irmgard;Riedle;1956;14;2017
9556;Josef;Rief;1960;1;2017
9557;Ricarda;Riefling;1983;11;2017
9558;Thorsten Alexander;Rieger;1973;12;2017
9559;Renatus;Dr. Rieger;1958;3;2017
9560;Franziska;Riekewald;1980;5;2017
9561;Bettina;Riemenschneider-Wickert;1961;2;2017
9562;Josef Heinrich;Riepe;1956;5;2017
9563;Jürgen;Dr. Ries;1969;8;2017
9564;Ruth Ingeborg;Rieß;1956;21;2017
9565;Eckehart;Rieth;1952;317;2017
9566;Bernd;Riexinger;1955;5;2017
9567;Andreas;Rimkus;1962;2;2017
9568;Markus Benjamin;Ringe;1981;1;2017
9569;Petra;Ringelmann;1971;16;2017
9570;Frank;Ringelstein;1960;14;2017
9571;Stefan;Ringer;1956;2;2017
9572;Helmut;Ringger;1955;238;2017
9573;Karl Heinz;Ringlstetter;1962;5;2017
9574;Roberto Gottfried;Rink;1959;318;2017
9575;Joachim;Dr. Rinke;1956;4;2017
9576;Daniel;Rinkert;1987;2;2017
9577;Ulrich;Rippert;1951;27;2017
9578;Iris;Ripsam;1959;1;2017
9579;Johannes Frederik Helmut;Risch;1990;9;2017
9580;Sarah-Ines;Rißmann;1984;18;2017
9581;Rudolf Felix;Ristl;1962;12;2017
9582;Claus;Ritter;1968;9;2017
9583;Otto;Ritter;1959;319;2017
9584;Axel;Dr. Ritter;1964;12;2017
9585;Sönke;Rix;1975;2;2017
9586;Wolf Dieter;Rochlitz;1947;18;2017
9587;Simon;Rock;1988;6;2017
9588;André;Röcklebe;1973;9;2017
9589;Petra;Rode-Bosse;1959;2;2017
9590;Meike;Roden;1991;6;2017
9591;Eric;Roder;1983;244;2017
9592;Michael Klaus;Dr. Röder;1966;13;2017
9593;Paul;Rodermund;1989;21;2017
9594;Tom;Rodig;1988;9;2017
9595;Elke Christina;Roeder;1966;2;2017
9596;Frank;Roeder;1973;320;2017
9597;Andreas Kurt;Roensch;1977;9;2017
9598;Joachim Gerhard;Roesler;1968;15;2017
9599;Roman-Francesco;Rogat;1989;4;2017
9600;Martha Hannelore;Rogge;1944;8;2017
9601;Regina;Rogowski;1954;22;2017
9602;Dennis;Rohde;1986;2;2017
9603;Jens;Rohde;1992;8;2017
9604;Claas Heinrich Remmert;Rohmeyer;1971;1;2017
9605;Jens Martin;Prof. Dr. Rohrbach;1955;321;2017
9606;Lutz;Rohrbeck;1988;4;2017
9607;Jochen;Rohrberg;1959;3;2017
9608;Wolfgang;Röhrig;1961;244;2017
9609;Gernod;Dr. Röken;1951;5;2017
9610;Aileen;Rokohl;1988;11;2017
9611;Andreas;Roling;1969;13;2017
9612;Evelyn Susann;Rolle;1979;1;2017
9613;Sebastian;Roloff;1983;2;2017
9614;Ernst-Peter;Romczykowski;1956;41;2017
9615;Monika;Romczykowski;1954;41;2017
9616;Andrea;Romczykowski;1991;41;2017
9617;Johann-Albrecht;Rommel;1953;18;2017
9618;Peter;Römmele;1977;18;2017
9619;Christian Nikolaus Paul;Ronge;1955;8;2017
9620;Mandy;Rönkendorf;1977;14;2017
9621;Stefanie;Dr. Rönnau;1970;1;2017
9622;Karlo Willi;Ronstadt;1941;11;2017
9623;Timo;Röntsch;1982;8;2017
9624;Johannes August;Röring;1959;1;2017
9625;Christoph;Rösch;1992;2;2017
9626;Wolfgang Hans Hermann;Rose;1947;2;2017
9627;Monika;Rose;1974;14;2017
9628;Claudia;Röse;1972;244;2017
9629;Yvonne;Rösel;1967;6;2017
9630;Kathrin;Rösel;1970;1;2017
9631;Martin;Dr. Rosemann;1976;2;2017
9632;Martin;Rosenacker;1989;322;2017
9633;Peter Paul;Rosenbaum;1950;67;2017
9634;Gerd-Rolf;Rosenberger;1951;21;2017
9635;Rudolf;Rosenthal;1937;11;2017
9636;Johannes;Rösner;1968;9;2017
9637;René;Röspel;1964;2;2017
9638;Annette;Rößler;1967;13;2017
9639;Ernst Dieter;Dr. Rossmann;1951;2;2017
9640;Sascha Alfred;Roßmüller;1972;11;2017
9641;Tabea;Rößner;1966;6;2017
9642;Martin;Rost;1975;9;2017
9643;Frank;Rostek;1966;1;2017
9644;Clemens;Rostock;1984;6;2017
9645;Claudia Benedikta;Roth;1955;6;2017
9646;Michael;Roth;1970;2;2017
9647;Michael;Roth;1978;10;2017
9648;Hans;Roth;1955;18;2017
9649;Astrid;Rothe-Beinlich;1973;6;2017
9650;Karin Annemarie;Rother;1960;10;2017
9651;Martin;Rothweiler;1978;3;2017
9652;Ingo;Rotkowsky;1982;244;2017
9653;Toni;Rotter;1988;12;2017
9654;Heiko;Rotter;1970;9;2017
9655;Dana Maria;Rotter;1986;12;2017
9656;Norbert;Dr. Röttgen;1965;1;2017
9657;Simon;Rottloff;1977;2;2017
9658;Manuela;Dr. Rottmann;1972;6;2017
9659;Stefan;Rouenhoff;1978;1;2017
9660;Athanasia;Rousiamani-Goldthau;1975;4;2017
9661;Denny Wolfgang;von Roux;1987;9;2017
9662;Jochen;Rube;1984;4;2017
9663;Hans Dieter;Dr. h. c. Ruby;1942;8;2017
9664;Gabriel;Rücker;1993;5;2017
9665;Johannes Matthias;Rücker;1947;18;2017
9666;Markus;Rückert;1964;18;2017
9667;Erwin;Rüddel;1955;1;2017
9668;Olesja;Rudi;1980;1;2017
9669;Heike;Rudolf;1976;14;2017
9670;Frank;Rudolph;1960;1;2017
9671;Stephen Ulrich;Ruebsam;1970;2;2017
9672;Tobias;Ruff;1976;13;2017
9673;Corinna;Rüffer;1975;6;2017
9674;Peter;Rügner;1966;18;2017
9675;Wolfgang;Rühlmann;1950;22;2017
9676;Henry;Ruhnke;1978;12;2017
9677;Swana Boydine;Runge;1974;14;2017
9678;Jasmin;Runge;1993;5;2017
9679;Gunter Hermann;Prof. Dr. Runkel;1946;3;2017
9680;Johanna;Rupp;1990;9;2017
9681;Jörg;Rupp;1966;15;2017
9682;Ruben;Rupp;1990;3;2017
9683;Achim;Ruppel;1955;15;2017
9684;Stefan;Dr. Ruppert;1971;4;2017
9685;Jan;Ruppert;1965;245;2017
9686;Johannes Georg Maria;Rupprecht;1952;18;2017
9687;Albert;Rupprecht;1968;7;2017
9688;Hanna Susanna Agnes;Russo;1958;15;2017
9689;Mathias;Rust;1966;9;2017
9690;Christine;Rustler;1977;14;2017
9691;Claudia;Ruthner;1965;323;2017
9692;Susann;Rüthrich;1977;2;2017
9693;Bert;Rutkowsky;1970;10;2017
9694;Barbara Waltraud Irmgard;Rütting;1927;14;2017
9695;Marco Patrick;Rützel;1972;4;2017
9696;Bernd;Rützel;1968;2;2017
9697;Arif;Rüzgar;1974;5;2017
9698;Sarah Janina;Ryglewski;1983;2;2017
9699;Johanna;Saary;1990;6;2017
9700;Johann;Saathoff;1967;2;2017
9701;Stefan;Sacharjew;1981;9;2017
9702;Michael;Sacher;1964;6;2017
9703;Jörg;Sachs;1966;15;2017
9704;Thomas;Sachse;1985;9;2017
9705;Stefan;Sachse;1980;9;2017
9706;Frank Norbert;Sachse;1958;245;2017
9707;Sabine;Sackreuther;1949;4;2017
9708;Daniela;Saiko;1974;8;2017
9709;Tobias;Salin;1990;21;2017
9710;Marieluise Charlotte;Salm;1958;12;2017
9711;Lena Barbara;Salomon;1979;18;2017
9712;Niels Peter;Salveter;1967;324;2017
9713;Franz;Salzberger;1952;11;2017
9714;Anton;Salzbrunn;1953;5;2017
9715;Thorben;Sämann;1993;6;2017
9716;Hans-Jürgen;Sander;1945;15;2017
9717;Bernhard;Sander;1955;5;2017
9718;Claudia;Sanders;1966;4;2017
9719;Bernd;Sandner;1972;9;2017
9720;Serpil;Sarikaya;1968;2;2017
9721;Manuel Ferdinand Theodor;Sarrazin;1982;6;2017
9722;Moritz Emanuel Ernst;Sartorius;1991;4;2017
9723;Helmut;Saß;1958;11;2017
9724;Jana;Sasse;1994;6;2017
9725;Manfred;Saße;1956;21;2017
9726;Christoph;Saßen;1978;5;2017
9727;Ulrike;Sattel;1959;8;2017
9728;Thomas;Sattelberger;1949;4;2017
9729;Georg;Sattler;1964;2;2017
9730;Hans Udo;Sattler;1959;325;2017
9731;Stefan;Sauer;1966;1;2017
9732;Michael;Sauer;1964;7;2017
9733;Nadine;Saul;1976;19;2017
9734;Christian;Sauter;1980;4;2017
9735;Matthias;Sauter;1958;18;2017
9736;Annette;Sawade;1953;2;2017
9737;Andreas;Schaake;1981;2;2017
9738;Enrico;Schaarschmidt;1979;4;2017
9739;Hans Joachim;Dr. Schabedoth;1952;2;2017
9740;Rudolf;Schabl;1959;8;2017
9741;Michael;Schabl;1982;13;2017
9742;Thore;Schäck;1985;4;2017
9743;Sabine;Schad;1985;14;2017
9744;Max;Schad;1983;1;2017
9745;Ursula;Schade;1947;22;2017
9746;Peter Viktor;Schädel;1950;13;2017
9747;Marc-Oliver;Schädel;1984;9;2017
9748;Harry Herwig;Schaefer;1945;244;2017
