vorname;nachname;geburtsjahr;Partei;wahlkreis_id;bundesland;listenplatz;Titel;Namenszusatz;Wohnort;Beruf;jahr
Andreas Martin;Oberheim;1983;Die Humanisten;-1;Nordrhein-Westfalen;10;;;;;2017
Julia Stephanie;Obermeier;1984;CSU;-1;Bayern;32;;;;;2017
Sinisa;Obradovic;1974;AfD;-1;Hessen;16;;;;;2017
Andreas;Ochotzki;1965;V-Partei³;-1;Bremen;7;;;;;2017
Regina Gisela;Ochotzki;1973;V-Partei³;-1;Bremen;6;;;;;2017
Ralf;Ochsenfahrt;1963;FREIE WÄHLER;136;-1;-1;;;;;2017
André;Oehler;1972;GRÜNE;163;Sachsen;10;;;;;2017
Bernhard Ulrich;Oehme;1960;AfD;163;Sachsen;7;;;;;2017
Wilfried;Oellers;1975;CDU;89;Nordrhein-Westfalen;53;;;;;2017
Beate;Oertel;1957;FDP;145;Nordrhein-Westfalen;43;;;;;2017
Frank;Oettler;1966;MLPD;68;Sachsen-Anhalt;2;;;;;2017
Robert;von Olberg;1988;SPD;129;Nordrhein-Westfalen;33;;;;;2017
Uwe;Olschenka;1957;ÖDP;264;Baden-Württemberg;14;;;;;2017
Sabine;Onayli;1964;DiB;-1;Baden-Württemberg;5;;;;;2017
Merve Gizem;Öner;1992;MLPD;-1;Niedersachsen;3;;;;;2017
Holger;Dr. Onken;1971;DIE LINKE;26;-1;-1;;;;;2017
Mehmet;Önümlü;1994;AD-DEMOKRATEN;-1;Nordrhein-Westfalen;12;;;;;2017
Maximilian;Oppelt;1986;CDU;41;Niedersachsen;29;;;;;2017
Thomas;Oppermann;1954;SPD;53;Niedersachsen;1;;;;;2017
Simone;Oppermann;1966;Tierschutzpartei;-1;Niedersachsen;3;;;;;2017
Temel;Orkunoglu;1952;MLPD;-1;Hessen;11;;;;;2017
Joachim;Orth;1955;FREIE WÄHLER;100;Nordrhein-Westfalen;2;;;;;2017
Regina;Orth;1954;MLPD;-1;Hessen;8;;;;;2017
Josephine Loulou;Ortleb;1986;SPD;296;Saarland;2;;;;;2017
Andreas;Osowski;1993;Die PARTEI;-1;Berlin;37;;;;;2017
Stephan;Ossenkopp;1969;BüSo;79;Berlin;4;;;;;2017
Florian;Oßner;1980;CSU;228;-1;-1;;;;;2017
Dieter;Ossowski;1958;Die PARTEI;-1;Berlin;34;;;;;2017
Friedrich;Ostendorff;1953;GRÜNE;127;Nordrhein-Westfalen;12;;;;;2017
Josef;Oster;1971;CDU;199;Rheinland-Pfalz;14;;;;;2017
Hartmut;Oster;1964;GRÜNE;137;-1;-1;;;;;2017
Wilfried Karl;Osterkamp-Andresen;1952;GRÜNE;-1;Schleswig-Holstein;10;;;;;2017
Ilona Hilda;Osterkamp-Weber;1976;GRÜNE;-1;Bremen;3;;;;;2017
Michael;Österle;1980;NPD;-1;Baden-Württemberg;7;;;;;2017
Claas Donat;Osterloh;1998;FREIE WÄHLER;41;Niedersachsen;7;;;;;2017
Michael;Osterloh;1971;FREIE WÄHLER;32;-1;-1;;;;;2017
Tim;Dr. Ostermann;1979;CDU;133;Nordrhein-Westfalen;16;;;;;2017
Thomas;Ostheim;1979;BGE;-1;Baden-Württemberg;13;;;;;2017
Rupert;Ostrowski;1958;AfD;45;-1;-1;;;;;2017
Stev;Ötinger;1976;FDP;12;Mecklenburg-Vorpommern;5;;;;;2017
Florian Philipp;Ott;1988;FDP;114;Nordrhein-Westfalen;31;;;;;2017
Sigrid;Ott;1961;DiB;-1;Baden-Württemberg;1;;;;;2017
Henning;Otte;1968;CDU;44;Niedersachsen;11;;;;;2017
Gerold Joachim;Otten;1955;AfD;221;Bayern;8;;;;;2017
Andreas;Otterbein;1968;CSU;-1;Bayern;67;;;;;2017
Andreas;Otti;1968;AfD;78;-1;-1;;;;;2017
Ralf;Otto;1957;BGE;-1;Bayern;11;;;;;2017
Birgit;Otto;1957;CDU;-1;Hessen;25;;;;;2017
Markus;Overdiek;1993;EB: Overdiek;129;-1;-1;;;;;2017
Cem;Özdemir;1965;GRÜNE;258;Baden-Württemberg;2;;;;;2017
Mahmut;Özdemir;1987;SPD;116;Nordrhein-Westfalen;63;;;;;2017
Tevfik;Özkan;1988;SPD;33;Niedersachsen;27;;;;;2017
Aslan;Özkan;1980;FREIE WÄHLER;23;-1;-1;;;;;2017
Aydan Saliha;Özo_uz;1967;SPD;22;Hamburg;1;;;;;2017
Gülay;Öztoprak;1953;MLPD;291;-1;-1;;;;;2017
Muhammet Tarik;Öztürk;1989;AD-DEMOKRATEN;-1;Nordrhein-Westfalen;14;;;;;2017
Tobias;Paetz;1987;SPD;-1;Rheinland-Pfalz;36;;;;;2017
Lasse;Paetz;1989;BGE;-1;Nordrhein-Westfalen;3;;;;;2017
Armin Lienhard;Dr. Pagel;1947;FREIE WÄHLER;15;Mecklenburg-Vorpommern;5;;;;;2017
Ingrid;Pahlmann;1957;CDU;45;Niedersachsen;13;;;;;2017
Claudia Simone;Paliwoda;1961;DKP;-1;Bremen;2;;;;;2017
Holger Dirk;Pangritz;1968;V-Partei³;-1;Niedersachsen;3;;;;;2017
Ewald;Pankratz;1956;DM;-1;Baden-Württemberg;18;;;;;2017
Anna-Tina;Dr. Pannes;1982;FDP;105;Nordrhein-Westfalen;21;;;;;2017
Ingrid;Pannhorst;1955;ÖDP;-1;Rheinland-Pfalz;20;;;;;2017
Sylvia;Pantel;1961;CDU;107;Nordrhein-Westfalen;44;;;;;2017
Roland Christoph;Panter;1973;GRÜNE;47;Niedersachsen;18;;;;;2017
Ilias;Dr. Papadopulos;1954;BüSo;157;-1;-1;;;;;2017
Christian;Pape;1974;EB: Pape;83;-1;-1;;;;;2017
Claudia;Papst-Dippel;1963;AfD;-1;Hessen;17;;;;;2017
Karl-Heinz;Prof. Dr. Paqué;1956;FDP;69;-1;-1;;;;;2017
Kurt;Partes;1953;DM;-1;Thüringen;5;;;;;2017
Markus Alfred Josef;Paschke;1963;SPD;25;Niedersachsen;15;;;;;2017
Manuel;Paschke;1992;DIE LINKE;28;-1;-1;;;;;2017
Frank;Pasemann;1960;AfD;69;Sachsen-Anhalt;2;;;;;2017
Udo;Pastörs;1952;NPD;15;Mecklenburg-Vorpommern;1;;;;;2017
Martin Maria Otto Felix;Patzelt;1947;CDU;63;Brandenburg;10;;;;;2017
Martin;Dr. Pätzold;1984;CDU;86;Berlin;7;;;;;2017
Rudolf Gerhard Hans;Patzwaldt;1952;BP;-1;Bayern;26;;;;;2017
Petra;Pau;1963;DIE LINKE;85;Berlin;1;;;;;2017
Helmut Peter Heinz;Paul;1947;FREIE WÄHLER;168;Hessen;13;;;;;2017
Heinz;Paul;1964;BGE;-1;Mecklenburg-Vorpommern;3;;;;;2017
Sebastian;Paul;1980;Die PARTEI;-1;Nordrhein-Westfalen;6;;;;;2017
Kirsten;Paul;1972;Tierschutzallianz;-1;Sachsen-Anhalt;2;;;;;2017
Andreas Michael;Paul;1978;AfD;27;-1;-1;;;;;2017
Karl-Heinz;Pauli;1953;MLPD;294;Baden-Württemberg;25;;;;;2017
David Andreas;Paulig;1993;V-Partei³;-1;Niedersachsen;15;;;;;2017
Jan;Pauls;1984;SPD;202;Rheinland-Pfalz;14;;;;;2017
Hans-Joachim;Paulsen;1958;MLPD;-1;Schleswig-Holstein;6;;;;;2017
Jutta;Paulus;1967;GRÜNE;-1;Rheinland-Pfalz;9;;;;;2017
Michèl;Pauly;1985;DIE LINKE;37;Niedersachsen;6;;;;;2017
Siegfried;Pauly;1974;NPD;-1;Baden-Württemberg;5;;;;;2017
Rose-Felicitas;Pauly;1938;FDP;-1;Hamburg;10;;;;;2017
Elisabeth (Lisa);Paus;1968;GRÜNE;80;Berlin;1;;;;;2017
Dennis;Paustian-Döscher;1980;GRÜNE;22;Hamburg;6;;;;;2017
Peter;Pawlak;1944;DM;-1;Hessen;4;;;;;2017
Natalie;Pawlik;1992;SPD;177;Hessen;14;;;;;2017
Georg;Pazderski;1951;AfD;76;-1;-1;;;;;2017
Mario;Pecher;1962;SPD;165;Sachsen;10;;;;;2017
Deniz;Pektas;1968;MLPD;-1;Hessen;2;;;;;2017
Sören;Pellmann;1977;DIE LINKE;153;-1;-1;;;;;2017
Johannes;Pelzel;1947;BGE;-1;Rheinland-Pfalz;5;;;;;2017
Kevin;Pengel;1991;Die PARTEI;-1;Brandenburg;9;;;;;2017
Katharina Andrea;Penkert;1987;DIE LINKE;202;-1;-1;;;;;2017
Conrad-Lüder Joachim;von Pentz;1948;MLPD;26;Niedersachsen;8;;;;;2017
Dorit Emmy Beate;von Pentz;1950;EB: von Pentz;24;-1;-1;;;;;2017
Dorit Emmy Beate;von Pentz;1950;MLPD;-1;Niedersachsen;6;;;;;2017
Gabriele;Perera;1962;V-Partei³;-1;Nordrhein-Westfalen;24;;;;;2017
Victor Angelo;Perli;1982;DIE LINKE;49;Niedersachsen;4;;;;;2017
Peter Alexander;Pernsteiner;1959;FDP;213;Bayern;38;;;;;2017
Franz;Pesch;1961;AfD;91;-1;-1;;;;;2017
Sandra;Peschke;1977;DIE LINKE;-1;Thüringen;9;;;;;2017
Norbert Alois Sebastian;Peter;1965;ÖDP;232;-1;-1;;;;;2017
David Norbert;Petereit;1981;NPD;17;Mecklenburg-Vorpommern;4;;;;;2017
Iris;Peterek;1958;FREIE WÄHLER;206;Rheinland-Pfalz;6;;;;;2017
Tobias Matthias;Peterka;1982;AfD;237;Bayern;11;;;;;2017
Manuela;Peters;1957;BGE;-1;Schleswig-Holstein;8;;;;;2017
Katrin;Petersen;1987;SPD;-1;Schleswig-Holstein;14;;;;;2017
Thies;Petersen;1980;SPD;-1;Schleswig-Holstein;19;;;;;2017
Jens Karl;Petersen;1976;Die PARTEI;-1;Nordrhein-Westfalen;17;;;;;2017
Jörg;Petrulat;1966;ÖDP;-1;Schleswig-Holstein;1;;;;;2017
Frauke;Dr. Petry;1975;AfD;158;Sachsen;1;;;;;2017
Christian;Petry;1965;SPD;298;Saarland;3;;;;;2017
Manfred;Petry;1953;FREIE WÄHLER;-1;Rheinland-Pfalz;21;;;;;2017
Harald Alfred;Petzold;1962;DIE LINKE;58;Brandenburg;6;;;;;2017
Peter Paul;Petzold;1979;Die PARTEI;57;-1;-1;;;;;2017
Pascale;Peukert;1962;CDU;-1;Baden-Württemberg;43;;;;;2017
Timo Elias;Pfarr;1994;GRÜNE;16;Mecklenburg-Vorpommern;6;;;;;2017
Thomas;Pfeffer;1989;BP;227;Bayern;5;;;;;2017
Bert;Pfeiffer;1976;Die PARTEI;-1;Berlin;53;;;;;2017
Joachim;Dr. Pfeiffer;1967;CDU;264;-1;-1;;;;;2017
Barbara;Pfeuffer;1964;GRÜNE;250;Bayern;48;;;;;2017
Karl-Heinz;Pfirrmann;1945;NPD;-1;Rheinland-Pfalz;3;;;;;2017
Gerhard;Pfisterer;1948;MLPD;51;-1;-1;;;;;2017
Tobias;Pflüger;1965;DIE LINKE;281;Baden-Württemberg;4;;;;;2017
Jeannine;Pflugradt;1973;SPD;17;Mecklenburg-Vorpommern;5;;;;;2017
Roderik;Pfreundschuh;1975;AfD;36;-1;-1;;;;;2017
Udo Jürgen;Philipp;1964;GRÜNE;-1;Bayern;45;;;;;2017
Andreas Milan Gerhard;Dr. Philippi;1965;SPD;-1;Niedersachsen;45;;;;;2017
Marc;Dr. Piazolo;1963;GRÜNE;299;-1;-1;;;;;2017
Rolf-Jürgen Heino;Picker;1953;CSU;-1;Bayern;74;;;;;2017
René;Pickhardt;1985;PIRATEN;205;Rheinland-Pfalz;1;;;;;2017
Jochen;Piehl;1973;ÖDP;206;Rheinland-Pfalz;11;;;;;2017
Katrin;Piepho;1976;FDP;-1;Bremen;4;;;;;2017
Oliver;Piepho;1974;FDP;-1;Bremen;8;;;;;2017
Adrian;Piesch;1994;DM;-1;Thüringen;1;;;;;2017
Ralf-Rainer;Dr. Piesold;1958;FDP;180;Hessen;21;;;;;2017
Rolf;Pilarski;1955;FDP;273;-1;-1;;;;;2017
Kadriye;Pile;1972;SPD;-1;Bremen;5;;;;;2017
Detlev;Pilger;1955;SPD;199;Rheinland-Pfalz;8;;;;;2017
Stephan;Pilsinger;1987;CSU;220;Bayern;23;;;;;2017
Lars;Pinnecker;1995;Die PARTEI;-1;Baden-Württemberg;14;;;;;2017
Richard;Pitterle;1959;DIE LINKE;260;-1;-1;;;;;2017
Claus;Plantiko;1938;Volksabstimmung;98;Nordrhein-Westfalen;2;;;;;2017
Jana;Planz;1982;SPD;-1;Hessen;32;;;;;2017
Daniel;Plaßmann;1975;DiB;-1;Berlin;7;;;;;2017
Veronique;Plistermann;1980;Die PARTEI;-1;Berlin;20;;;;;2017
Alexander;Dr. Plitsch;1984;DiB;-1;Nordrhein-Westfalen;2;;;;;2017
Gerd;Plorin;1949;AfD;112;-1;-1;;;;;2017
Christoph Johannes;Dr. Ploß;1985;CDU;21;Hamburg;4;;;;;2017
Lothar;Podewilt;1957;ÖDP;-1;Mecklenburg-Vorpommern;5;;;;;2017
Paul Viktor;Podolay;1946;AfD;242;Bayern;10;;;;;2017
Jürgen;Pohl;1964;AfD;189;Thüringen;2;;;;;2017
Holger;Pohl;1968;NPD;-1;Niedersachsen;7;;;;;2017
Benjamin;Pohl;1991;BGE;-1;Rheinland-Pfalz;2;;;;;2017
Günter;Pohl;1965;DKP;-1;Nordrhein-Westfalen;13;;;;;2017
Marc-Oliver;Pohle;1988;Tierschutzpartei;-1;Hessen;4;;;;;2017
Christian;Pohlmann;1982;FDP;91;Nordrhein-Westfalen;23;;;;;2017
Franz;Pohlmann;1956;ÖDP;-1;Nordrhein-Westfalen;14;;;;;2017
Ulrike;Pohlmann;1959;ÖDP;-1;Nordrhein-Westfalen;12;;;;;2017
David;Polak;1986;DiB;-1;Nordrhein-Westfalen;7;;;;;2017
Filiz;Polat;1978;GRÜNE;38;Niedersachsen;3;;;;;2017
Elvan;Polat;1982;SPD;-1;Hessen;40;;;;;2017
Thoralf;Polet;1970;Die PARTEI;-1;Sachsen;9;;;;;2017
Martin;Polivka;1962;EB: Polivka;188;-1;-1;;;;;2017
Moritz Johann Martin;Dr. Pöllath;1982;FDP;232;Bayern;22;;;;;2017
Eckhard;Pols;1962;CDU;37;Niedersachsen;17;;;;;2017
Benedikt Manfred;Polzer;1982;Die PARTEI;-1;Hessen;7;;;;;2017
Anett;Polzin;1965;DiB;-1;Berlin;3;;;;;2017
Ralf;Poppe;1958;GRÜNE;30;-1;-1;;;;;2017
Benjamin;Porth;1984;BGE;-1;Nordrhein-Westfalen;5;;;;;2017
Benno;Pörtner;1952;DIE LINKE;178;-1;-1;;;;;2017
Sabine;Poschmann;1968;SPD;143;Nordrhein-Westfalen;24;;;;;2017
Achim;Post;1959;SPD;134;Nordrhein-Westfalen;5;;;;;2017
Florian;Post;1981;SPD;217;Bayern;9;;;;;2017
Moritz Günter Lorenz;Post;1991;Die PARTEI;-1;Hessen;8;;;;;2017
Achim;Postert;1958;AfD;26;-1;-1;;;;;2017
Gerhard;Posywio;1958;PIRATEN;47;-1;-1;;;;;2017
Harald Fritz;Dr. Potempa;1963;SPD;-1;Brandenburg;24;;;;;2017
Michael;Potthast;1964;FREIE WÄHLER;2;-1;-1;;;;;2017
Daniel;Poznanski;1971;FDP;288;Baden-Württemberg;16;;;;;2017
Christian;Dr. Prachar;1983;Die PARTEI;53;-1;-1;;;;;2017
Robert;Prado Diaz;1958;BP;214;-1;-1;;;;;2017
Bianca;Praetorius;1984;DiB;-1;Berlin;5;;;;;2017
Reinhard;Prange;1947;DIE LINKE;147;-1;-1;;;;;2017
Fabian;Prante;1985;Die Humanisten;-1;Nordrhein-Westfalen;4;;;;;2017
Rüdiger;Prof. Dr. Prasse;1960;Die PARTEI;-1;Brandenburg;3;;;;;2017
Thomas;Prauße;1960;BGE;-1;Rheinland-Pfalz;3;;;;;2017
Eiko;Precht;1968;FDP;73;-1;-1;;;;;2017
Alexander;Preis;1996;Gesundheitsforschung;-1;Bayern;4;;;;;2017
Jürgen Peter;Preisinger;1962;V-Partei³;-1;Bayern;9;;;;;2017
Susanne Michaela;Preisinger;1962;V-Partei³;-1;Bayern;24;;;;;2017
Michael;Prensky;1959;BP;232;Bayern;27;;;;;2017
Dirk;Presch;1959;SPD;-1;Nordrhein-Westfalen;67;;;;;2017
Julian;Prescher;1990;Die PARTEI;-1;Thüringen;8;;;;;2017
André;Dr. Presse;1974;BGE;-1;Rheinland-Pfalz;1;;;;;2017
Carsten Joachim;Preuß;1962;DIE LINKE;62;Brandenburg;10;;;;;2017
Jürgen;Preuß;1963;SPD;113;Nordrhein-Westfalen;37;;;;;2017
Claus-Dieter;Preuß;1956;Die PARTEI;-1;Nordrhein-Westfalen;5;;;;;2017
Ralf;Preuß;1965;ÖDP;-1;Baden-Württemberg;23;;;;;2017
Jim;Preuß;1998;Neue Liberale;205;-1;-1;;;;;2017
Regina;Preysing;1965;DIE LINKE;167;Hessen;11;;;;;2017
David;Primus;1990;BP;-1;Bayern;9;;;;;2017
Christopher;Prinz;1993;SPD;-1;Rheinland-Pfalz;33;;;;;2017
Jan;Prinz;1966;MLPD;-1;Brandenburg;4;;;;;2017
Julia-Fatima;Probst;1981;DiB;-1;Bayern;1;;;;;2017
Mark Michael;Proch;1965;NPD;-1;Schleswig-Holstein;1;;;;;2017
Richard;Progl;1979;BP;218;Bayern;1;;;;;2017
Florian;Pronold;1972;SPD;230;Bayern;1;;;;;2017
Stephan;Protschka;1977;AfD;230;Bayern;9;;;;;2017
Reinhard;Prüllage;1953;GRÜNE;31;Niedersachsen;16;;;;;2017
Monika;Prüßner-Claus;1961;FREIE WÄHLER;135;Nordrhein-Westfalen;8;;;;;2017
Benjamin Joseph;Przybylla;1980;AfD;-1;Sachsen;18;;;;;2017
Simon;Pschorr;1992;DIE LINKE;287;-1;-1;;;;;2017
Andreas Kurt;Ptschyody;1959;Tierschutzpartei;-1;Berlin;3;;;;;2017
Stefan;Pudritzki;1966;BGE;-1;Niedersachsen;14;;;;;2017
Manuela;Punke;1970;V-Partei³;-1;Niedersachsen;2;;;;;2017
Karin;Puppel;1955;EB: Puppel;167;-1;-1;;;;;2017
Jessica;Purkhardt;1980;GRÜNE;182;Hessen;13;;;;;2017
Klaus Georg;Dr. Purucker;1968;FREIE WÄHLER;240;Bayern;4;;;;;2017
Jürgen Georg;Purzner;1963;PIRATEN;242;-1;-1;;;;;2017
Reinhard;Püschel;1951;DKP;-1;Baden-Württemberg;4;;;;;2017
Susanne;Puvogel;1964;SPD;29;Niedersachsen;28;;;;;2017
Oliver Heinz Wendelin Alfons;Pyttlik;1969;Die PARTEI;-1;Bayern;22;;;;;2017
Anja Magdalena;Quast;1971;SPD;-1;Hamburg;7;;;;;2017
Andreas;Quendt;1972;ÖDP;-1;Baden-Württemberg;21;;;;;2017
Fabian Joachim;Raab;1986;FDP;-1;Rheinland-Pfalz;32;;;;;2017
Sascha Markus;Dr. Raabe;1968;SPD;180;Hessen;3;;;;;2017
Christoph;Raabs;1972;ÖDP;238;-1;-1;;;;;2017
Simone;Dr. Raatz;1962;SPD;161;Sachsen;5;;;;;2017
Martin Hermann;Rabanus;1971;SPD;178;Hessen;7;;;;;2017
Johanna Helena;Rabeda;1979;Die PARTEI;-1;Niedersachsen;7;;;;;2017
Thomas;Rachel;1962;CDU;90;Nordrhein-Westfalen;6;;;;;2017
Thomas;Rackow;1977;BGE;-1;Niedersachsen;3;;;;;2017
Janos;Raddatz;1975;Die PARTEI;-1;Berlin;56;;;;;2017
Günter Claus;Dr. Räder;1959;GRÜNE;257;Bayern;27;;;;;2017
Kerstin;Radomski;1974;CDU;114;Nordrhein-Westfalen;29;;;;;2017
Marius;Dr. Radtke;1952;AfD;86;Berlin;8;;;;;2017
Alexander Gamal;Radwan;1964;CSU;223;-1;-1;;;;;2017
Thomas;Rahner;1960;GRÜNE;206;-1;-1;;;;;2017
Alois Georg Josef;Rainer;1965;CSU;231;-1;-1;;;;;2017
Klaus Albert Wilhelm;Räker;1964;Die PARTEI;-1;Niedersachsen;27;;;;;2017
Christian (Maria von Bolla);Rall;1978;Die PARTEI;76;Berlin;35;;;;;2017
Thomas;Rambach;1989;Die PARTEI;-1;Baden-Württemberg;15;;;;;2017
Sarah;Rambatz;1993;DIE LINKE;-1;Hamburg;5;;;;;2017
Walter Michael;Rammler;1956;GRÜNE;174;-1;-1;;;;;2017
Peter;Dr. Ramsauer;1954;CSU;225;Bayern;17;;;;;2017
Tino;Ranacher;1993;Die PARTEI;-1;Thüringen;2;;;;;2017
Robert;Dr. Rankl;1963;AfD;187;-1;-1;;;;;2017
Regina;Rapp;1982;SPD;261;Baden-Württemberg;33;;;;;2017
Peter;Rapps;1949;EB: Rapps;273;-1;-1;;;;;2017
Pierrot;Raschdorff;1981;DiB;-1;Berlin;4;;;;;2017
Severin;Rascopp;1977;EB: Rascopp;189;-1;-1;;;;;2017
Franz Michael Maria;Rasenberger;1962;Die PARTEI;-1;Niedersachsen;28;;;;;2017
Vaniessa;Rashid;1991;GRÜNE;-1;Bayern;44;;;;;2017
Markus;Rasp;1969;GRÜNE;283;Baden-Württemberg;22;;;;;2017
Richard;Rath;1985;BGE;-1;Brandenburg;2;;;;;2017
Christina;Rauch;1981;CDU;-1;Rheinland-Pfalz;29;;;;;2017
Stephan;Rauhut;1972;DIE LINKE;75;Berlin;8;;;;;2017
Stephan;Rauhut;1974;CDU;-1;Nordrhein-Westfalen;67;;;;;2017
Ralph;Raule;1966;DiB;-1;Hamburg;2;;;;;2017
Detlef Adolf;Rausch;1967;BGE;-1;Bayern;13;;;;;2017
Christof;Rausch;1965;AfD;110;-1;-1;;;;;2017
Erardo;Prof. Dr. Rautenberg;1953;SPD;60;Brandenburg;8;;;;;2017
Sebastian;Rave;1982;DIE LINKE;54;-1;-1;;;;;2017
Mechthild;Rawert;1957;SPD;81;Berlin;5;;;;;2017
Stefan;Rebmann;1962;SPD;275;Baden-Württemberg;20;;;;;2017
Manfred;Reccius;1962;FREIE WÄHLER;-1;Hessen;31;;;;;2017
Reinhold;Dr. Reck;1958;ÖDP;214;-1;-1;;;;;2017
Stefan;Reckin;1970;Die PARTEI;58;-1;-1;;;;;2017
Klaus-Dieter;Reder;1970;CDU;-1;Niedersachsen;53;;;;;2017
Sara;Redolfi;1986;DiB;-1;Berlin;1;;;;;2017
Steffen;Regis;1989;GRÜNE;-1;Schleswig-Holstein;8;;;;;2017
Stefan;Reh;1966;Volksabstimmung;-1;Nordrhein-Westfalen;10;;;;;2017
Eckhardt Harald;Rehberg;1954;CDU;17;Mecklenburg-Vorpommern;2;;;;;2017
Marianne;Rehda;1960;SPD;-1;Brandenburg;25;;;;;2017
Chris;Rehhagen;1992;FDP;13;Mecklenburg-Vorpommern;6;;;;;2017
Sebastian;Rehne;1974;FDP;107;Nordrhein-Westfalen;42;;;;;2017
Alexander;Reich;1988;FDP;225;Bayern;30;;;;;2017
Philipp;Reichardt;1988;Die PARTEI;-1;Berlin;38;;;;;2017
Ulli;Reichardt;1989;GRÜNE;-1;Berlin;10;;;;;2017
Martin;Reichardt;1969;AfD;-1;Sachsen-Anhalt;1;;;;;2017
Uwe;Reiche;1961;FREIE WÄHLER;189;Thüringen;4;;;;;2017
Markus;Dr. Reichel;1968;CDU;-1;Sachsen;10;;;;;2017
Karin;Reichel;1966;Tierschutzpartei;-1;Nordrhein-Westfalen;7;;;;;2017
Ricardo;Reichenbach;1991;Tierschutzallianz;-1;Baden-Württemberg;3;;;;;2017
Andreas;Reichert;1959;BGE;-1;Hamburg;5;;;;;2017
Sven;Reichert;1989;Tierschutzpartei;-1;Nordrhein-Westfalen;5;;;;;2017
Konrad;Reichert;1957;FDP;-1;Rheinland-Pfalz;16;;;;;2017
Heidi;Reichinnek;1988;DIE LINKE;-1;Niedersachsen;9;;;;;2017
Steffen;Prof. Dr. Reichmann;1964;AfD;183;-1;-1;;;;;2017
Guido Thorsten;Reil;1970;AfD;119;-1;-1;;;;;2017
Carola;Dr. Reimann;1967;SPD;50;Niedersachsen;12;;;;;2017
Valentine;Dr. Reimer;1971;BGE;-1;Hessen;1;;;;;2017
Claudia;Reimer;1967;DKP;-1;Hessen;4;;;;;2017
Eike;Reimers;1994;AfD;5;-1;-1;;;;;2017
Ute;Reimers-Bruns;1962;SPD;-1;Bremen;3;;;;;2017
Anja;Reinalter;1970;GRÜNE;292;Baden-Württemberg;31;;;;;2017
Siegfried;Dr. Reinecke;1956;Die PARTEI;-1;Berlin;10;;;;;2017
Andreas Franz Achim;Reinhard;1966;PIRATEN;-1;Hessen;27;;;;;2017
Michaela;Reinhard;1974;ÖDP;248;-1;-1;;;;;2017
Florian Timo;Reinhart;1991;ÖDP;242;-1;-1;;;;;2017
Hagen;Reinhold;1978;FDP;14;Mecklenburg-Vorpommern;1;;;;;2017
Stephanie;Reinhold;1975;GRÜNE;261;Baden-Württemberg;25;;;;;2017
Kristian;Dr. Reinhold;1958;FDP;163;-1;-1;;;;;2017
Christian;Reinke;1973;SPD;14;Mecklenburg-Vorpommern;6;;;;;2017
Gernot;Dr. Reipen;1953;PIRATEN;-1;Rheinland-Pfalz;6;;;;;2017
Steffen;Reisbach;1967;FREIE WÄHLER;71;Sachsen-Anhalt;4;;;;;2017
Regina Ulrike;Reiser;1980;V-Partei³;-1;Nordrhein-Westfalen;21;;;;;2017
Otto Wilhelm Paul;Reiß;1987;BGE;-1;Sachsen;7;;;;;2017
Manfred Bernhard;Reithmayer;1954;Tierschutzpartei;-1;Bayern;10;;;;;2017
Alexander;Relea-Linder;1993;DIE LINKE;269;Baden-Württemberg;8;;;;;2017
Stefanie;Remlinger;1970;GRÜNE;77;-1;-1;;;;;2017
Ingrid;Remmers;1965;DIE LINKE;123;Nordrhein-Westfalen;11;;;;;2017
Ellen;Renne;1969;EB: Renne;66;-1;-1;;;;;2017
Martin Erwin;Renner;1954;AfD;104;Nordrhein-Westfalen;1;;;;;2017
Martina;Renner;1967;DIE LINKE;193;Thüringen;1;;;;;2017
Tim;Renner;1964;SPD;80;Berlin;6;;;;;2017
Wolfgang Jürgen;Renner;1958;GRÜNE;64;-1;-1;;;;;2017
Rita;Renner;1958;MLPD;267;-1;-1;;;;;2017
Jürgen;Repschläger;1961;DIE LINKE;96;-1;-1;;;;;2017
Horst;Reschke;1951;AfD;182;-1;-1;;;;;2017
Werner;Ressdorf;1954;EB: Ressdorf;258;-1;-1;;;;;2017
Philipp;Rethberg;1986;NPD;-1;Thüringen;5;;;;;2017
Christian;Rettenbeck;1965;Die PARTEI;-1;Berlin;17;;;;;2017
Julia Marte;Retzlaff;1978;SPD;-1;Niedersachsen;32;;;;;2017
Steffen;Retzlaff;1981;Die PARTEI;160;-1;-1;;;;;2017
Roman Johannes;Reusch;1954;AfD;-1;Brandenburg;2;;;;;2017
Edgar;Reusch;1954;DKP;-1;Bayern;5;;;;;2017
Jürgen Fritz;Reuß;1965;ÖDP;-1;Hessen;5;;;;;2017
Martina;Reuter;1961;FDP;104;Nordrhein-Westfalen;37;;;;;2017
Andreas Michael;Reuter;1971;AfD;-1;Bayern;24;;;;;2017
Ingrid;Reuter;1957;GRÜNE;143;-1;-1;;;;;2017
Bernd;Reuther;1971;FDP;113;Nordrhein-Westfalen;13;;;;;2017
Mahdi;Rezai;1953;MLPD;94;-1;-1;;;;;2017
Rolf Friedrich;von Rhein;1950;AfD;3;-1;-1;;;;;2017
Seyed Hamidreza;Riazi-Nejad;1959;MLPD;-1;Baden-Württemberg;12;;;;;2017
Tassilo;Richter;1983;FDP;287;Baden-Württemberg;22;;;;;2017
Volkmar;Prof. Dr. Richter;1946;FDP;58;Brandenburg;7;;;;;2017
Peter Rüdiger;Richter;1985;NPD;-1;Saarland;2;;;;;2017
