Vornamen;Nachname;Geburtsjahr;partei;wahlkreis;bundesland;listenplatz;Titel;Namenszusatz;Wohnort;Beruf;jahr
Luiza;Licina-Bode;1972;SPD;Siegen-Wittgenstein;-1;-1;;;Bad Laasphe;Beamtin;2021
Guido;Müller;1973;FDP;Siegen-Wittgenstein;-1;-1;;;Siegen;selbst. PR-Berater;2021
Henning;Zoz;1964;AfD;Siegen-Wittgenstein;-1;-1;;;Freudenberg;Unternehmer;2021
Laura Manuela;Kraft;1990;GRÜNE;Siegen-Wittgenstein;-1;-1;;;Siegen;wiss. Mitarbeiterin;2021
Ekkard;Büdenbender;1969;DIE LINKE;Siegen-Wittgenstein;-1;-1;;;Netphen;Arbeiter;2021
Tobias;Wied;1999;Die PARTEI;Siegen-Wittgenstein;-1;-1;;;Bad Laasphe;Auszubildender;2021
Horst Günter;Linde;1960;FREIE WÄHLER;Siegen-Wittgenstein;-1;-1;;;Bad Berleburg;Beamter;2021
Hubert;Weber;1957;dieBasis;Siegen-Wittgenstein;-1;-1;;;Netphen;staatl. geprüfter Techniker Elektrotechnik und Gebäudemanagement;2021
Inka Nicole Sonja;Berg;1973;Volt;Siegen-Wittgenstein;-1;-1;;;Siegen;Angestellte;2021
Roland Matthäus;Meister;1953;EB: Meister;Siegen-Wittgenstein;-1;-1;;;Essen;Rechtsanwalt;2021
Florian Matthias;Müller;1987;CDU;Olpe – Märkischer Kreis I;-1;-1;;;Drolshagen;Strategiereferent;2021
Nezahat;Baradari;1965;SPD;Olpe – Märkischer Kreis I;-1;-1;;;Attendorn;MdB, Fachärztin Kinder- und Jugendmedizin;2021
Johannes;Vogel;1982;FDP;Olpe – Märkischer Kreis I;-1;-1;;;Berlin;Politikwissenschaftler;2021
Klaus;Heger;1955;AfD;Olpe – Märkischer Kreis I;-1;-1;;;Wenden;kaufm. Leiter;2021
Holger;Thamm;1973;GRÜNE;Olpe – Märkischer Kreis I;-1;-1;;;Olpe;Dipl.-Ingenieur;2021
Otto;Ersching;1965;DIE LINKE;Olpe – Märkischer Kreis I;-1;-1;;;Lüdenscheid;Werkzeugkonstrukteur;2021
Sabrina;Dieckmann;1980;FREIE WÄHLER;Olpe – Märkischer Kreis I;-1;-1;;;Iserlohn;Angestellte;2021
Engelbert Antonius;Prevorcic;1953;DKP;Olpe – Märkischer Kreis I;-1;-1;;;Lennestadt;Schreiner;2021
Dagmar Bärbel;Welz;1962;dieBasis;Olpe – Märkischer Kreis I;-1;-1;;;Lüdenscheid;selbstständig;2021
Paul;Ziemiak;1985;CDU;Märkischer Kreis II;-1;-1;;;Iserlohn;MdB, Generalsekretär;2021
Bettina;Lugk;1982;SPD;Märkischer Kreis II;-1;-1;;;Iserlohn;Geowissenschaftlerin;2021
Jochen;Lipproß;1957;FDP;Märkischer Kreis II;-1;-1;;;Hemer;Dipl.-Agraringenieur;2021
Daniel;Bläsing;1985;AfD;Märkischer Kreis II;-1;-1;;;Iserlohn;Vertriebsmitarbeiter für Bedachungsartikel;2021
Ingo;Stuckmann;1967;GRÜNE;Märkischer Kreis II;-1;-1;;;Mülheim an der Ruhr;Geschäftsführer;2021
Michael Martin;Thomas-Lienkämper;1962;DIE LINKE;Märkischer Kreis II;-1;-1;;;Werdohl;Dipl.-Sozialarbeiter;2021
Michael;Siethoff;1970;Tierschutzpartei;Märkischer Kreis II;-1;-1;;;Iserlohn;Kommunalbeamter;2021
Hans Immanuel;Herbers;1958;FREIE WÄHLER;Märkischer Kreis II;-1;-1;;;Iserlohn;Pfarrer;2021
Stefan;Radtke;1961;dieBasis;Märkischer Kreis II;-1;-1;;;Herscheid;techn. Angestellter;2021
René;Bochmann;1969;AfD;Nordsachsen;-1;-1;;;Bad Düben;Bürokaufmann;2021
Christiane;Schenderlein;1981;CDU;Nordsachsen;-1;-1;Dr.;;Taucha;Mitglied des Landtages;2021
Philipp Johannes;Rubach;1996;DIE LINKE;Nordsachsen;-1;-1;;;Leipzig;Lehrer Sonderpädagogik;2021
Rüdiger Bernd Alfred;Kleinke;1969;SPD;Nordsachsen;-1;-1;;;Delitzsch;Geschäftsführer;2021
Martin Max;Richter;1978;FDP;Nordsachsen;-1;-1;;;Leipzig;Berufssoldat;2021
Denis;Korn;1977;GRÜNE;Nordsachsen;-1;-1;;;Oschatz;Kaufmann;2021
Karsten;Gutjahr;1980;Die PARTEI;Nordsachsen;-1;-1;;;Taucha;Mathematiker;2021
Chris;Daiser;1992;FREIE WÄHLER;Nordsachsen;-1;-1;;;Eilenburg;Sachbearbeiter;2021
Uta;Strenger;1966;ÖDP;Nordsachsen;-1;-1;;;Trossin;Informatikerin;2021
Doreen;Klinger;1982;dieBasis;Nordsachsen;-1;-1;;;Eilenburg;Dipl.-Ingenieurin (FH);2021
Sven;Asmus;1976;EB: Asmus;Nordsachsen;-1;-1;;;Naundorf;Angestellter;2021
Sandro;Oschkinat;1982;EB: Oschkinat;Nordsachsen;-1;-1;;;Mockrehna;Gastwirt;2021
Christoph;Neumann;1964;AfD;Leipzig I;-1;-1;;;Leipzig;Mitglied des Deutschen Bundestages;2021
Jens;Lehmann;1967;CDU;Leipzig I;-1;-1;;;Leipzig;Erzieher;2021
Nina Sophie;Treu;1984;DIE LINKE;Leipzig I;-1;-1;;;Leipzig;Politikwissenschaftlerin, Projektkoordinatorin;2021
Holger;Mann;1979;SPD;Leipzig I;-1;-1;;;Leipzig;Mitglied des Landtages;2021
René;Hobusch;1976;FDP;Leipzig I;-1;-1;;;Leipzig;Rechtsanwalt;2021
Marie Rose;Müser;1997;GRÜNE;Leipzig I;-1;-1;;;Leipzig;Studentin;2021
Katharina Christina;Subat;1988;Die PARTEI;Leipzig I;-1;-1;;;Leipzig;Mutter;2021
Thomas;Weidinger;1962;FREIE WÄHLER;Leipzig I;-1;-1;;;Markkleeberg;Rechtsanwalt;2021
Rahel;Wehemeyer-Blum;1984;ÖDP;Leipzig I;-1;-1;;;Leipzig;Auszubildende zur Erzieherin;2021
Gudrun;Kimmerle;1956;MLPD;Leipzig I;-1;-1;;;Leipzig;Heilerziehungspflegerin;2021
Kerry Charles;Cherki;1970;dieBasis;Leipzig I;-1;-1;;;Leipzig;Dipl.-Betriebswirt;2021
Kristina;Weidner;1988;Die Humanisten;Leipzig I;-1;-1;;;Leipzig;med. Fachangestellte;2021
Ronald;Härtlein;1980;EB: Härtlein;Leipzig I;-1;-1;;;Leipzig;Geschäftsführer;2021
Karl-Heinz;Hummitzsch;1948;EB: Hummitzsch;Leipzig I;-1;-1;;;Oststeinbek;IT-Consultant;2021
Ralf Detlef;Kohl;1965;EB: Kohl;Leipzig I;-1;-1;;;Leipzig;Angestellter;2021
Martin;Bayer;1966;EB: Bayer;Leipzig I;-1;-1;;;Leipzig;angestellt, Soloselbständiger im Nebenerwerb;2021
Siegbert Frank;Droese;1969;AfD;Leipzig II;-1;-1;;;Leipzig;Mitglied des Deutschen Bundestages;2021
Jessica;Heller;1990;CDU;Leipzig II;-1;-1;;;Leipzig;Gesundheits- und Krankenpflegerin;2021
Sören;Pellmann;1977;DIE LINKE;Leipzig II;-1;-1;;;Leipzig;MdB, Grund- und Förderschullehrer;2021
Nadja;Sthamer;1990;SPD;Leipzig II;-1;-1;;;Leipzig;wiss. Mitarbeiterin;2021
Peter;Jess;1980;FDP;Leipzig II;-1;-1;;;Leipzig;Zimmerermeister;2021
Paula Louise;Piechotta;1986;GRÜNE;Leipzig II;-1;-1;Dr.;;Leipzig;Ärztin;2021
Thomas;Kumbernuß;1971;Die PARTEI;Leipzig II;-1;-1;;;Leipzig;Landmaschinen-Traktoren-Schlosser;2021
André;Soudah;1976;FREIE WÄHLER;Leipzig II;-1;-1;;;Leipzig;Imker;2021
Thomas;Köhler;1957;PIRATEN;Leipzig II;-1;-1;;;Leipzig;Rentner;2021
Tobias;Kretschmer;1990;ÖDP;Leipzig II;-1;-1;;;Leipzig;wiss. Mitarbeiter;2021
Philipp;Gäbel;1987;MLPD;Leipzig II;-1;-1;;;Leipzig;Lehrer;2021
Matti;Rabold;1970;dieBasis;Leipzig II;-1;-1;;;Leipzig;Meister für Veranstaltungstechnik, selbstständig;2021
Jonas;Lehn;1990;Die Humanisten;Leipzig II;-1;-1;;;Leipzig;Ökotoxikologe;2021
Ulrika;Schöllner;1959;EB: Schöllner;Leipzig II;-1;-1;;;Dießen am Ammersee;IT-Consultantin;2021
Edgar;Naujok;1960;AfD;Leipzig-Land;-1;-1;;;Markranstädt;Unternehmer;2021
Georg-Ludwig;Breitenbuch;1971;CDU;Leipzig-Land;-1;-1;;von;Frohburg;MdL, Landwirt;2021
Julia Ulrike;Schramm;1985;DIE LINKE;Leipzig-Land;-1;-1;;;Berlin;Angestellte;2021
Franziska;Mascheck;1979;SPD;Leipzig-Land;-1;-1;;;Frohburg;Sozialarbeiterin;2021
Olaf Christian;Winne;1969;FDP;Leipzig-Land;-1;-1;Dr.;;Markkleeberg;Dipl.-Ing. Elektrotechnik (FH), Geschäftsführer;2021
Matthias;Vialon;1958;GRÜNE;Leipzig-Land;-1;-1;;;Großpösna;Betriebswirt (FH);2021
Sabine;Küchler;1987;Die PARTEI;Leipzig-Land;-1;-1;;;Markkleeberg;Auszubildende der Altenpflege;2021
Denise Corinna;Wendt;1994;FREIE WÄHLER;Leipzig-Land;-1;-1;;;Lossatal;Vertriebsmitarbeiterin;2021
Harald Harry Bernhard;Vauk;1957;ÖDP;Leipzig-Land;-1;-1;;;Füssen;Projektentwickler;2021
Christian;Toloczyki;1953;dieBasis;Leipzig-Land;-1;-1;Dr.;;Machern;selbst. Dipl.-Biologe;2021
Daniel;Zimmet;1986;EB: Zimmet;Leipzig-Land;-1;-1;;;Regis-Breitingen;Angestellter ö. D.;2021
Barbara;Lenk;1982;AfD;Meißen;-1;-1;;;Klipphausen;Bibliothekarin;2021
Sebastian;Fischer;1981;CDU;Meißen;-1;-1;;;Priestewitz;Küchenmeister;2021
Markus;Pohle;1991;DIE LINKE;Meißen;-1;-1;;;Leipzig;Koch;2021
Stephanie;Dzeyk;1991;SPD;Meißen;-1;-1;;;Klipphausen;Referentin;2021
Johannes;Schmidt Ramos;1991;FDP;Meißen;-1;-1;;;Meißen;Immobilienkaufmann;2021
Karin;Beese;1981;GRÜNE;Meißen;-1;-1;;;Berlin;Kommunikationswissenschaftlerin;2021
Theresa;Bergmann;1989;Die PARTEI;Meißen;-1;-1;;;Coswig;Sozialpädagogin;2021
André;Langerfeld;1971;FREIE WÄHLER;Meißen;-1;-1;;;Meißen;Erzieher;2021
Steffen Frank;Förster;1964;ÖDP;Meißen;-1;-1;;;Meißen;Dipl.-Museologe (FH);2021
Maik;Hoppe;1968;dieBasis;Meißen;-1;-1;;;Lommatzsch;Angestellter;2021
Uwe;Enge;1962;LKR;Meißen;-1;-1;;;Riesa;Angestellter;2021
Karsten;Hilse;1964;AfD;Bautzen I;-1;-1;;;Lohsa;Mitglied des Deutschen Bundestages;2021
Roland Albert;Ermer;1964;CDU;Bautzen I;-1;-1;;;Bernsdorf;Bäckermeister;2021
Caren Nicole;Lay;1972;DIE LINKE;Bautzen I;-1;-1;;;Bautzen;Mitglied des Deutschen Bundestages;2021
Susanne Kathrin;Michel;1963;SPD;Bautzen I;-1;-1;;;Kamenz;Teamleiterin;2021
Dietrich Matthias;Schniebel;1973;FDP;Bautzen I;-1;-1;;;Elstra;selbstständig;2021
Lukas;Mosler;1997;GRÜNE;Bautzen I;-1;-1;;;Hoyerswerda;Einkäufer;2021
Steffi;Thomas;1984;Die PARTEI;Bautzen I;-1;-1;;;Frankenthal;Dipl.-Agraringenieurin (FH);2021
Dirk;Nasdala;1966;FREIE WÄHLER;Bautzen I;-1;-1;;;Hoyerswerda;Volljurist;2021
Daniela;Trittmacher;1964;dieBasis;Bautzen I;-1;-1;;;Malschwitz;Angestellte;2021
Maik Harald;Lehmann;1968;LKR;Bautzen I;-1;-1;;;Doberschau-Gaußig;Unternehmer;2021
Tino;Chrupalla;1975;AfD;Görlitz;-1;-1;;;Gablenz;Malermeister;2021
Florian;Oest;1987;CDU;Görlitz;-1;-1;;;Görlitz;Betriebswirt, Jurist;2021
Marko;Schmidt;1989;DIE LINKE;Görlitz;-1;-1;;;Weißwasser/O.L.;Rechts- und Sozialwissenschaftler;2021
Harald Holger;Prause-Kosubek;1971;SPD;Görlitz;-1;-1;;;Niesky;Angestellter;2021
Hans Rudolf;Grüner;1955;FDP;Görlitz;-1;-1;;;Zittau;Rechtsanwalt;2021
Annett;Jagiela;1977;GRÜNE;Görlitz;-1;-1;;;Görlitz;Politikwissenschaftlerin;2021
Siegmund;Hänchen;1970;FREIE WÄHLER;Görlitz;-1;-1;;;Rothenburg/O.L.;Versicherungsfachmann;2021
Stefan;Heinke;1978;dieBasis;Görlitz;-1;-1;;;Großschweidnitz;Krankenpfleger;2021
Bernhard Hubert;Blickle;1958;EB: Blickle;Görlitz;-1;-1;;;Dresden;Heilerziehungspfleger;2021
Harald Siegfried;Twupack;1962;LKR;Görlitz;-1;-1;;;Görlitz;selbst. IT-Branche;2021
Steffen;Janich;1971;AfD;Sächsische Schweiz-Osterzgebirge;-1;-1;;;Dohma;Polizeibeamter;2021
Corinna;Franke-Wöller;1973;CDU;Sächsische Schweiz-Osterzgebirge;-1;-1;Dr.;;Pirna;Volljuristin;2021
André;Hahn;1963;DIE LINKE;Sächsische Schweiz-Osterzgebirge;-1;-1;Dr.;;Gohrisch;Mitglied des Deutschen Bundestages;2021
Fabian;Funke;1997;SPD;Sächsische Schweiz-Osterzgebirge;-1;-1;;;Heidenau;Internationale Beziehungen (B. A.);2021
Dirk;Jahn;1966;FDP;Sächsische Schweiz-Osterzgebirge;-1;-1;;;Glashütte;Medizinproduktberater;2021
Nino;Haustein;1989;GRÜNE;Sächsische Schweiz-Osterzgebirge;-1;-1;;;Pirna;Lehrer;2021
Christoph;Fröse;1954;FREIE WÄHLER;Sächsische Schweiz-Osterzgebirge;-1;-1;;;Bannewitz;Bürgermeister;2021
Dirk Matthias;Zimmermann;1967;ÖDP;Sächsische Schweiz-Osterzgebirge;-1;-1;;;Bannewitz;Architekt;2021
Roberto;Mauksch;1980;dieBasis;Sächsische Schweiz-Osterzgebirge;-1;-1;;;Pirna;Dipl.-Ingenieur (B. A.);2021
Klaus;Brähmig;1957;EB: Brähmig;Sächsische Schweiz-Osterzgebirge;-1;-1;;;Gohrisch;Handwerksmeister;2021
Helga;Queck;1959;EB: Queck;Sächsische Schweiz-Osterzgebirge;-1;-1;;;Pirna;Dipl.-Betriebswirtin (FH);2021
Jens;Maier;1962;AfD;Dresden I;-1;-1;;;Dresden;MdB, Richter am LG a. D.;2021
Markus;Reichel;1968;CDU;Dresden I;-1;-1;Dr.;;Dresden;Dipl.-Mathematiker;2021
Katja;Kipping;1978;DIE LINKE;Dresden I;-1;-1;;;Dresden;Slawistin;2021
Rasha;Nasr;1992;SPD;Dresden I;-1;-1;;;Dresden;Büroleiterin;2021
Torsten;Herbst;1973;FDP;Dresden I;-1;-1;;;Dresden;MdB, Dipl.-Kaufmann (FH);2021
Kassem Taher;Saleh;1993;GRÜNE;Dresden I;-1;-1;;;Dresden;Dipl.-Bauingenieur;2021
Robert;Küttner;1988;Die PARTEI;Dresden I;-1;-1;;;Dresden;Industrie- und Baumkletterer, Einzelunternehmer;2021
Stephanie;Henkel;1992;PIRATEN;Dresden I;-1;-1;;;Dresden;Informatikerin;2021
Markus Peter;Taubert;1996;ÖDP;Dresden I;-1;-1;;;Dresden;Dipl.-Bauingenieur;2021
Andrea;Ebert;1957;MLPD;Dresden I;-1;-1;;;Rabenau;Facharbeiterin Anlagentechnik;2021
Constanze;Grottker;1962;dieBasis;Dresden I;-1;-1;;;Dresden;Altenpflegerin, arbeitsuchend;2021
Janko;Vieweg;1975;Bündnis C;Dresden I;-1;-1;;;Dresden;Mediengestalter;2021
Robert;Ritter;2001;Die Humanisten;Dresden I;-1;-1;;;Dresden;Dualer Student;2021
Marcus;Fuchs;1983;EB: Fuchs;Dresden I;-1;-1;;;Arnsdorf;Angestellter;2021
Lothar;Häupl;1949;EB: Häupl;Dresden I;-1;-1;;;Dresden;Rentner;2021
Andreas;Harlaß;1961;AfD;Dresden II – Bautzen II;-1;-1;;;Dresden;Angestellter;2021
Lars;Rohwer;1972;CDU;Dresden II – Bautzen II;-1;-1;;;Dresden;Bankkaufmann;2021
Silvio;Lang;1983;DIE LINKE;Dresden II – Bautzen II;-1;-1;;;Dresden;Mitarbeiter Wahlkreisbüro;2021
Stephan;Schumann;1988;SPD;Dresden II – Bautzen II;-1;-1;;;Dresden;Jurist;2021
Silke;Müller;1970;FDP;Dresden II – Bautzen II;-1;-1;Dr.;;Dresden;Fachärztin Allgemeinmedizin;2021
Merle;Spellerberg;1996;GRÜNE;Dresden II – Bautzen II;-1;-1;;;Dresden;Studentin internationale Beziehungen;2021
Charlotte;Brock;1994;Die PARTEI;Dresden II – Bautzen II;-1;-1;;;Dresden;Privatière;2021
Korvin;Lemke;1990;FREIE WÄHLER;Dresden II – Bautzen II;-1;-1;;;Dresden;ERP-Berater;2021
Anne;Herpertz;1998;PIRATEN;Dresden II – Bautzen II;-1;-1;;;Dresden;Politikwissenschaftlerin;2021
Florian;Busch;1984;ÖDP;Dresden II – Bautzen II;-1;-1;;;Radebeul;Lehrer;2021
Günter;Slave;1955;MLPD;Dresden II – Bautzen II;-1;-1;;;Dresden;Maschinenschlosser;2021
Anke;Althoff;1963;dieBasis;Dresden II – Bautzen II;-1;-1;;;Dresden;Opernsängerin;2021
Andreas;Kabus;1973;Gesundheitsforschung;Dresden II – Bautzen II;-1;-1;;;Dresden;selbstständig;2021
Michael;Gründler;1958;BüSo;Dresden II – Bautzen II;-1;-1;;;Dresden;Angestellter;2021
Frank;Hannig;1970;EB: Hannig;Dresden II – Bautzen II;-1;-1;;;Dresden;Rechtsanwalt;2021
Jens;Düvelshaupt;1960;#KLIMAfirst;Dresden II – Bautzen II;-1;-1;;;Radeberg;Mediator, Jurist, Dipl.-Finanzwirt (FH);2021
Carolin;Bachmann;1988;AfD;Mittelsachsen;-1;-1;;;Mulda/Sa.;wiss. Mitarbeiterin;2021
Veronika Maria;Bellmann;1960;CDU;Mittelsachsen;-1;-1;;;Dresden;Mitglied des Deutschen Bundestages;2021
Stefan;Hartmann;1968;DIE LINKE;Mittelsachsen;-1;-1;;;Leipzig;wiss. Mitarbeiter;2021
Alexander;Geißler;1990;SPD;Mittelsachsen;-1;-1;;;Freiberg;Jurist;2021
Philipp;Hartewig;1994;FDP;Mittelsachsen;-1;-1;;;Dresden;Jurist;2021
Lea Ursula;Fränzle;1997;GRÜNE;Mittelsachsen;-1;-1;;;Freiberg;Studentin;2021
Marcus;Lieder;1983;ÖDP;Mittelsachsen;-1;-1;;;Dresden;Architekt;2021
Thomas;Linke;1972;dieBasis;Mittelsachsen;-1;-1;;;Leubsdorf;Bauingenieur;2021
Michael;Klonovsky;1962;AfD;Chemnitz;-1;-1;;;München;Autor;2021
Frank;Heinrich;1964;CDU;Chemnitz;-1;-1;;;Chemnitz;Mitglied des Deutschen Bundestages;2021
Tim;Detzner;1979;DIE LINKE;Chemnitz;-1;-1;;;Chemnitz;Angestellter;2021
Detlef;Müller;1964;SPD;Chemnitz;-1;-1;;;Chemnitz;Lokomotivführer;2021
Frank;Müller-Rosentritt;1982;FDP;Chemnitz;-1;-1;;;Chemnitz;Mitglied des Deutschen Bundestages;2021
Karola;Köpferl;1990;GRÜNE;Chemnitz;-1;-1;;;Chemnitz;Sozialpädagogin;2021
Paul Thomas;Vogel;1991;Die PARTEI;Chemnitz;-1;-1;;;Chemnitz;Dipl.-Ingenieur;2021
Bert;Rohne;1974;ÖDP;Chemnitz;-1;-1;;;Chemnitz;staatl. anerkannter Sozialpädagoge;2021
Thomas;Lörinczy;1970;V-Partei³;Chemnitz;-1;-1;;;Chemnitz;Kaufmann;2021
Normen;Lienow;1975;dieBasis;Chemnitz;-1;-1;;;Chemnitz;DV-Kaufmann;2021
Daniel;Richter;1982;EB: Richter;Chemnitz;-1;-1;;;Chemnitz;Dipl.-Informatiker;2021
Jörg Alexander;Weidemann;1968;EB: Weidemann;Chemnitz;-1;-1;;;Gladbeck;Krankenpfleger;2021
Hans Sieghard;Röhder;1962;EB: Röhder;Chemnitz;-1;-1;;;Chemnitz;Controller IHK;2021
Mike;Moncsek;1964;AfD;Chemnitzer Umland – Erzgebirgskreis II;-1;-1;;;Oberschöna;Angestellter;2021
Marco;Wanderwitz;1975;CDU;Chemnitzer Umland – Erzgebirgskreis II;-1;-1;;;Hohenstein-Ernstthal;parl. Staatssekretär, Rechtsanwalt;2021
Sebastian;Bernhardt;1986;DIE LINKE;Chemnitzer Umland – Erzgebirgskreis II;-1;-1;;;Hohenstein-Ernstthal;Steuerfachangestellter;2021
Carlos;Kasper;1994;SPD;Chemnitzer Umland – Erzgebirgskreis II;-1;-1;;;Leipzig;Zollbeamter;2021
Monique;Woiton;1973;FDP;Chemnitzer Umland – Erzgebirgskreis II;-1;-1;;;Schwarzenberg/Erzgeb.;Angestellte;2021
Bernhard;Herrmann;1966;GRÜNE;Chemnitzer Umland – Erzgebirgskreis II;-1;-1;;;Chemnitz;Bauingenieur Wasserbau;2021
André;Hofmann;1988;Die PARTEI;Chemnitzer Umland – Erzgebirgskreis II;-1;-1;;;Niederwürschnitz;Elektriker;2021
Moritz;Schüller;1996;FREIE WÄHLER;Chemnitzer Umland – Erzgebirgskreis II;-1;-1;;;Stollberg/Erzgeb.;Pastor;2021
Sebastian;Högen;1986;ÖDP;Chemnitzer Umland – Erzgebirgskreis II;-1;-1;;;Ellefeld;Imker;2021
Jürgen;Dreher;1959;dieBasis;Chemnitzer Umland – Erzgebirgskreis II;-1;-1;;;Wolkenstein;Angestellter;2021
Thomas;Dietz;1967;AfD;Erzgebirgskreis I;-1;-1;;;Annaberg-Buchholz;Büroleiter;2021
Alexander;Krauß;1975;CDU;Erzgebirgskreis I;-1;-1;;;Schneeberg;Mitglied des Deutschen Bundestages;2021
Clara Anne;Bünger;1986;DIE LINKE;Erzgebirgskreis I;-1;-1;;;Aue-Bad Schlema;Juristin;2021
Silvio;Heider;1987;SPD;Erzgebirgskreis I;-1;-1;Dr.;;Niederdorf;Chemiker;2021
Ulrike;Harzer;1968;FDP;Erzgebirgskreis I;-1;-1;;;Deutschneudorf;Geschäftsführerin;2021
Sebastian;Walter;1989;GRÜNE;Erzgebirgskreis I;-1;-1;;;Niederwiesa;Bundesratsreferent, Verkehrswissenschaftler;2021
Carsten;Staat;1980;Die PARTEI;Erzgebirgskreis I;-1;-1;;;Gornau/Erzgeb.;Hotelbetriebswirt;2021
Andreas;Schmiedel;1955;FREIE WÄHLER;Erzgebirgskreis I;-1;-1;;;Sehmatal;Architekt, Bürgermeister a. D.;2021
Jennifer Sophie;Schilling;1999;V-Partei³;Erzgebirgskreis I;-1;-1;;;Schwarzenberg/Erzgeb.;Studentin;2021
Grit;Weiß;1965;dieBasis;Erzgebirgskreis I;-1;-1;;;Annaberg-Buchholz;Dipl.-Designerin (FH), selbstständig;2021
Simon;Haustein;1995;Bündnis C;Erzgebirgskreis I;-1;-1;;;Marienberg;Medienfachwirt;2021
Sandro;Reichel;1978;EB: Reichel;Erzgebirgskreis I;-1;-1;;;Wolkenstein;Zerspanungsmechaniker CNC;2021
Matthias;Moosdorf;1965;AfD;Zwickau;-1;-1;;;Wermsdorf;Musiker;2021
Carsten;Körber;1979;CDU;Zwickau;-1;-1;;;Mülsen;MdB, Betriebswirt;2021
Sabine;Zimmermann;1960;DIE LINKE;Zwickau;-1;-1;;;Werdau;Mitglied des Deutschen Bundestages;2021
Gundula;Schubert;1981;SPD;Zwickau;-1;-1;;;Zwickau;Redakteurin;2021
Nico;Tippelt;1967;FDP;Zwickau;-1;-1;;;Glauchau;Dipl.-Musikpädagoge;2021
Wolfgang;Wetzel;1968;GRÜNE;Zwickau;-1;-1;;;Zwickau;Mitglied des Deutschen Bundestages;2021
Christiane;Drechsel;1963;FREIE WÄHLER;Zwickau;-1;-1;;;Zwickau;Keramikerin;2021
Daniel;Micklisch;1983;ÖDP;Zwickau;-1;-1;;;Glauchau;Erwerbsminderungsrentner;2021
Christoph;Heinritz-Bechtel;1968;dieBasis;Zwickau;-1;-1;Dr.;;Plauen;Arzt;2021
Thomas;Krajak;1962;EB: Krajak;Zwickau;-1;-1;;;Dresden;Bergmann;2021
Mathias;Weiser;1986;AfD;Vogtlandkreis;-1;-1;;;Plauen;kaufm. Leiter;2021
Yvonne;Magwas;1979;CDU;Vogtlandkreis;-1;-1;;;Auerbach/Vogtl.;MdB, Dipl.-Soziologin;2021
Johannes;Höfer;1988;DIE LINKE;Vogtlandkreis;-1;-1;;;Reichenbach im Vogtland;Student;2021
Kay;Burmeister;1975;SPD;Vogtlandkreis;-1;-1;;;Adorf/Vogtl.;Geschäftsführer;2021
André;Ludwig;1976;FDP;Vogtlandkreis;-1;-1;;;Weischlitz;Dipl.-Betriebswirt (B. A.);2021
Olaf;Horlbeck;1965;GRÜNE;Vogtlandkreis;-1;-1;;;Steinberg;Tischlermeister, Gestalter im Handwerk;2021
Dietmar Günter;Eichhorn;1954;ÖDP;Vogtlandkreis;-1;-1;;;Rosenbach/Vogtl.;Dipl.-Ing. Eisenbahntransporttechnik (FH);2021
Mario;Falcke;1962;dieBasis;Vogtlandkreis;-1;-1;;;Schöneck/Vogtl.;Frührentner;2021
Udo;Sieghart;1957;III. Weg;Vogtlandkreis;-1;-1;;;Adorf/Vogtl.;Produktionsarbeiter;2021
Claus Joachim;Gerisch;1959;EB: Gerisch;Vogtlandkreis;-1;-1;;;Plauen;Sicherheitstechniker;2021
David;Drechsel;2003;LKR;Vogtlandkreis;-1;-1;;;Muldenhammer;Schüler;2021
Armin;Schwarz;1968;CDU;Waldeck;-1;-1;;;Bad Arolsen;Mitglied des Landtages;2021
Esther;Dilcher;1965;SPD;Waldeck;-1;-1;;;Hofgeismar;Rechtsanwältin;2021
Jan Ralf;Nolte;1988;AfD;Waldeck;-1;-1;;;Berlin;Mitglied des Deutschen Bundestages;2021
Jochen Helmut;Rube;1984;FDP;Waldeck;-1;-1;;;Korbach;Lehrer;2021
Peter;Koswig;1960;GRÜNE;Waldeck;-1;-1;Dr.;;Korbach;Allgemeinmediziner;2021
Regina;Preysing;1965;DIE LINKE;Waldeck;-1;-1;;;Bad Wildungen;Medizintechnikingenieurin;2021
Kira;Hauser;1976;FREIE WÄHLER;Waldeck;-1;-1;;;Bad Wildungen;Beamtin;2021
Daniele;Saracino;1985;dieBasis;Waldeck;-1;-1;;;Bad Wildungen;Unternehmer;2021
Barbara;Meyer;1978;EB: Meyer;Waldeck;-1;-1;;;Kassel;Erzieherin;2021
Gerd Erwin;Müller;1961;EB: Müller;Waldeck;-1;-1;;;Kassel;Dipl.-Supervisor;2021
Michael;Aufenanger;1976;CDU;Kassel;-1;-1;;;Ahnatal;Geschäftsführer;2021
Timon;Gremmels;1976;SPD;Kassel;-1;-1;;;Niestetal;Mitglied des Deutschen Bundestages;2021
Inge Sibylle Beate;Johst;1946;AfD;Kassel;-1;-1;;;Kassel;Pensionärin;2021
Matthias;Nölke;1980;FDP;Kassel;-1;-1;;;Kassel;Mitglied des Deutschen Bundestages;2021
Boris;Mijatović;1974;GRÜNE;Kassel;-1;-1;;;Kassel;Angestellter;2021
Stephanie Gerda;Schury;1987;DIE LINKE;Kassel;-1;-1;;;Kassel;Angestellte;2021
Franz Gregor;Czisch;1964;Die PARTEI;Kassel;-1;-1;Dr.;;Kassel;Energieforscher;2021
Michael;Scheffler;1960;FREIE WÄHLER;Kassel;-1;-1;Dr.;;Kassel;Bauingenieur;2021
