Wahlkreis_Nr;SVB_insgesamt;SVB_landw_fischerei;SVB_produz_gewerbe;SVB_handel_gast_verkehr;SVB_dienstleister;SVB_uebrige_dienstleister;Alter_unter_18;Alter_18_24;Alter_25_34;Alter_35_59;Alter_60_74;Alter_75_plus;ALQ_frauen;ALQ_15_24;ALQ_55_64;ALQ_insgesamt;ALQ_maenner;year
187;303.6;0.6;30.6;26.1;19.9;22.8;16.3;7.3;11.2;35.8;18.1;11.2;5.3;5.3;5.7;5.4;5.5;2021
188;281.7;1.0;31.4;26.2;14.9;26.4;16.3;7.0;11.2;35.7;18.3;11.5;4.0;3.4;4.7;4.3;4.6;2021
189;325.4;1.9;36.6;18.9;11.3;31.3;15.8;5.4;9.8;34.6;21.0;13.5;6.6;7.9;8.0;7.2;7.8;2021
190;369.9;2.0;37.9;18.0;13.1;29.0;15.7;5.1;9.7;35.3;20.7;13.5;6.4;7.8;8.0;6.9;7.4;2021
191;407.6;1.5;29.7;17.3;16.8;34.8;16.0;7.1;12.9;33.4;18.5;12.0;5.3;6.6;6.8;6.1;6.8;2021
192;362.1;1.4;40.3;21.8;12.2;24.3;15.2;5.7;10.5;34.9;20.3;13.5;5.7;7.6;6.5;6.1;6.4;2021
193;475.6;0.3;14.1;22.6;29.0;33.9;16.1;7.9;13.9;33.1;17.1;12.0;6.3;6.0;7.0;6.9;7.5;2021
194;333.2;1.7;31.6;21.0;13.7;31.9;14.2;4.6;8.7;33.7;22.6;16.3;6.3;8.2;7.8;7.2;8.0;2021
195;342.8;3.5;40.5;19.3;8.8;27.9;14.7;4.8;8.8;35.1;21.9;14.6;5.2;6.4;7.3;5.8;6.3;2021
196;347.4;1.7;40.2;17.3;11.8;29.0;14.1;5.1;9.5;35.1;21.9;14.3;4.6;6.8;6.0;5.4;6.0;2021
197;325.2;0.5;39.6;19.8;11.9;28.1;16.8;7.3;11.3;34.6;18.3;11.6;5.5;4.9;6.3;5.7;6.0;2021
198;295.8;1.0;30.8;25.3;13.1;29.9;16.0;7.1;11.2;34.7;18.8;12.2;3.9;4.1;4.6;4.3;4.8;2021
199;457.8;0.3;22.0;23.9;20.0;33.8;15.4;8.3;13.6;33.2;17.5;12.1;4.7;4.7;5.3;5.3;5.9;2021
200;354.3;1.3;34.8;23.8;11.9;28.1;15.5;6.8;10.8;35.0;19.6;12.2;4.7;4.4;5.2;4.6;4.5;2021
201;336.1;0.8;30.9;20.5;13.4;34.4;16.1;7.0;11.1;34.2;19.4;12.1;6.2;6.8;6.6;6.7;7.2;2021
202;319.9;1.3;39.7;21.5;8.9;28.6;16.5;7.1;11.7;35.0;18.5;11.2;3.5;3.3;4.3;3.7;3.9;2021
203;330.9;0.9;24.1;23.4;12.8;38.8;15.9;8.9;14.1;34.7;16.3;10.1;4.2;4.2;4.7;4.7;5.3;2021
204;324.1;0.5;40.0;21.1;13.3;25.1;16.7;7.0;11.4;35.9;18.2;10.8;3.3;3.3;4.0;3.7;4.1;2021
205;433.2;0.6;17.0;21.6;25.6;35.2;15.6;9.6;15.9;33.9;15.0;10.1;5.0;4.6;5.6;5.6;6.2;2021
206;293.7;1.9;28.8;26.0;16.6;26.6;17.5;7.4;11.4;35.9;18.1;9.8;5.7;6.3;5.9;6.1;6.4;2021
207;434.9;1.3;41.8;17.7;16.9;22.4;17.5;7.5;12.8;34.6;16.2;11.4;8.2;6.8;8.4;8.1;8.0;2021
208;305.4;2.5;22.9;24.5;15.9;34.3;16.1;6.7;11.0;35.2;18.9;12.2;5.0;4.9;6.3;5.4;5.7;2021
209;335.6;0.4;27.3;18.6;17.0;36.8;15.9;8.1;12.7;33.7;18.6;11.0;6.5;5.9;7.8;7.0;7.5;2021
210;287.7;0.5;31.3;23.1;11.8;33.2;15.5;7.0;11.3;33.8;19.7;12.8;5.9;5.9;7.4;6.5;7.0;2021
211;351.6;1.4;33.6;24.8;12.3;27.9;16.2;7.9;11.8;35.4;18.0;10.7;4.7;4.5;6.0;5.0;5.3;2021
212;398.6;1.1;47.6;18.3;9.9;23.1;17.1;7.6;12.1;35.2;17.1;10.8;3.6;3.6;4.8;4.1;4.6;2021
213;311.9;1.1;21.4;34.1;18.9;24.5;18.3;7.9;11.9;38.0;14.6;9.4;2.6;2.6;4.1;2.9;3.3;2021
214;410.7;0.8;27.6;39.8;14.5;17.3;17.5;8.3;13.7;37.1;14.7;8.7;2.8;3.1;4.1;3.2;3.4;2021
215;260.3;0.8;26.2;28.4;17.3;27.3;17.7;7.5;12.0;36.7;15.5;10.7;3.2;3.2;4.4;3.5;3.8;2021
216;500.1;0.4;47.6;16.0;16.9;19.1;17.8;7.9;14.2;35.4;15.2;9.5;3.1;3.3;4.0;3.2;3.4;2021
217;605.0;0.1;15.7;17.5;41.6;25.2;15.9;8.1;18.6;35.1;13.0;9.4;5.0;3.9;6.9;5.3;5.6;2021
218;605.0;0.1;15.7;17.5;41.6;25.2;15.9;8.1;18.6;35.1;13.0;9.4;5.0;3.9;6.9;5.3;5.6;2021
219;605.0;0.1;15.7;17.5;41.6;25.2;15.9;8.1;18.6;35.1;13.0;9.4;5.0;3.9;6.9;5.3;5.6;2021
220;605.0;0.1;15.7;17.5;41.6;25.2;15.9;8.1;18.6;35.1;13.0;9.4;5.0;3.9;6.9;5.3;5.6;2021
221;684.7;0.2;21.1;23.2;41.3;14.3;18.1;7.9;11.7;36.2;14.4;11.6;3.2;2.8;4.4;3.5;3.7;2021
222;372.2;0.7;29.9;23.2;14.4;31.7;17.0;7.7;12.3;35.2;16.7;11.0;3.2;3.1;5.0;3.7;4.2;2021
223;327.9;1.2;32.7;26.1;13.8;26.2;16.9;7.3;11.4;35.9;16.5;12.0;3.0;2.6;5.2;3.6;4.2;2021
224;344.4;0.7;31.0;22.0;20.3;26.0;17.6;7.5;10.6;36.0;16.2;12.0;3.3;3.4;5.0;3.7;4.1;2021
225;373.6;0.9;39.5;23.3;9.9;26.4;16.0;7.5;12.2;34.4;17.6;12.4;3.7;3.5;5.9;4.6;5.5;2021
226;354.5;0.7;34.6;22.5;11.0;31.2;16.5;7.4;11.4;34.8;17.3;12.6;3.2;3.0;5.3;4.0;4.7;2021
227;385.5;0.7;42.2;20.6;11.1;25.4;15.6;8.0;12.0;35.6;18.6;10.2;3.1;3.4;6.6;4.6;5.8;2021
228;366.5;1.0;37.3;19.5;15.6;26.7;17.3;8.0;12.8;36.2;16.1;9.6;3.6;4.2;4.9;4.2;4.7;2021
229;417.7;0.6;35.1;24.0;12.0;28.3;15.1;8.4;12.7;34.2;18.4;11.2;3.7;4.0;6.4;4.9;6.0;2021
230;409.8;1.6;49.8;19.3;11.4;17.8;16.5;7.9;12.5;35.6;17.4;10.3;3.7;3.8;5.6;4.3;4.8;2021
231;383.6;1.2;39.4;21.6;11.6;26.2;16.0;7.6;12.3;35.6;18.2;10.3;3.6;5.0;6.7;5.3;6.7;2021
232;387.7;0.5;43.4;19.2;11.3;25.6;16.3;7.8;12.1;35.7;17.5;10.5;2.8;3.1;4.4;3.5;4.1;2021
233;510.8;0.5;33.5;19.5;18.3;28.2;16.1;8.6;15.4;35.0;15.5;9.4;3.3;3.7;4.5;4.0;4.7;2021
234;394.8;0.8;46.3;19.7;11.8;21.4;16.0;7.7;12.1;35.8;18.0;10.4;3.1;3.9;5.8;4.3;5.4;2021
235;413.1;0.9;40.0;20.8;12.9;25.4;15.6;7.6;11.8;35.2;18.4;11.4;3.6;4.0;5.6;4.4;5.2;2021
236;421.9;0.4;36.6;22.6;12.6;27.7;16.3;8.1;14.1;35.2;16.4;9.8;3.3;3.6;5.0;3.9;4.5;2021
237;386.8;0.7;29.7;20.2;15.7;33.8;14.8;9.3;12.5;34.1;17.7;11.4;3.7;2.9;6.1;4.3;4.9;2021
238;448.7;0.5;43.6;16.7;17.7;21.5;14.7;7.1;11.4;35.2;19.1;12.5;4.1;4.6;5.9;4.6;5.1;2021
239;423.0;0.6;40.9;22.4;10.6;25.6;14.8;7.1;10.6;34.1;19.7;13.7;4.3;4.9;6.5;5.3;6.2;2021
240;358.7;0.6;39.5;24.1;10.2;25.6;15.5;7.0;11.1;36.1;18.9;11.4;3.3;3.4;5.7;3.9;4.4;2021
241;380.2;1.0;41.9;18.9;9.6;28.7;17.0;7.8;12.0;35.1;17.4;10.7;3.3;3.0;5.0;3.7;4.0;2021
242;572.3;0.3;37.9;13.1;23.9;24.9;16.9;8.5;14.2;34.7;15.7;10.0;3.3;2.7;4.6;3.6;3.8;2021
243;313.4;0.9;32.6;23.3;16.5;26.8;16.5;7.3;12.3;36.2;17.0;10.6;3.9;4.4;5.0;4.4;4.9;2021
244;596.3;0.5;20.2;22.4;33.3;23.6;16.0;8.1;15.8;34.2;15.1;10.8;6.2;5.6;7.5;6.7;7.1;2021
245;566.9;0.5;21.9;22.5;31.5;23.7;16.1;8.0;15.2;34.4;15.3;11.0;5.9;5.4;7.2;6.4;6.8;2021
246;321.8;0.5;40.6;22.6;10.1;26.2;16.6;7.2;11.0;36.2;17.7;11.4;2.7;2.8;4.2;3.1;3.5;2021
247;409.0;0.4;34.5;26.5;17.4;21.2;16.2;7.1;12.1;35.8;17.7;11.0;4.4;4.4;5.1;4.6;4.8;2021
248;361.6;0.8;40.4;17.4;10.2;31.2;16.0;7.1;11.0;35.0;19.2;11.6;3.2;3.1;5.0;3.6;3.8;2021
249;358.3;0.8;50.6;18.2;10.4;20.0;15.9;7.2;11.1;35.7;18.6;11.5;3.1;3.3;4.1;3.4;3.5;2021
250;436.3;1.2;41.3;22.5;11.2;23.9;16.3;7.5;12.3;34.6;17.9;11.4;3.6;2.8;4.4;3.7;3.8;2021
251;455.7;0.6;19.5;22.5;21.8;35.6;14.9;9.6;15.1;32.8;16.7;10.9;3.0;2.5;4.3;3.4;3.8;2021
252;476.3;0.1;24.9;19.1;21.3;34.5;15.5;9.0;16.5;33.6;14.9;10.6;5.9;5.1;7.5;6.4;6.8;2021
253;298.1;0.9;37.4;28.2;14.0;19.5;17.8;7.4;11.4;36.2;16.6;10.6;3.0;2.8;4.6;3.3;3.6;2021
254;408.4;1.2;46.0;20.4;11.9;20.4;17.3;7.9;12.1;35.7;16.8;10.2;2.5;2.6;3.6;2.8;3.0;2021
255;391.5;0.5;41.4;23.4;10.9;23.8;17.2;8.0;12.7;35.5;16.3;10.2;3.1;2.8;4.3;3.2;3.3;2021
256;405.4;0.9;34.6;26.0;17.4;21.1;16.2;7.6;12.3;34.5;17.2;12.2;3.5;3.1;5.0;3.8;4.1;2021
257;412.6;0.7;45.3;20.9;9.9;23.2;17.1;7.6;12.2;34.7;17.0;11.5;3.2;3.0;5.0;3.5;3.7;2021
258;665.3;0.1;23.3;14.3;35.2;27.0;15.4;8.4;18.5;34.6;13.1;10.0;5.2;4.0;6.2;5.6;5.8;2021
259;665.3;0.1;23.3;14.3;35.2;27.0;15.4;8.4;18.5;34.6;13.1;10.0;5.2;4.0;6.2;5.6;5.8;2021
260;462.1;0.1;37.7;20.6;24.4;17.2;18.0;7.3;13.1;35.4;15.3;10.9;4.0;3.0;5.2;4.1;4.2;2021
261;411.1;0.4;38.4;21.4;20.2;19.6;16.9;8.0;13.3;35.4;14.9;11.4;4.0;3.8;5.0;4.4;4.7;2021
262;413.7;0.4;38.4;21.3;20.4;19.4;16.9;7.7;12.7;35.5;16.3;11.0;4.0;3.8;5.0;4.4;4.7;2021
263;339.0;0.3;41.2;20.1;14.9;23.5;17.0;7.6;12.1;34.8;16.8;11.6;4.6;4.4;5.8;4.9;5.2;2021
264;356.2;0.5;38.9;20.5;16.0;24.1;17.1;7.6;12.1;35.5;16.1;11.6;4.3;3.5;5.2;4.6;4.9;2021
265;381.0;0.7;35.3;23.9;19.8;20.3;17.7;7.4;13.6;35.6;15.0;10.8;3.7;3.1;4.8;3.7;3.8;2021
266;393.0;0.7;39.1;22.3;19.0;18.9;17.5;7.4;12.4;36.0;16.1;10.5;3.8;3.1;4.7;3.8;3.9;2021
267;472.1;0.5;36.8;20.8;20.4;21.5;17.6;8.1;13.5;35.0;15.7;10.1;4.6;3.9;5.2;4.8;5.0;2021
268;466.3;0.8;46.3;22.4;12.9;17.6;17.6;7.9;12.8;35.1;16.8;9.8;3.4;3.0;4.5;3.6;3.7;2021
269;385.1;0.4;43.7;18.2;13.6;24.1;17.2;8.1;12.0;34.8;17.0;11.0;4.0;3.0;5.1;4.2;4.3;2021
270;402.3;0.4;46.4;17.1;13.4;22.7;17.2;8.0;12.3;34.6;16.7;11.3;4.3;3.3;5.3;4.4;4.5;2021
271;575.3;0.1;15.3;21.5;35.5;27.6;14.3;11.0;17.5;33.1;14.0;10.1;4.7;3.9;6.1;5.2;5.6;2021
272;356.6;0.4;35.3;20.6;23.5;20.2;16.5;7.2;11.5;35.7;17.5;11.6;3.5;3.7;4.6;3.8;4.1;2021
273;433.7;0.4;44.6;18.4;16.1;20.5;16.1;7.1;11.6;35.4;17.9;11.9;4.3;3.9;5.1;4.5;4.7;2021
274;445.2;0.3;18.8;17.4;26.5;37.1;15.6;10.3;15.6;33.1;14.8;10.6;4.4;3.3;6.0;5.0;5.5;2021
275;609.5;0.1;27.0;22.7;27.3;22.9;15.4;10.0;16.7;33.8;14.3;9.7;7.6;3.2;8.3;7.7;7.8;2021
276;369.4;0.6;45.0;17.8;9.5;27.1;16.4;7.5;11.5;34.8;18.5;11.4;3.8;3.5;5.0;4.0;4.2;2021
277;325.3;0.5;28.0;21.1;28.0;22.4;17.2;7.3;11.7;35.8;17.4;10.7;4.3;3.9;5.4;4.7;5.0;2021
278;343.5;0.4;32.4;20.8;25.3;21.1;16.7;7.2;12.4;36.1;17.0;10.6;3.9;3.8;4.9;4.2;4.5;2021
279;374.7;0.2;41.5;21.8;14.3;22.3;17.5;8.0;12.5;34.5;16.3;11.2;5.0;4.6;5.4;5.2;5.3;2021
280;348.2;0.3;41.0;23.1;9.2;26.4;17.2;7.7;11.8;35.2;17.2;10.9;3.9;2.9;5.0;4.1;4.2;2021
281;491.3;0.3;17.7;21.8;19.0;41.2;16.4;10.5;16.7;32.7;14.4;9.4;4.6;3.1;5.7;5.3;6.0;2021
282;336.4;0.8;37.5;24.5;12.4;24.7;17.6;7.2;11.9;35.2;16.9;11.1;4.1;3.3;5.3;4.7;5.3;2021
283;370.0;0.7;40.8;20.9;11.7;26.0;17.7;7.5;11.9;35.2;17.1;10.7;3.5;2.9;4.2;3.8;4.0;2021
284;426.0;0.6;38.9;23.7;11.8;25.1;16.9;7.6;12.2;34.7;17.5;11.1;3.9;3.3;4.5;4.0;4.2;2021
285;444.3;0.2;58.0;15.4;8.5;18.0;18.1;7.8;12.4;34.5;16.3;10.9;3.6;3.7;4.1;3.7;3.9;2021
286;413.0;0.3;43.5;19.6;11.8;24.8;16.9;7.6;12.4;33.6;17.3;12.1;4.2;4.1;4.8;4.6;4.9;2021
287;360.6;1.0;28.7;24.5;15.7;30.0;16.4;9.7;12.9;33.5;16.1;11.4;4.1;3.3;5.1;4.7;5.2;2021
288;319.8;0.7;36.9;26.1;10.4;25.8;17.7;7.5;11.6;34.4;17.5;11.4;3.6;3.3;5.0;4.2;4.8;2021
289;401.5;0.4;39.7;18.2;16.8;24.8;17.4;7.9;12.2;35.0;16.3;11.2;4.3;4.0;4.6;4.6;4.8;2021
290;370.5;1.5;30.0;16.7;12.9;39.0;16.8;10.5;14.7;33.2;15.5;9.3;3.1;2.5;4.3;3.6;4.0;2021
291;468.6;0.4;32.9;22.7;18.5;25.4;17.5;8.8;14.1;34.3;15.3;10.0;3.4;3.6;4.3;3.7;4.0;2021
292;431.4;0.7;52.7;16.2;10.5;19.9;18.7;7.8;12.6;35.2;16.0;9.6;2.6;2.6;3.3;2.9;3.1;2021
293;426.0;1.0;45.4;17.3;12.2;24.2;16.8;7.5;11.9;34.5;17.4;11.9;3.5;2.9;4.2;3.6;3.6;2021
294;424.1;0.7;36.8;19.9;13.8;28.7;17.4;8.5;12.9;34.5;16.2;10.4;3.0;3.2;3.8;3.4;3.7;2021
295;369.7;0.7;46.1;20.2;9.0;24.0;16.7;7.9;12.1;34.5;17.3;11.6;3.9;3.9;4.8;4.1;4.2;2021
296;460.7;0.1;22.6;19.7;25.1;32.6;15.0;8.3;13.9;32.8;18.4;11.7;9.2;8.1;9.2;10.3;11.4;2021
297;339.7;0.4;35.6;24.2;13.8;25.9;15.0;6.7;11.3;34.8;20.0;12.2;5.0;3.7;5.9;5.7;6.2;2021
298;329.8;0.4;33.9;20.6;14.6;30.6;14.2;6.4;10.9;34.9;20.6;12.9;5.8;5.3;6.1;6.3;6.7;2021
299;421.5;0.2;33.9;19.9;16.6;29.5;14.8;7.0;11.4;33.9;19.9;13.1;6.2;6.3;7.2;7.0;7.6;2021
