kurzbezeichnung;wahlkreis_id;jahr;anzahl
CDU;1;2021;36421
SPD;1;2021;45508
FDP;1;2021;19189
GRÜNE;1;2021;33300
AfD;1;2021;10317
DIE LINKE;1;2021;7475
Die PARTEI;1;2021;1844
FREIE WÄHLER;1;2021;1715
NPD;1;2021;138
ÖDP;1;2021;132
MLPD;1;2021;12
dieBasis;1;2021;2866
DKP;1;2021;40
du.;1;2021;118
LKR;1;2021;73
Die Humanisten;1;2021;157
Tierschutzpartei;1;2021;1990
SSW;1;2021;16415
Team Todenhöfer;1;2021;318
Volt;1;2021;403
V-Partei³;1;2021;194
CDU;2;2021;35511
SPD;2;2021;37926
FDP;2;2021;18350
GRÜNE;2;2021;22588
AfD;2;2021;8798
DIE LINKE;2;2021;4437
Die PARTEI;2;2021;1322
FREIE WÄHLER;2;2021;1081
NPD;2;2021;146
ÖDP;2;2021;121
MLPD;2;2021;26
dieBasis;2;2021;1836
DKP;2;2021;33
du.;2;2021;59
LKR;2;2021;60
Die Humanisten;2;2021;130
Tierschutzpartei;2;2021;1604
SSW;2;2021;9516
Team Todenhöfer;2;2021;239
Volt;2;2021;237
V-Partei³;2;2021;125
CDU;3;2021;32842
SPD;3;2021;37468
FDP;3;2021;18492
GRÜNE;3;2021;19237
AfD;3;2021;11303
DIE LINKE;3;2021;4524
Die PARTEI;3;2021;1346
FREIE WÄHLER;3;2021;1713
NPD;3;2021;190
ÖDP;3;2021;105
MLPD;3;2021;25
dieBasis;3;2021;1712
DKP;3;2021;29
du.;3;2021;77
LKR;3;2021;84
Die Humanisten;3;2021;118
Tierschutzpartei;3;2021;1719
SSW;3;2021;3366
Team Todenhöfer;3;2021;283
Volt;3;2021;226
V-Partei³;3;2021;250
CDU;4;2021;38517
SPD;4;2021;43148
FDP;4;2021;19322
GRÜNE;4;2021;28828
AfD;4;2021;10564
DIE LINKE;4;2021;5163
Die PARTEI;4;2021;1618
FREIE WÄHLER;4;2021;1174
NPD;4;2021;158
ÖDP;4;2021;122
MLPD;4;2021;33
dieBasis;4;2021;2375
DKP;4;2021;23
du.;4;2021;69
LKR;4;2021;49
Die Humanisten;4;2021;136
Tierschutzpartei;4;2021;1728
SSW;4;2021;7304
Team Todenhöfer;4;2021;244
Volt;4;2021;253
V-Partei³;4;2021;127
CDU;5;2021;23920
SPD;5;2021;40338
FDP;5;2021;16110
GRÜNE;5;2021;44089
AfD;5;2021;7654
DIE LINKE;5;2021;9430
Die PARTEI;5;2021;2185
FREIE WÄHLER;5;2021;954
NPD;5;2021;122
ÖDP;5;2021;116
MLPD;5;2021;39
dieBasis;5;2021;1924
DKP;5;2021;88
du.;5;2021;114
LKR;5;2021;50
Die Humanisten;5;2021;299
Tierschutzpartei;5;2021;1676
SSW;5;2021;4486
Team Todenhöfer;5;2021;747
Volt;5;2021;556
V-Partei³;5;2021;171
CDU;6;2021;30290
SPD;6;2021;38670
FDP;6;2021;15901
GRÜNE;6;2021;23051
AfD;6;2021;9741
DIE LINKE;6;2021;4232
Die PARTEI;6;2021;1300
FREIE WÄHLER;6;2021;1275
NPD;6;2021;242
ÖDP;6;2021;94
MLPD;6;2021;23
dieBasis;6;2021;2007
DKP;6;2021;34
du.;6;2021;70
LKR;6;2021;94
Die Humanisten;6;2021;111
Tierschutzpartei;6;2021;1446
SSW;6;2021;3203
Team Todenhöfer;6;2021;415
Volt;6;2021;230
V-Partei³;6;2021;98
CDU;7;2021;42057
SPD;7;2021;55693
FDP;7;2021;25663
GRÜNE;7;2021;34291
AfD;7;2021;13080
DIE LINKE;7;2021;6363
Die PARTEI;7;2021;1805
FREIE WÄHLER;7;2021;1731
NPD;7;2021;188
ÖDP;7;2021;202
MLPD;7;2021;21
dieBasis;7;2021;2389
DKP;7;2021;59
du.;7;2021;127
LKR;7;2021;108
Die Humanisten;7;2021;182
Tierschutzpartei;7;2021;2320
SSW;7;2021;2527
Team Todenhöfer;7;2021;799
Volt;7;2021;457
V-Partei³;7;2021;208
CDU;8;2021;44285
SPD;8;2021;56658
FDP;8;2021;27675
GRÜNE;8;2021;33361
AfD;8;2021;14527
DIE LINKE;8;2021;6468
Die PARTEI;8;2021;2226
FREIE WÄHLER;8;2021;2297
NPD;8;2021;225
ÖDP;8;2021;194
MLPD;8;2021;30
dieBasis;8;2021;2839
DKP;8;2021;54
du.;8;2021;119
LKR;8;2021;53
Die Humanisten;8;2021;186
Tierschutzpartei;8;2021;2663
SSW;8;2021;3108
Team Todenhöfer;8;2021;586
Volt;8;2021;509
V-Partei³;8;2021;202
CDU;9;2021;35564
SPD;9;2021;42520
FDP;9;2021;17986
GRÜNE;9;2021;22314
AfD;9;2021;10073
DIE LINKE;9;2021;4036
Die PARTEI;9;2021;1104
FREIE WÄHLER;9;2021;1603
NPD;9;2021;198
ÖDP;9;2021;102
MLPD;9;2021;13
dieBasis;9;2021;1691
DKP;9;2021;28
du.;9;2021;65
LKR;9;2021;29
Die Humanisten;9;2021;88
Tierschutzpartei;9;2021;1729
SSW;9;2021;2241
Team Todenhöfer;9;2021;182
Volt;9;2021;289
V-Partei³;9;2021;111
CDU;10;2021;45364
SPD;10;2021;56422
FDP;10;2021;27725
GRÜNE;10;2021;32475
AfD;10;2021;14682
DIE LINKE;10;2021;6325
Die PARTEI;10;2021;1791
FREIE WÄHLER;10;2021;2204
NPD;10;2021;261
ÖDP;10;2021;217
MLPD;10;2021;29
dieBasis;10;2021;2237
DKP;10;2021;82
du.;10;2021;105
LKR;10;2021;48
Die Humanisten;10;2021;160
Tierschutzpartei;10;2021;2283
SSW;10;2021;1746
Team Todenhöfer;10;2021;829
Volt;10;2021;447
V-Partei³;10;2021;155
CDU;11;2021;23628
SPD;11;2021;39704
FDP;11;2021;13626
GRÜNE;11;2021;29229
AfD;11;2021;8827
DIE LINKE;11;2021;5785
Die PARTEI;11;2021;1329
FREIE WÄHLER;11;2021;1296
NPD;11;2021;166
ÖDP;11;2021;134
MLPD;11;2021;71
dieBasis;11;2021;1531
DKP;11;2021;46
du.;11;2021;106
LKR;11;2021;67
Die Humanisten;11;2021;196
Tierschutzpartei;11;2021;1495
SSW;11;2021;1666
Team Todenhöfer;11;2021;663
Volt;11;2021;550
V-Partei³;11;2021;122
CDU;12;2021;26383
AfD;12;2021;24185
DIE LINKE;12;2021;16604
SPD;12;2021;49271
FDP;12;2021;13242
GRÜNE;12;2021;12419
Tierschutzpartei;12;2021;2645
NPD;12;2021;1112
Die PARTEI;12;2021;1252
FREIE WÄHLER;12;2021;2476
MLPD;12;2021;117
ÖDP;12;2021;151
dieBasis;12;2021;2207
DKP;12;2021;121
Die Humanisten;12;2021;175
PIRATEN;12;2021;1023
Team Todenhöfer;12;2021;399
Volt;12;2021;381
CDU;13;2021;24621
AfD;13;2021;24673
DIE LINKE;13;2021;14979
SPD;13;2021;46846
FDP;13;2021;11638
GRÜNE;13;2021;10147
Tierschutzpartei;13;2021;2562
NPD;13;2021;889
Die PARTEI;13;2021;1019
FREIE WÄHLER;13;2021;2384
MLPD;13;2021;65
ÖDP;13;2021;195
dieBasis;13;2021;2610
DKP;13;2021;109
Die Humanisten;13;2021;157
PIRATEN;13;2021;624
Team Todenhöfer;13;2021;332
Volt;13;2021;254
CDU;14;2021;23103
AfD;14;2021;20658
DIE LINKE;14;2021;21491
SPD;14;2021;47280
FDP;14;2021;14852
GRÜNE;14;2021;20941
Tierschutzpartei;14;2021;3935
NPD;14;2021;696
Die PARTEI;14;2021;2036
FREIE WÄHLER;14;2021;1871
MLPD;14;2021;152
ÖDP;14;2021;274
dieBasis;14;2021;3488
DKP;14;2021;147
Die Humanisten;14;2021;290
PIRATEN;14;2021;854
Team Todenhöfer;14;2021;408
Volt;14;2021;501
CDU;15;2021;30910
AfD;15;2021;31303
DIE LINKE;15;2021;18857
SPD;15;2021;41583
FDP;15;2021;13776
GRÜNE;15;2021;14654
Tierschutzpartei;15;2021;5169
NPD;15;2021;758
Die PARTEI;15;2021;1576
FREIE WÄHLER;15;2021;1975
MLPD;15;2021;123
ÖDP;15;2021;201
dieBasis;15;2021;2904
DKP;15;2021;152
Die Humanisten;15;2021;295
PIRATEN;15;2021;797
Team Todenhöfer;15;2021;392
Volt;15;2021;354
CDU;16;2021;28684
AfD;16;2021;35102
DIE LINKE;16;2021;15370
SPD;16;2021;40339
FDP;16;2021;11438
GRÜNE;16;2021;6616
Tierschutzpartei;16;2021;3803
NPD;16;2021;2006
Die PARTEI;16;2021;1033
FREIE WÄHLER;16;2021;2183
MLPD;16;2021;89
ÖDP;16;2021;123
dieBasis;16;2021;2822
DKP;16;2021;140
Die Humanisten;16;2021;220
PIRATEN;16;2021;518
Team Todenhöfer;16;2021;348
Volt;16;2021;204
UNABHÄNGIGE;16;2021;0
CDU;17;2021;26402
AfD;17;2021;29421
DIE LINKE;17;2021;14434
SPD;17;2021;42049
FDP;17;2021;10609
GRÜNE;17;2021;7179
Tierschutzpartei;17;2021;2468
NPD;17;2021;939
Die PARTEI;17;2021;984
FREIE WÄHLER;17;2021;2455
MLPD;17;2021;163
ÖDP;17;2021;245
dieBasis;17;2021;2305
DKP;17;2021;85
Die Humanisten;17;2021;140
PIRATEN;17;2021;443
Team Todenhöfer;17;2021;267
Volt;17;2021;210
CDU;18;2021;19982
SPD;18;2021;51170
GRÜNE;18;2021;49791
DIE LINKE;18;2021;15593
FDP;18;2021;18723
AfD;18;2021;9100
Die PARTEI;18;2021;2494
Tierschutzpartei;18;2021;2486
FREIE WÄHLER;18;2021;974
ÖDP;18;2021;370
V-Partei³;18;2021;303
NPD;18;2021;130
MLPD;18;2021;70
DKP;18;2021;112
dieBasis;18;2021;2396
BÜNDNIS21;18;2021;77
du.;18;2021;398
LKR;18;2021;50
Die Humanisten;18;2021;275
PIRATEN;18;2021;905
Team Todenhöfer;18;2021;2019
Volt;18;2021;1137
CDU;19;2021;22478
SPD;19;2021;38865
GRÜNE;19;2021;46162
DIE LINKE;19;2021;13667
FDP;19;2021;16543
AfD;19;2021;5036
Die PARTEI;19;2021;1593
Tierschutzpartei;19;2021;1405
FREIE WÄHLER;19;2021;524
ÖDP;19;2021;246
V-Partei³;19;2021;160
NPD;19;2021;56
MLPD;19;2021;84
DKP;19;2021;92
dieBasis;19;2021;2237
BÜNDNIS21;19;2021;55
du.;19;2021;228
LKR;19;2021;24
Die Humanisten;19;2021;129
PIRATEN;19;2021;571
Team Todenhöfer;19;2021;1054
Volt;19;2021;886
CDU;20;2021;23843
SPD;20;2021;44911
GRÜNE;20;2021;47983
DIE LINKE;20;2021;10847
FDP;20;2021;18190
AfD;20;2021;5662
Die PARTEI;20;2021;1358
Tierschutzpartei;20;2021;1682
FREIE WÄHLER;20;2021;761
ÖDP;20;2021;235
V-Partei³;20;2021;139
NPD;20;2021;53
MLPD;20;2021;47
DKP;20;2021;100
dieBasis;20;2021;1895
BÜNDNIS21;20;2021;42
du.;20;2021;188
LKR;20;2021;24
Die Humanisten;20;2021;149
PIRATEN;20;2021;500
Team Todenhöfer;20;2021;850
Volt;20;2021;906
CDU;21;2021;34387
SPD;21;2021;51575
GRÜNE;21;2021;46531
DIE LINKE;21;2021;8741
FDP;21;2021;26247
AfD;21;2021;6811
Die PARTEI;21;2021;1443
Tierschutzpartei;21;2021;1893
FREIE WÄHLER;21;2021;939
ÖDP;21;2021;292
V-Partei³;21;2021;220
NPD;21;2021;79
MLPD;21;2021;48
DKP;21;2021;72
dieBasis;21;2021;2535
BÜNDNIS21;21;2021;53
du.;21;2021;150
LKR;21;2021;64
Die Humanisten;21;2021;182
PIRATEN;21;2021;606
Team Todenhöfer;21;2021;875
Volt;21;2021;948
CDU;22;2021;29103
SPD;22;2021;59298
GRÜNE;22;2021;32134
DIE LINKE;22;2021;8852
FDP;22;2021;19225
AfD;22;2021;11290
Die PARTEI;22;2021;1615
Tierschutzpartei;22;2021;2561
FREIE WÄHLER;22;2021;1084
ÖDP;22;2021;427
V-Partei³;22;2021;202
NPD;22;2021;169
MLPD;22;2021;49
DKP;22;2021;69
dieBasis;22;2021;2481
BÜNDNIS21;22;2021;83
du.;22;2021;169
LKR;22;2021;44
Die Humanisten;22;2021;235
PIRATEN;22;2021;1048
Team Todenhöfer;22;2021;1871
Volt;22;2021;812
CDU;23;2021;25427
SPD;23;2021;52523
GRÜNE;23;2021;27931
DIE LINKE;23;2021;9878
FDP;23;2021;15674
AfD;23;2021;12638
Die PARTEI;23;2021;1644
Tierschutzpartei;23;2021;2298
FREIE WÄHLER;23;2021;1319
ÖDP;23;2021;446
V-Partei³;23;2021;195
NPD;23;2021;161
MLPD;23;2021;50
DKP;23;2021;87
dieBasis;23;2021;2417
BÜNDNIS21;23;2021;76
du.;23;2021;208
LKR;23;2021;42
Die Humanisten;23;2021;233
PIRATEN;23;2021;747
Team Todenhöfer;23;2021;2283
Volt;23;2021;740
CDU;24;2021;24066
SPD;24;2021;59038
FDP;24;2021;12113
AfD;24;2021;11173
GRÜNE;24;2021;17668
DIE LINKE;24;2021;4671
Die PARTEI;24;2021;1130
Tierschutzpartei;24;2021;2220
FREIE WÄHLER;24;2021;1769
PIRATEN;24;2021;430
NPD;24;2021;147
V-Partei³;24;2021;65
ÖDP;24;2021;82
MLPD;24;2021;18
DKP;24;2021;34
dieBasis;24;2021;1027
du.;24;2021;86
LKR;24;2021;24
Die Humanisten;24;2021;86
Team Todenhöfer;24;2021;149
Volt;24;2021;198
CDU;25;2021;52067
SPD;25;2021;59229
FDP;25;2021;17671
AfD;25;2021;14248
GRÜNE;25;2021;18576
DIE LINKE;25;2021;4650
Die PARTEI;25;2021;1649
Tierschutzpartei;25;2021;2044
FREIE WÄHLER;25;2021;856
PIRATEN;25;2021;534
NPD;25;2021;161
V-Partei³;25;2021;97
ÖDP;25;2021;58
MLPD;25;2021;18
DKP;25;2021;28
dieBasis;25;2021;1619
du.;25;2021;92
LKR;25;2021;31
Die Humanisten;25;2021;103
Team Todenhöfer;25;2021;211
Volt;25;2021;334
CDU;26;2021;28535
SPD;26;2021;50448
FDP;26;2021;13874
AfD;26;2021;10951
GRÜNE;26;2021;17020
DIE LINKE;26;2021;4122
Die PARTEI;26;2021;1539
Tierschutzpartei;26;2021;2201
FREIE WÄHLER;26;2021;1512
PIRATEN;26;2021;419
NPD;26;2021;125
V-Partei³;26;2021;92
ÖDP;26;2021;62
MLPD;26;2021;50
DKP;26;2021;21
dieBasis;26;2021;1155
du.;26;2021;91
LKR;26;2021;34
Die Humanisten;26;2021;115
Team Todenhöfer;26;2021;298
Volt;26;2021;266
CDU;27;2021;32100
SPD;27;2021;55231
FDP;27;2021;17674
AfD;27;2021;8903
GRÜNE;27;2021;40919
DIE LINKE;27;2021;8344
Die PARTEI;27;2021;1481
Tierschutzpartei;27;2021;2009
FREIE WÄHLER;27;2021;1041
PIRATEN;27;2021;795
NPD;27;2021;107
V-Partei³;27;2021;137
ÖDP;27;2021;247
MLPD;27;2021;29
DKP;27;2021;51
dieBasis;27;2021;1729
du.;27;2021;85
LKR;27;2021;58
Die Humanisten;27;2021;176
Team Todenhöfer;27;2021;428
Volt;27;2021;1006
CDU;28;2021;36649
SPD;28;2021;55621
FDP;28;2021;18571
AfD;28;2021;12987
GRÜNE;28;2021;23973
DIE LINKE;28;2021;5046
Die PARTEI;28;2021;1545
Tierschutzpartei;28;2021;2310
FREIE WÄHLER;28;2021;1555
PIRATEN;28;2021;598
NPD;28;2021;150
V-Partei³;28;2021;108
ÖDP;28;2021;87
MLPD;28;2021;23
DKP;28;2021;26
dieBasis;28;2021;1698
du.;28;2021;83
LKR;28;2021;57
Die Humanisten;28;2021;134
Team Todenhöfer;28;2021;590
Volt;28;2021;347
CDU;29;2021;36586
SPD;29;2021;48858
FDP;29;2021;14052
AfD;29;2021;11000
GRÜNE;29;2021;17553
DIE LINKE;29;2021;3672
Die PARTEI;29;2021;1145
Tierschutzpartei;29;2021;2405
FREIE WÄHLER;29;2021;1535
PIRATEN;29;2021;433
NPD;29;2021;180
V-Partei³;29;2021;100
ÖDP;29;2021;87
MLPD;29;2021;16
DKP;29;2021;20
dieBasis;29;2021;1418
du.;29;2021;79
LKR;29;2021;31
Die Humanisten;29;2021;90
Team Todenhöfer;29;2021;231
Volt;29;2021;225
CDU;30;2021;39969
SPD;30;2021;48301
FDP;30;2021;16720
AfD;30;2021;11002
GRÜNE;30;2021;22091
DIE LINKE;30;2021;4301
Die PARTEI;30;2021;1388
Tierschutzpartei;30;2021;1881
FREIE WÄHLER;30;2021;1620
PIRATEN;30;2021;691
NPD;30;2021;175
V-Partei³;30;2021;107
ÖDP;30;2021;118
MLPD;30;2021;17
DKP;30;2021;28
dieBasis;30;2021;1485
du.;30;2021;80
LKR;30;2021;42
Die Humanisten;30;2021;119
Team Todenhöfer;30;2021;373
Volt;30;2021;378
CDU;31;2021;60733
SPD;31;2021;55461
FDP;31;2021;21101
AfD;31;2021;9235
GRÜNE;31;2021;22515
DIE LINKE;31;2021;3969
Die PARTEI;31;2021;1521
Tierschutzpartei;31;2021;1592
FREIE WÄHLER;31;2021;723
PIRATEN;31;2021;423
NPD;31;2021;107
V-Partei³;31;2021;74
ÖDP;31;2021;97
MLPD;31;2021;17
DKP;31;2021;22
dieBasis;31;2021;1070
du.;31;2021;90
LKR;31;2021;23
Die Humanisten;31;2021;132
Team Todenhöfer;31;2021;291
Volt;31;2021;243
CDU;32;2021;62837
SPD;32;2021;40212
FDP;32;2021;19747
AfD;32;2021;12772
GRÜNE;32;2021;18093
DIE LINKE;32;2021;3549
Die PARTEI;32;2021;1093
Tierschutzpartei;32;2021;1579
FREIE WÄHLER;32;2021;792
PIRATEN;32;2021;474
NPD;32;2021;104
V-Partei³;32;2021;67
ÖDP;32;2021;80
MLPD;32;2021;12
DKP;32;2021;17
dieBasis;32;2021;1088
du.;32;2021;92
LKR;32;2021;49
Die Humanisten;32;2021;104
Team Todenhöfer;32;2021;268
Volt;32;2021;323
CDU;33;2021;36915
SPD;33;2021;48196
FDP;33;2021;17628
AfD;33;2021;10372
GRÜNE;33;2021;21139
DIE LINKE;33;2021;3920
Die PARTEI;33;2021;1294
Tierschutzpartei;33;2021;1774
FREIE WÄHLER;33;2021;1322
PIRATEN;33;2021;465
NPD;33;2021;123
V-Partei³;33;2021;98
ÖDP;33;2021;113
MLPD;33;2021;21
DKP;33;2021;12
dieBasis;33;2021;1722
du.;33;2021;78
LKR;33;2021;39
Die Humanisten;33;2021;118
Team Todenhöfer;33;2021;395
Volt;33;2021;228
CDU;34;2021;36183
SPD;34;2021;49430
FDP;34;2021;15653
AfD;34;2021;11329
GRÜNE;34;2021;24183
DIE LINKE;34;2021;5253
Die PARTEI;34;2021;1134
Tierschutzpartei;34;2021;1986
FREIE WÄHLER;34;2021;1494
PIRATEN;34;2021;443
NPD;34;2021;125
V-Partei³;34;2021;112
ÖDP;34;2021;105
MLPD;34;2021;34
DKP;34;2021;27
dieBasis;34;2021;1661
du.;34;2021;103
LKR;34;2021;50
Die Humanisten;34;2021;131
Team Todenhöfer;34;2021;440
Volt;34;2021;343
CDU;35;2021;31119
SPD;35;2021;43196
FDP;35;2021;12526
AfD;35;2021;9945
GRÜNE;35;2021;16857
DIE LINKE;35;2021;3536
Die PARTEI;35;2021;1057
Tierschutzpartei;35;2021;1754
FREIE WÄHLER;35;2021;1433
PIRATEN;35;2021;444
NPD;35;2021;186
V-Partei³;35;2021;90
ÖDP;35;2021;107
MLPD;35;2021;14
DKP;35;2021;17
dieBasis;35;2021;1192
du.;35;2021;74
LKR;35;2021;42
Die Humanisten;35;2021;94
Team Todenhöfer;35;2021;180
Volt;35;2021;341
CDU;36;2021;39850
SPD;36;2021;46765
FDP;36;2021;20426
AfD;36;2021;11671
GRÜNE;36;2021;26777
DIE LINKE;36;2021;4682
Die PARTEI;36;2021;1193
Tierschutzpartei;36;2021;2360
FREIE WÄHLER;36;2021;2404
PIRATEN;36;2021;568
NPD;36;2021;138
V-Partei³;36;2021;113
ÖDP;36;2021;141
MLPD;36;2021;23
DKP;36;2021;23
dieBasis;36;2021;2452
du.;36;2021;95
LKR;36;2021;151
Die Humanisten;36;2021;130
Team Todenhöfer;36;2021;433
Volt;36;2021;347
CDU;37;2021;29032
SPD;37;2021;41262
FDP;37;2021;13241
AfD;37;2021;9145
GRÜNE;37;2021;30585
DIE LINKE;37;2021;6328
Die PARTEI;37;2021;1489
Tierschutzpartei;37;2021;1681
FREIE WÄHLER;37;2021;1161
PIRATEN;37;2021;453
NPD;37;2021;179
V-Partei³;37;2021;91
ÖDP;37;2021;147
MLPD;37;2021;25
DKP;37;2021;65
dieBasis;37;2021;2399
du.;37;2021;94
LKR;37;2021;53
Die Humanisten;37;2021;119
Team Todenhöfer;37;2021;189
Volt;37;2021;368
CDU;38;2021;42864
SPD;38;2021;48352
FDP;38;2021;16653
AfD;38;2021;10069
GRÜNE;38;2021;22160
DIE LINKE;38;2021;3870
Die PARTEI;38;2021;1090
Tierschutzpartei;38;2021;1397
FREIE WÄHLER;38;2021;824
PIRATEN;38;2021;403
NPD;38;2021;123
V-Partei³;38;2021;85
ÖDP;38;2021;88
MLPD;38;2021;12
DKP;38;2021;31
dieBasis;38;2021;1760
du.;38;2021;65
LKR;38;2021;16
Die Humanisten;38;2021;89
Team Todenhöfer;38;2021;300
Volt;38;2021;207
CDU;39;2021;34462
SPD;39;2021;44919
FDP;39;2021;14627
AfD;39;2021;6903
GRÜNE;39;2021;34546
DIE LINKE;39;2021;6224
Die PARTEI;39;2021;1341
Tierschutzpartei;39;2021;1284
FREIE WÄHLER;39;2021;543
PIRATEN;39;2021;437
NPD;39;2021;80
V-Partei³;39;2021;76
ÖDP;39;2021;125
MLPD;39;2021;11
DKP;39;2021;52
dieBasis;39;2021;1482
du.;39;2021;79
LKR;39;2021;25
Die Humanisten;39;2021;153
Team Todenhöfer;39;2021;598
Volt;39;2021;543
CDU;40;2021;33968
SPD;40;2021;49553
FDP;40;2021;14213
AfD;40;2021;12434
GRÜNE;40;2021;19968
DIE LINKE;40;2021;3842
Die PARTEI;40;2021;1211
Tierschutzpartei;40;2021;2078
FREIE WÄHLER;40;2021;1335
PIRATEN;40;2021;552
NPD;40;2021;154
V-Partei³;40;2021;97
ÖDP;40;2021;72
MLPD;40;2021;16
DKP;40;2021;21
dieBasis;40;2021;1457
du.;40;2021;79
LKR;40;2021;32
Die Humanisten;40;2021;108
Team Todenhöfer;40;2021;352
Volt;40;2021;250
CDU;41;2021;23410
SPD;41;2021;39511
FDP;41;2021;13282
AfD;41;2021;7677
GRÜNE;41;2021;30360
DIE LINKE;41;2021;5768
Die PARTEI;41;2021;1161
Tierschutzpartei;41;2021;1400
FREIE WÄHLER;41;2021;691
PIRATEN;41;2021;681
NPD;41;2021;87
V-Partei³;41;2021;121
ÖDP;41;2021;103
MLPD;41;2021;55
DKP;41;2021;63
dieBasis;41;2021;1192
du.;41;2021;72
LKR;41;2021;25
Die Humanisten;41;2021;180
Team Todenhöfer;41;2021;1073
Volt;41;2021;674
CDU;42;2021;22537
SPD;42;2021;40116
FDP;42;2021;13288
AfD;42;2021;6753
GRÜNE;42;2021;41976
DIE LINKE;42;2021;8831
Die PARTEI;42;2021;1705
Tierschutzpartei;42;2021;1479
FREIE WÄHLER;42;2021;698
PIRATEN;42;2021;769
NPD;42;2021;59
V-Partei³;42;2021;189
ÖDP;42;2021;122
MLPD;42;2021;70
DKP;42;2021;89
dieBasis;42;2021;1440
du.;42;2021;109
LKR;42;2021;20
Die Humanisten;42;2021;199
Team Todenhöfer;42;2021;1070
Volt;42;2021;931
CDU;43;2021;44529
SPD;43;2021;55464
FDP;43;2021;19550
AfD;43;2021;13295
GRÜNE;43;2021;26219
DIE LINKE;43;2021;4504
Die PARTEI;43;2021;1355
Tierschutzpartei;43;2021;2637
FREIE WÄHLER;43;2021;1077
PIRATEN;43;2021;692
NPD;43;2021;130
V-Partei³;43;2021;95
ÖDP;43;2021;113
MLPD;43;2021;36
DKP;43;2021;33
dieBasis;43;2021;1564
du.;43;2021;72
LKR;43;2021;66
Die Humanisten;43;2021;141
Team Todenhöfer;43;2021;802
Volt;43;2021;328
CDU;44;2021;40993
SPD;44;2021;48332
FDP;44;2021;17990
AfD;44;2021;14423
GRÜNE;44;2021;21882
DIE LINKE;44;2021;4680
Die PARTEI;44;2021;1454
Tierschutzpartei;44;2021;2169
FREIE WÄHLER;44;2021;1578
PIRATEN;44;2021;566
NPD;44;2021;176
V-Partei³;44;2021;124
ÖDP;44;2021;128
MLPD;44;2021;16
DKP;44;2021;34
dieBasis;44;2021;1592
du.;44;2021;75
LKR;44;2021;28
Die Humanisten;44;2021;99
Team Todenhöfer;44;2021;225
Volt;44;2021;266
CDU;45;2021;37839
SPD;45;2021;58846
FDP;45;2021;16238
AfD;45;2021;16048
GRÜNE;45;2021;21960
DIE LINKE;45;2021;4147
Die PARTEI;45;2021;1429
Tierschutzpartei;45;2021;2256
FREIE WÄHLER;45;2021;1627
PIRATEN;45;2021;642
NPD;45;2021;174
V-Partei³;45;2021;113
ÖDP;45;2021;184
MLPD;45;2021;28
DKP;45;2021;32
dieBasis;45;2021;1942
du.;45;2021;121
LKR;45;2021;74
Die Humanisten;45;2021;133
Team Todenhöfer;45;2021;582
Volt;45;2021;415
CDU;46;2021;29809
SPD;46;2021;48438
FDP;46;2021;13624
AfD;46;2021;11590
GRÜNE;46;2021;17274
DIE LINKE;46;2021;3734
Die PARTEI;46;2021;963
Tierschutzpartei;46;2021;1845
FREIE WÄHLER;46;2021;1122
PIRATEN;46;2021;463
NPD;46;2021;152
V-Partei³;46;2021;95
ÖDP;46;2021;72
MLPD;46;2021;10
DKP;46;2021;23
dieBasis;46;2021;1546
du.;46;2021;79
LKR;46;2021;30
Die Humanisten;46;2021;113
Team Todenhöfer;46;2021;416
Volt;46;2021;211
CDU;47;2021;40612
SPD;47;2021;62024
FDP;47;2021;18320
AfD;47;2021;13850
GRÜNE;47;2021;29201
DIE LINKE;47;2021;4994
Die PARTEI;47;2021;1432
Tierschutzpartei;47;2021;2535
FREIE WÄHLER;47;2021;1672
PIRATEN;47;2021;867
NPD;47;2021;169
V-Partei³;47;2021;125
ÖDP;47;2021;113
MLPD;47;2021;35
DKP;47;2021;36
dieBasis;47;2021;1650
du.;47;2021;86
LKR;47;2021;40
Die Humanisten;47;2021;158
Team Todenhöfer;47;2021;752
Volt;47;2021;421
CDU;48;2021;36504
SPD;48;2021;55439
FDP;48;2021;15397
AfD;48;2021;12161
GRÜNE;48;2021;26565
DIE LINKE;48;2021;5308
Die PARTEI;48;2021;1432
Tierschutzpartei;48;2021;2030
FREIE WÄHLER;48;2021;1054
PIRATEN;48;2021;793
NPD;48;2021;160
V-Partei³;48;2021;125
ÖDP;48;2021;143
MLPD;48;2021;32
DKP;48;2021;37
dieBasis;48;2021;1628
du.;48;2021;115
LKR;48;2021;31
Die Humanisten;48;2021;99
Team Todenhöfer;48;2021;416
Volt;48;2021;309
CDU;49;2021;33453
SPD;49;2021;53411
FDP;49;2021;13463
AfD;49;2021;14415
GRÜNE;49;2021;18105
DIE LINKE;49;2021;4478
Die PARTEI;49;2021;1274
Tierschutzpartei;49;2021;2156
FREIE WÄHLER;49;2021;1317
PIRATEN;49;2021;598
NPD;49;2021;240
V-Partei³;49;2021;100
ÖDP;49;2021;86
MLPD;49;2021;23
DKP;49;2021;19
dieBasis;49;2021;1362
du.;49;2021;86
LKR;49;2021;39
Die Humanisten;49;2021;94
Team Todenhöfer;49;2021;743
Volt;49;2021;260
CDU;50;2021;25929
SPD;50;2021;42377
FDP;50;2021;14046
AfD;50;2021;8238
GRÜNE;50;2021;33401
DIE LINKE;50;2021;6355
Die PARTEI;50;2021;1652
Tierschutzpartei;50;2021;1567
