Vornamen;Nachname;Geburtsjahr;partei;wahlkreis;bundesland;listenplatz;jahr
Kevin;Laukenings;1997;Die PARTEI;Delmenhorst – Wesermarsch – Oldenburg-Land;-1;-1;2021
Dieter;Holsten;1950;FREIE WÄHLER;Delmenhorst – Wesermarsch – Oldenburg-Land;-1;-1;2021
Frank-Rüdiger;Halt;1948;dieBasis;Delmenhorst – Wesermarsch – Oldenburg-Land;-1;-1;2021
Thomas Michael;Rappers;1962;LKR;Delmenhorst – Wesermarsch – Oldenburg-Land;-1;-1;2021
Enak Matthias;Ferlemann;1963;CDU;Cuxhaven – Stade II;-1;-1;2021
Daniel Dominik;Schneider;1976;SPD;Cuxhaven – Stade II;-1;-1;2021
Günter Ernst;Wichert;1966;FDP;Cuxhaven – Stade II;-1;-1;2021
Hans Olaf;Kappelt;1953;AfD;Cuxhaven – Stade II;-1;-1;2021
Peer Stefan;Wenzel;1962;GRÜNE;Cuxhaven – Stade II;-1;-1;2021
Dietmar Gerhard;Buttler;1953;DIE LINKE;Cuxhaven – Stade II;-1;-1;2021
Dirk;Sieling;1967;Die PARTEI;Cuxhaven – Stade II;-1;-1;2021
Susanne Sabine Cornelia;Berghoff;1956;Tierschutzpartei;Cuxhaven – Stade II;-1;-1;2021
Claudia;Theis;1966;FREIE WÄHLER;Cuxhaven – Stade II;-1;-1;2021
Peter Jens;Geest;1957;dieBasis;Cuxhaven – Stade II;-1;-1;2021
Oliver Klaus;Grundmann;1971;CDU;Stade I – Rotenburg II;-1;-1;2021
Kai;Köser;1978;SPD;Stade I – Rotenburg II;-1;-1;2021
Steven;Hermeling;1997;FDP;Stade I – Rotenburg II;-1;-1;2021
Marie-Thérèse;Kaiser;1996;AfD;Stade I – Rotenburg II;-1;-1;2021
Claas Fiete;Goldenstein;1993;GRÜNE;Stade I – Rotenburg II;-1;-1;2021
Klemens;Kowalski;1979;DIE LINKE;Stade I – Rotenburg II;-1;-1;2021
Richard Bodo;Klaus;1965;PIRATEN;Stade I – Rotenburg II;-1;-1;2021
Kai;Bartos;1975;dieBasis;Stade I – Rotenburg II;-1;-1;2021
Albert;Stegemann;1976;CDU;Mittelems;-1;-1;2021
Daniela Friederike;Ridder;1962;SPD;Mittelems;-1;-1;2021
Jens;Beeck;1969;FDP;Mittelems;-1;-1;2021
Danny;Meiners;1979;AfD;Mittelems;-1;-1;2021
Everhard;Hüsemann;1960;GRÜNE;Mittelems;-1;-1;2021
Helmuth;Hoffmann;1985;DIE LINKE;Mittelems;-1;-1;2021
Mario;Kehl;1972;dieBasis;Mittelems;-1;-1;2021
Silvia Maria;Breher;1973;CDU;Cloppenburg – Vechta;-1;-1;2021
Alexander;Bartz;1984;SPD;Cloppenburg – Vechta;-1;-1;2021
Carolin;Abeln;1992;FDP;Cloppenburg – Vechta;-1;-1;2021
Waldemar;Herdt;1962;AfD;Cloppenburg – Vechta;-1;-1;2021
Tanja;Meyer;1973;GRÜNE;Cloppenburg – Vechta;-1;-1;2021
Tom;Dobrowolski;1988;DIE LINKE;Cloppenburg – Vechta;-1;-1;2021
Melanie;Lorenz;1986;dieBasis;Cloppenburg – Vechta;-1;-1;2021
Axel;Knoerig;1967;CDU;Diepholz – Nienburg I;-1;-1;2021
Peggy;Schierenbeck;1970;SPD;Diepholz – Nienburg I;-1;-1;2021
Jan Andreas;Hinderks;1977;FDP;Diepholz – Nienburg I;-1;-1;2021
Alfons Josef August;Muhle;1957;AfD;Diepholz – Nienburg I;-1;-1;2021
Sylvia;Holste-Hagen;1961;GRÜNE;Diepholz – Nienburg I;-1;-1;2021
Jürgen;Abelmann;1958;DIE LINKE;Diepholz – Nienburg I;-1;-1;2021
Detlev;Pigors;1961;dieBasis;Diepholz – Nienburg I;-1;-1;2021
Rüdiger;Gums;1959;EB: Gums;Diepholz – Nienburg I;-1;-1;2021
Andreas;Mattfeldt;1969;CDU;Osterholz – Verden;-1;-1;2021
Michael;Harjes;1974;SPD;Osterholz – Verden;-1;-1;2021
Gero Clemens;Hocker;1975;FDP;Osterholz – Verden;-1;-1;2021
Lena Maria;Gumnior;1992;GRÜNE;Osterholz – Verden;-1;-1;2021
Mizgin;Ciftci;1992;DIE LINKE;Osterholz – Verden;-1;-1;2021
Dominique;Paetz;1985;FREIE WÄHLER;Osterholz – Verden;-1;-1;2021
Anton;Körner;1974;dieBasis;Osterholz – Verden;-1;-1;2021
Carsten;Büttinghaus;1982;CDU;Rotenburg I – Heidekreis;-1;-1;2021
Lars;Klingbeil;1978;SPD;Rotenburg I – Heidekreis;-1;-1;2021
Claus Alexander;Künzle;1985;FDP;Rotenburg I – Heidekreis;-1;-1;2021
Volker Hans Markus;Körlin;1960;AfD;Rotenburg I – Heidekreis;-1;-1;2021
Michael;Kopatz;1971;GRÜNE;Rotenburg I – Heidekreis;-1;-1;2021
Kathrin Susanne;Otte;1961;DIE LINKE;Rotenburg I – Heidekreis;-1;-1;2021
Günter Werner;Scheunemann;1954;FREIE WÄHLER;Rotenburg I – Heidekreis;-1;-1;2021
Michael;Grosse-Brömer;1960;CDU;Harburg;-1;-1;2021
Svenja;Stadler;1976;SPD;Harburg;-1;-1;2021
Nino;Ruschmeyer;1981;FDP;Harburg;-1;-1;2021
Henning;Schwieger;1960;AfD;Harburg;-1;-1;2021
Nadja;Weippert;1982;GRÜNE;Harburg;-1;-1;2021
Joachim;Kotteck;1952;DIE LINKE;Harburg;-1;-1;2021
Mona;Jonas-Tadjik;1981;Tierschutzpartei;Harburg;-1;-1;2021
Willy Walter;Klingenberg;1962;FREIE WÄHLER;Harburg;-1;-1;2021
Christian Holger;Bahr;1971;dieBasis;Harburg;-1;-1;2021
Hans-Christian;Schröder;1962;LKR;Harburg;-1;-1;2021
Eckhard;Pols;1962;CDU;Lüchow-Dannenberg – Lüneburg;-1;-1;2021
Jakob;Blankenburg;1997;SPD;Lüchow-Dannenberg – Lüneburg;-1;-1;2021
Edzard Aurelius;Schmidt-Jortzig;1969;FDP;Lüchow-Dannenberg – Lüneburg;-1;-1;2021
Armin-Paulus;Hampel;1957;AfD;Lüchow-Dannenberg – Lüneburg;-1;-1;2021
Julia Maria Kornelia;Verlinden;1979;GRÜNE;Lüchow-Dannenberg – Lüneburg;-1;-1;2021
Thorben;Peters;1987;DIE LINKE;Lüchow-Dannenberg – Lüneburg;-1;-1;2021
Meike;Hilbeck;1998;Die PARTEI;Lüchow-Dannenberg – Lüneburg;-1;-1;2021
Volker;Heinecke;1975;FREIE WÄHLER;Lüchow-Dannenberg – Lüneburg;-1;-1;2021
Sören;Köppen;1975;dieBasis;Lüchow-Dannenberg – Lüneburg;-1;-1;2021
Fronke Christian;Gerken;1960;LKR;Lüchow-Dannenberg – Lüneburg;-1;-1;2021
Tristan;Großkopf;1999;EB: Großkopf;Lüchow-Dannenberg – Lüneburg;-1;-1;2021
André;Berghegger;1972;CDU;Osnabrück-Land;-1;-1;2021
Anke;Hennig;1964;SPD;Osnabrück-Land;-1;-1;2021
Matthias;Seestern-Pauly;1984;FDP;Osnabrück-Land;-1;-1;2021
Roland;Lapinskas;1981;AfD;Osnabrück-Land;-1;-1;2021
Filiz;Polat;1978;GRÜNE;Osnabrück-Land;-1;-1;2021
Swen;Adams;1976;DIE LINKE;Osnabrück-Land;-1;-1;2021
Josef Heinrich Nikolaus;Vagedes;1952;FREIE WÄHLER;Osnabrück-Land;-1;-1;2021
Jürgen Wilhelm Walter Joachim;Wehlburg;1957;dieBasis;Osnabrück-Land;-1;-1;2021
Mathias Wolfgang Antonius;Middelberg;1964;CDU;Stadt Osnabrück;-1;-1;2021
Manuel;Gava;1991;SPD;Stadt Osnabrück;-1;-1;2021
Nemir;Ali;1996;FDP;Stadt Osnabrück;-1;-1;2021
Florian Fritz;Meyer;1982;AfD;Stadt Osnabrück;-1;-1;2021
Thomas;Klein;1955;GRÜNE;Stadt Osnabrück;-1;-1;2021
Heidi;Reichinnek;1988;DIE LINKE;Stadt Osnabrück;-1;-1;2021
Joachim Fritz Anton;Bigus;1958;DKP;Stadt Osnabrück;-1;-1;2021
Maria Anita;Haunhorst;1956;dieBasis;Stadt Osnabrück;-1;-1;2021
Maik;Beermann;1981;CDU;Nienburg II – Schaumburg;-1;-1;2021
Marja-Liisa;Völlers;1984;SPD;Nienburg II – Schaumburg;-1;-1;2021
Anton Marcus Hendrikus;Born;1962;FDP;Nienburg II – Schaumburg;-1;-1;2021
Thorsten;Althaus;1969;AfD;Nienburg II – Schaumburg;-1;-1;2021
Katja;Keul;1969;GRÜNE;Nienburg II – Schaumburg;-1;-1;2021
Lennart Jan;Dahms;2002;DIE LINKE;Nienburg II – Schaumburg;-1;-1;2021
Gabriele;Tautz;1963;Tierschutzpartei;Nienburg II – Schaumburg;-1;-1;2021
Sabine;Hartung;1962;FREIE WÄHLER;Nienburg II – Schaumburg;-1;-1;2021
Rainer Kurt;Schippers;1978;dieBasis;Nienburg II – Schaumburg;-1;-1;2021
Heinz Josef;Weich;1951;EB: Weich;Nienburg II – Schaumburg;-1;-1;2021
Maximilian Marius;Oppelt;1986;CDU;Stadt Hannover I;-1;-1;2021
Adis;Ahmetovic;1993;SPD;Stadt Hannover I;-1;-1;2021
Katharina Johanna;Wieking;1993;FDP;Stadt Hannover I;-1;-1;2021
Jörn Harald;König;1967;AfD;Stadt Hannover I;-1;-1;2021
Swantje Henrike;Michaelsen;1979;GRÜNE;Stadt Hannover I;-1;-1;2021
Hans-Herbert;Ullrich;1958;DIE LINKE;Stadt Hannover I;-1;-1;2021
Jens Manuel;Bolm;1982;Die PARTEI;Stadt Hannover I;-1;-1;2021
Corinna;Günther;1965;Tierschutzpartei;Stadt Hannover I;-1;-1;2021
Ronald;Rüdiger;1981;FREIE WÄHLER;Stadt Hannover I;-1;-1;2021
Reiner;Budnick;1954;PIRATEN;Stadt Hannover I;-1;-1;2021
Iko Paul Jonny;Schneider;1967;ÖDP;Stadt Hannover I;-1;-1;2021
Anke;Nierstenhöfer;1974;MLPD;Stadt Hannover I;-1;-1;2021
Karl-Heinz;Bader;1954;dieBasis;Stadt Hannover I;-1;-1;2021
Diana;Rieck-Vogt;1972;CDU;Stadt Hannover II;-1;-1;2021
Yasmin;Fahimi;1967;SPD;Stadt Hannover II;-1;-1;2021
Knut;Gerschau;1961;FDP;Stadt Hannover II;-1;-1;2021
Reinhard;Hirche;1948;AfD;Stadt Hannover II;-1;-1;2021
Sven-Christian;Kindler;1985;GRÜNE;Stadt Hannover II;-1;-1;2021
Parwaneh Tayabeh;Bokah Tamejani;1958;DIE LINKE;Stadt Hannover II;-1;-1;2021
Julian;Klippert;1988;Die PARTEI;Stadt Hannover II;-1;-1;2021
Robert Rouven Christian;Wulff;1991;Tierschutzpartei;Stadt Hannover II;-1;-1;2021
Andreas;Hey;1964;FREIE WÄHLER;Stadt Hannover II;-1;-1;2021
Thomas Ernst Erich Emil;Ganskow;1967;PIRATEN;Stadt Hannover II;-1;-1;2021
Else Anne Käthe;Kleffel;1951;MLPD;Stadt Hannover II;-1;-1;2021
Niels Daniel;Heinrich;1972;dieBasis;Stadt Hannover II;-1;-1;2021
Eduard;Kirschmann;1963;Die Humanisten;Stadt Hannover II;-1;-1;2021
Hendrik;Hoppenstedt;1972;CDU;Hannover-Land I;-1;-1;2021
Rebecca;Schamber;1975;SPD;Hannover-Land I;-1;-1;2021
Grigorios;Aggelidis;1965;FDP;Hannover-Land I;-1;-1;2021
Dietmar;Friedhoff;1966;AfD;Hannover-Land I;-1;-1;2021
Jens;Palandt;1967;GRÜNE;Hannover-Land I;-1;-1;2021
Michael;Braedt;1951;DIE LINKE;Hannover-Land I;-1;-1;2021
Ýr Estrid;Langhorst;1999;Die PARTEI;Hannover-Land I;-1;-1;2021
Jens;Klingebiel;1970;Tierschutzpartei;Hannover-Land I;-1;-1;2021
Olaf;Engel;1971;PIRATEN;Hannover-Land I;-1;-1;2021
Iris;Krobjinski;1963;dieBasis;Hannover-Land I;-1;-1;2021
Mirco;Zschoch;1969;LKR;Hannover-Land I;-1;-1;2021
Inessa;Kober;1991;EB: Kober;Hannover-Land I;-1;-1;2021
Henning Rudolf Helmut;Otte;1968;CDU;Celle – Uelzen;-1;-1;2021
Dirk-Ulrich August Heinrich;Mende;1957;SPD;Celle – Uelzen;-1;-1;2021
Anja;Schulz;1985;FDP;Celle – Uelzen;-1;-1;2021
Thomas Ludwig Walter;Ehrhorn;1959;AfD;Celle – Uelzen;-1;-1;2021
Markus Erik;Jordan;1961;GRÜNE;Celle – Uelzen;-1;-1;2021
Christoph Josef;Podstawa;1982;DIE LINKE;Celle – Uelzen;-1;-1;2021
Philip;Siebold;1998;FREIE WÄHLER;Celle – Uelzen;-1;-1;2021
Andrew Niko;Schlüter;1967;EB: Schlüter;Celle – Uelzen;-1;-1;2021
Ingrid;Pahlmann;1957;CDU;Gifhorn – Peine;-1;-1;2021
Wolfgang-Hubertus;Heil;1972;SPD;Gifhorn – Peine;-1;-1;2021
Thomas;Schellhorn;1961;FDP;Gifhorn – Peine;-1;-1;2021
Stefan;Marzischewski-Drewes;1965;AfD;Gifhorn – Peine;-1;-1;2021
Henrik;Werner;1988;GRÜNE;Gifhorn – Peine;-1;-1;2021
Andreas;Mantzke;1987;DIE LINKE;Gifhorn – Peine;-1;-1;2021
Marika;Orend;1965;Tierschutzpartei;Gifhorn – Peine;-1;-1;2021
Wolfgang;Gemba;1953;FREIE WÄHLER;Gifhorn – Peine;-1;-1;2021
Marita Christa;Draheim;1959;dieBasis;Gifhorn – Peine;-1;-1;2021
Nadine;Schladebeck;1978;LKR;Gifhorn – Peine;-1;-1;2021
Ute Vibeke;Neumann;1954;EB: Neumann;Gifhorn – Peine;-1;-1;2021
Angela Vera;Kunick;1953;EB: Kunick;Gifhorn – Peine;-1;-1;2021
Mareike Lotte;Wulf;1979;CDU;Hameln-Pyrmont – Holzminden;-1;-1;2021
Johannes;Schraps;1983;SPD;Hameln-Pyrmont – Holzminden;-1;-1;2021
Moritz;Mönkemeyer;2000;FDP;Hameln-Pyrmont – Holzminden;-1;-1;2021
Delia Susanne;Klages;1960;AfD;Hameln-Pyrmont – Holzminden;-1;-1;2021
Helge Stefan;Limburg;1982;GRÜNE;Hameln-Pyrmont – Holzminden;-1;-1;2021
Stephan;Marquardt;1984;DIE LINKE;Hameln-Pyrmont – Holzminden;-1;-1;2021
Carsten;Schürmann;1978;FREIE WÄHLER;Hameln-Pyrmont – Holzminden;-1;-1;2021
Andreas Franz;Janus;1963;dieBasis;Hameln-Pyrmont – Holzminden;-1;-1;2021
Tilman Moritz;Kuban;1987;CDU;Hannover-Land II;-1;-1;2021
Matthias;Miersch;1968;SPD;Hannover-Land II;-1;-1;2021
Nadin;Zaya;1998;FDP;Hannover-Land II;-1;-1;2021
Dirk;Brandes;1974;AfD;Hannover-Land II;-1;-1;2021
Simone;Meyer;1981;GRÜNE;Hannover-Land II;-1;-1;2021
Thorsten;Kuhn;1975;DIE LINKE;Hannover-Land II;-1;-1;2021
Lisa-Marie;Rosien;1998;Die PARTEI;Hannover-Land II;-1;-1;2021
Claudia;Klitz;1958;Tierschutzpartei;Hannover-Land II;-1;-1;2021
Moritz;Krienke;1987;FREIE WÄHLER;Hannover-Land II;-1;-1;2021
Uwe Gerhard;Kopec;1963;PIRATEN;Hannover-Land II;-1;-1;2021
Eva-Maria;Görres;1966;dieBasis;Hannover-Land II;-1;-1;2021
Wolfgang;Göller;1950;EB: Göller;Hannover-Land II;-1;-1;2021
Ute;Bertram;1961;CDU;Hildesheim;-1;-1;2021
Bernd Helmut;Westphal;1960;SPD;Hildesheim;-1;-1;2021
Henrik Harald Malte;Jacobs;1986;FDP;Hildesheim;-1;-1;2021
Frank Martin Klaus;Rinck;1986;AfD;Hildesheim;-1;-1;2021
Ottmar Wilhelm;Holtz;1961;GRÜNE;Hildesheim;-1;-1;2021
Rita;Krüger;1951;DIE LINKE;Hildesheim;-1;-1;2021
Heinrich;Kalvelage;1959;FREIE WÄHLER;Hildesheim;-1;-1;2021
Phil;Höfer;1995;PIRATEN;Hildesheim;-1;-1;2021
Henry;Kucz;1987;ÖDP;Hildesheim;-1;-1;2021
Michael;Fritsch;1963;dieBasis;Hildesheim;-1;-1;2021
Reinhard;Wieczorek;1970;EB: Wieczorek;Hildesheim;-1;-1;2021
Otwin;Herzig;1953;EB: Herzig;Hildesheim;-1;-1;2021
Holger;Bormann;1981;CDU;Salzgitter – Wolfenbüttel;-1;-1;2021
Dunja Eleonore Angelika;Kreiser;1971;SPD;Salzgitter – Wolfenbüttel;-1;-1;2021
Max;Weitemeier;1999;FDP;Salzgitter – Wolfenbüttel;-1;-1;2021
Thomas Karl;Günther;1971;AfD;Salzgitter – Wolfenbüttel;-1;-1;2021
Claudia;Bei der Wieden;1965;GRÜNE;Salzgitter – Wolfenbüttel;-1;-1;2021
Victor Angelo;Perli;1982;DIE LINKE;Salzgitter – Wolfenbüttel;-1;-1;2021
Günter Karl-Heinz;Gehmert;1947;FREIE WÄHLER;Salzgitter – Wolfenbüttel;-1;-1;2021
Jens Bruno;Golland;1966;PIRATEN;Salzgitter – Wolfenbüttel;-1;-1;2021
Volker Karl;Eyssen;1954;dieBasis;Salzgitter – Wolfenbüttel;-1;-1;2021
Christiane Anna Berta Waltraut;Jagau;1962;EB: Jagau;Salzgitter – Wolfenbüttel;-1;-1;2021
Paul;Deutsch;1951;EB: Deutsch;Salzgitter – Wolfenbüttel;-1;-1;2021
Carsten;Müller;1970;CDU;Braunschweig;-1;-1;2021
Christos;Pantazis;1975;SPD;Braunschweig;-1;-1;2021
Anikó;Merten;1982;FDP;Braunschweig;-1;-1;2021
Frank Markus;Weber;1964;AfD;Braunschweig;-1;-1;2021
Margaux Gerlind Jeanne Hildegard;Erdmann;1986;GRÜNE;Braunschweig;-1;-1;2021
Alper;Özgür;1963;DIE LINKE;Braunschweig;-1;-1;2021
Eike;Jankun;1964;FREIE WÄHLER;Braunschweig;-1;-1;2021
Anna Saskia;Wolters;1983;V-Partei³;Braunschweig;-1;-1;2021
Klaus Joachim;Arndt;1966;ÖDP;Braunschweig;-1;-1;2021
Philipp;Schwartz;1988;MLPD;Braunschweig;-1;-1;2021
Christoph;Bedürftig;1981;dieBasis;Braunschweig;-1;-1;2021
Christian;Helck;1965;LKR;Braunschweig;-1;-1;2021
Peter Paul;Rosenbaum;1950;EB: Rosenbaum;Braunschweig;-1;-1;2021
Andreas Michael;Wolter;1964;EB: Wolter;Braunschweig;-1;-1;2021
Erdmann;Gust;1965;EB: Gust;Braunschweig;-1;-1;2021
Andreas;Weber;1979;CDU;Helmstedt – Wolfsburg;-1;-1;2021
Falko;Mohrs;1984;SPD;Helmstedt – Wolfsburg;-1;-1;2021
Kristin Erika;Krumm;1987;FDP;Helmstedt – Wolfsburg;-1;-1;2021
Stephanie;Scharfenberg;1974;AfD;Helmstedt – Wolfsburg;-1;-1;2021
Frank;Bsirske;1952;GRÜNE;Helmstedt – Wolfsburg;-1;-1;2021
Bernd Hermann;Mex;1964;DIE LINKE;Helmstedt – Wolfsburg;-1;-1;2021
Frank Josef;Schrödl;1967;FREIE WÄHLER;Helmstedt – Wolfsburg;-1;-1;2021
Dora Maria;Weigl;1981;ÖDP;Helmstedt – Wolfsburg;-1;-1;2021
Peter Volker;Kunick;1956;EB: Kunick;Helmstedt – Wolfsburg;-1;-1;2021
Wilfried;Wiesenthal;1959;EB: Wiesenthal;Helmstedt – Wolfsburg;-1;-1;2021
Johann Sebastian Günter;Hönig;1951;EB: Hönig;Helmstedt – Wolfsburg;-1;-1;2021
Roy;Kühne;1967;CDU;Goslar – Northeim – Osterode;-1;-1;2021
Frauke;Heiligenstadt;1966;SPD;Goslar – Northeim – Osterode;-1;-1;2021
Jan Henrik;Schwede;1996;FDP;Goslar – Northeim – Osterode;-1;-1;2021
Jens;Kestner;1971;AfD;Goslar – Northeim – Osterode;-1;-1;2021
Karoline;Otte;1996;GRÜNE;Goslar – Northeim – Osterode;-1;-1;2021
Eva-Maria;Brunnemann;1956;DIE LINKE;Goslar – Northeim – Osterode;-1;-1;2021
Christian Dieter;Warzecha;1993;FREIE WÄHLER;Goslar – Northeim – Osterode;-1;-1;2021
Janine;Reinecke;1978;dieBasis;Goslar – Northeim – Osterode;-1;-1;2021
Jürgen;Schäuble-Leopold;1963;EB: Schäuble-Leopold;Goslar – Northeim – Osterode;-1;-1;2021
Fritz;Güntzler;1966;CDU;Göttingen;-1;-1;2021
Andreas Milan Gerhard;Philippi;1965;SPD;Göttingen;-1;-1;2021
Konstantin Elias;Kuhle;1989;FDP;Göttingen;-1;-1;2021
Jürgen;Trittin;1954;GRÜNE;Göttingen;-1;-1;2021
Thomas;Goes;1980;DIE LINKE;Göttingen;-1;-1;2021
Kay;Langemeier;1977;MLPD;Göttingen;-1;-1;2021
Manfred Rainer Günther;Sohn;1955;DKP;Göttingen;-1;-1;2021
Gabriele;Winkel;1962;dieBasis;Göttingen;-1;-1;2021
Olaf;Töpperwien;1969;LKR;Göttingen;-1;-1;2021
Sarah Janina;Ryglewski;1983;SPD;Bremen I;-1;-1;2021
Thomas;Röwekamp;1966;CDU;Bremen I;-1;-1;2021
Cindi;Tuncel;1977;DIE LINKE;Bremen I;-1;-1;2021
Kirsten;Kappert-Gonther;1966;GRÜNE;Bremen I;-1;-1;2021
Heinrich;Löhmann;1961;AfD;Bremen I;-1;-1;2021
Volker;Redder;1959;FDP;Bremen I;-1;-1;2021
Merle;Andersen;1995;Die PARTEI;Bremen I;-1;-1;2021
Patrick;Strauß;1976;FREIE WÄHLER;Bremen I;-1;-1;2021
Wolfgang;Lange;1952;MLPD;Bremen I;-1;-1;2021
Ronald-Oliver;Marahrens;1965;dieBasis;Bremen I;-1;-1;2021
Antje;Piegsa;1960;ÖDP;Bremen I;-1;-1;2021
Bennet;Henking;1997;Die Humanisten;Bremen I;-1;-1;2021
Cornelia;Balog-Broschinski;1964;Tierschutzpartei;Bremen I;-1;-1;2021
Michael;Speer;1987;Volt;Bremen I;-1;-1;2021
Uwe;Schmidt;1966;SPD;Bremen II – Bremerhaven;-1;-1;2021
Wiebke;Winter;1996;CDU;Bremen II – Bremerhaven;-1;-1;2021
Doris;Achelwilm;1976;DIE LINKE;Bremen II – Bremerhaven;-1;-1;2021
Michael;Labetzke;1970;GRÜNE;Bremen II – Bremerhaven;-1;-1;2021
Thomas;Jürgewitz;1959;AfD;Bremen II – Bremerhaven;-1;-1;2021
Gökhan;Akkamis;1997;FDP;Bremen II – Bremerhaven;-1;-1;2021
Ralf;Fasmers;1964;Die PARTEI;Bremen II – Bremerhaven;-1;-1;2021
Katharina;Büntjen;1955;FREIE WÄHLER;Bremen II – Bremerhaven;-1;-1;2021
Rolf;Bode;1972;V-Partei³;Bremen II – Bremerhaven;-1;-1;2021
Jürgen;Bader;1960;MLPD;Bremen II – Bremerhaven;-1;-1;2021
Annette;Kaufmann;1953;dieBasis;Bremen II – Bremerhaven;-1;-1;2021
Kara;Tober;1995;ÖDP;Bremen II – Bremerhaven;-1;-1;2021
Mathis;Härtel;1994;Die Humanisten;Bremen II – Bremerhaven;-1;-1;2021
Christian;Daum;1983;PIRATEN;Bremen II – Bremerhaven;-1;-1;2021
Sebastian;Steineke;1973;CDU;Prignitz – Ostprignitz-Ruppin – Havelland I;-1;-1;2021
Dominik Alexander;Kaufner;1983;AfD;Prignitz – Ostprignitz-Ruppin – Havelland I;-1;-1;2021
Wiebke;Papenbrock;1979;SPD;Prignitz – Ostprignitz-Ruppin – Havelland I;-1;-1;2021
Anja Maria;Mayer;1979;DIE LINKE;Prignitz – Ostprignitz-Ruppin – Havelland I;-1;-1;2021
Thomas;Essig;1965;FDP;Prignitz – Ostprignitz-Ruppin – Havelland I;-1;-1;2021
Maximilian;Kowol;2000;GRÜNE;Prignitz – Ostprignitz-Ruppin – Havelland I;-1;-1;2021
Corvin;Drößler;1999;Die PARTEI;Prignitz – Ostprignitz-Ruppin – Havelland I;-1;-1;2021
Michael;Güldener;1970;FREIE WÄHLER;Prignitz – Ostprignitz-Ruppin – Havelland I;-1;-1;2021
Stephan Gustav;Dietzsch;1976;dieBasis;Prignitz – Ostprignitz-Ruppin – Havelland I;-1;-1;2021
Axel;Heidkamp;1958;PIRATEN;Prignitz – Ostprignitz-Ruppin – Havelland I;-1;-1;2021
Norbert;Glamann;1961;EB: Glamann;Prignitz – Ostprignitz-Ruppin – Havelland I;-1;-1;2021
Willi;Eckelmann;1963;EB: Eckelmann;Prignitz – Ostprignitz-Ruppin – Havelland I;-1;-1;2021
Jens;Koeppen;1962;CDU;Uckermark – Barnim I;-1;-1;2021
Hannes;Gnauck;1991;AfD;Uckermark – Barnim I;-1;-1;2021
Stefan;Zierke;1970;SPD;Uckermark – Barnim I;-1;-1;2021
Isabelle;Czok-Alm;1973;DIE LINKE;Uckermark – Barnim I;-1;-1;2021
Friedhelm Günter;Boginski;1955;FDP;Uckermark – Barnim I;-1;-1;2021
Michael;Kellner;1977;GRÜNE;Uckermark – Barnim I;-1;-1;2021
Niels;Neudeck;1968;Die PARTEI;Uckermark – Barnim I;-1;-1;2021
Jörg Manfred;Arnold;1965;FREIE WÄHLER;Uckermark – Barnim I;-1;-1;2021
Thomas;Löb;1966;ÖDP;Uckermark – Barnim I;-1;-1;2021
Richard;Mac Lean;1949;dieBasis;Uckermark – Barnim I;-1;-1;2021
Stefan;Günther;1981;PIRATEN;Uckermark – Barnim I;-1;-1;2021
Jürgen Manfred;Buro;1960;EB: Buro;Uckermark – Barnim I;-1;-1;2021
Christoph;Schlippenbach;1964;EB: Schlippenbach;Uckermark – Barnim I;-1;-1;2021
Uwe Wolfgang Werner;Feiler;1965;CDU;Oberhavel – Havelland II;-1;-1;2021
Ulrich Helmut;Storm;1948;AfD;Oberhavel – Havelland II;-1;-1;2021
Ariane;Fäscher;1968;SPD;Oberhavel – Havelland II;-1;-1;2021
Anke Margarete;Domscheit-Berg;1968;DIE LINKE;Oberhavel – Havelland II;-1;-1;2021
Ralf;Tiedemann;1965;FDP;Oberhavel – Havelland II;-1;-1;2021
Annemarie;Schumacher;1965;GRÜNE;Oberhavel – Havelland II;-1;-1;2021
Rick;Grothe;1987;Die PARTEI;Oberhavel – Havelland II;-1;-1;2021
Stefanie;Gebauer;1980;FREIE WÄHLER;Oberhavel – Havelland II;-1;-1;2021
Nathanael Johannes;Uhlig;1994;ÖDP;Oberhavel – Havelland II;-1;-1;2021
André Sven;Lingreen;1965;dieBasis;Oberhavel – Havelland II;-1;-1;2021
Thomas;Ney;1986;PIRATEN;Oberhavel – Havelland II;-1;-1;2021
Sabine;Buder;1984;CDU;Märkisch-Oderland – Barnim II;-1;-1;2021
Lars;Günther;1976;AfD;Märkisch-Oderland – Barnim II;-1;-1;2021
Simona;Koß;1961;SPD;Märkisch-Oderland – Barnim II;-1;-1;2021
Niels-Olaf;Lüders;1966;DIE LINKE;Märkisch-Oderland – Barnim II;-1;-1;2021
Mirko;Dachroth;1975;FDP;Märkisch-Oderland – Barnim II;-1;-1;2021
Kim;Stattaus;1977;GRÜNE;Märkisch-Oderland – Barnim II;-1;-1;2021
Mario;Schlauß;1987;Die PARTEI;Märkisch-Oderland – Barnim II;-1;-1;2021
Hans-Günter Rolf;Schleife;1949;DKP;Märkisch-Oderland – Barnim II;-1;-1;2021
Roman;Kutschick;1963;ÖDP;Märkisch-Oderland – Barnim II;-1;-1;2021
Dirk;Herzog;1968;dieBasis;Märkisch-Oderland – Barnim II;-1;-1;2021
Ralf;Lorenz;1966;EB: Lorenz;Märkisch-Oderland – Barnim II;-1;-1;2021
Olaf;Schütz;1973;EB: Schütz;Märkisch-Oderland – Barnim II;-1;-1;2021
