Vornamen;Nachname;Geburtsjahr;partei;wahlkreis;bundesland;listenplatz;jahr
Denis;Korn;1977;GRÜNE;Nordsachsen;-1;-1;2021
Karsten;Gutjahr;1980;Die PARTEI;Nordsachsen;-1;-1;2021
Chris;Daiser;1992;FREIE WÄHLER;Nordsachsen;-1;-1;2021
Uta;Strenger;1966;ÖDP;Nordsachsen;-1;-1;2021
Doreen;Klinger;1982;dieBasis;Nordsachsen;-1;-1;2021
Sven;Asmus;1976;EB: Asmus;Nordsachsen;-1;-1;2021
Sandro;Oschkinat;1982;EB: Oschkinat;Nordsachsen;-1;-1;2021
Christoph;Neumann;1964;AfD;Leipzig I;-1;-1;2021
Jens;Lehmann;1967;CDU;Leipzig I;-1;-1;2021
Nina Sophie;Treu;1984;DIE LINKE;Leipzig I;-1;-1;2021
Holger;Mann;1979;SPD;Leipzig I;-1;-1;2021
René;Hobusch;1976;FDP;Leipzig I;-1;-1;2021
Marie Rose;Müser;1997;GRÜNE;Leipzig I;-1;-1;2021
Katharina Christina;Subat;1988;Die PARTEI;Leipzig I;-1;-1;2021
Thomas;Weidinger;1962;FREIE WÄHLER;Leipzig I;-1;-1;2021
Rahel;Wehemeyer-Blum;1984;ÖDP;Leipzig I;-1;-1;2021
Gudrun;Kimmerle;1956;MLPD;Leipzig I;-1;-1;2021
Kerry Charles;Cherki;1970;dieBasis;Leipzig I;-1;-1;2021
Kristina;Weidner;1988;Die Humanisten;Leipzig I;-1;-1;2021
Ronald;Härtlein;1980;EB: Härtlein;Leipzig I;-1;-1;2021
Karl-Heinz;Hummitzsch;1948;EB: Hummitzsch;Leipzig I;-1;-1;2021
Ralf Detlef;Kohl;1965;EB: Kohl;Leipzig I;-1;-1;2021
Martin;Bayer;1966;EB: Bayer;Leipzig I;-1;-1;2021
Siegbert Frank;Droese;1969;AfD;Leipzig II;-1;-1;2021
Jessica;Heller;1990;CDU;Leipzig II;-1;-1;2021
Sören;Pellmann;1977;DIE LINKE;Leipzig II;-1;-1;2021
Nadja;Sthamer;1990;SPD;Leipzig II;-1;-1;2021
Peter;Jess;1980;FDP;Leipzig II;-1;-1;2021
Paula Louise;Piechotta;1986;GRÜNE;Leipzig II;-1;-1;2021
Thomas;Kumbernuß;1971;Die PARTEI;Leipzig II;-1;-1;2021
André;Soudah;1976;FREIE WÄHLER;Leipzig II;-1;-1;2021
Thomas;Köhler;1957;PIRATEN;Leipzig II;-1;-1;2021
Tobias;Kretschmer;1990;ÖDP;Leipzig II;-1;-1;2021
Philipp;Gäbel;1987;MLPD;Leipzig II;-1;-1;2021
Matti;Rabold;1970;dieBasis;Leipzig II;-1;-1;2021
Jonas;Lehn;1990;Die Humanisten;Leipzig II;-1;-1;2021
Ulrika;Schöllner;1959;EB: Schöllner;Leipzig II;-1;-1;2021
Edgar;Naujok;1960;AfD;Leipzig-Land;-1;-1;2021
Georg-Ludwig;Breitenbuch;1971;CDU;Leipzig-Land;-1;-1;2021
Julia Ulrike;Schramm;1985;DIE LINKE;Leipzig-Land;-1;-1;2021
Franziska;Mascheck;1979;SPD;Leipzig-Land;-1;-1;2021
Olaf Christian;Winne;1969;FDP;Leipzig-Land;-1;-1;2021
Matthias;Vialon;1958;GRÜNE;Leipzig-Land;-1;-1;2021
Sabine;Küchler;1987;Die PARTEI;Leipzig-Land;-1;-1;2021
Denise Corinna;Wendt;1994;FREIE WÄHLER;Leipzig-Land;-1;-1;2021
Harald Harry Bernhard;Vauk;1957;ÖDP;Leipzig-Land;-1;-1;2021
Christian;Toloczyki;1953;dieBasis;Leipzig-Land;-1;-1;2021
Daniel;Zimmet;1986;EB: Zimmet;Leipzig-Land;-1;-1;2021
Barbara;Lenk;1982;AfD;Meißen;-1;-1;2021
Sebastian;Fischer;1981;CDU;Meißen;-1;-1;2021
Markus;Pohle;1991;DIE LINKE;Meißen;-1;-1;2021
Stephanie;Dzeyk;1991;SPD;Meißen;-1;-1;2021
Johannes;Schmidt Ramos;1991;FDP;Meißen;-1;-1;2021
Karin;Beese;1981;GRÜNE;Meißen;-1;-1;2021
Theresa;Bergmann;1989;Die PARTEI;Meißen;-1;-1;2021
André;Langerfeld;1971;FREIE WÄHLER;Meißen;-1;-1;2021
Steffen Frank;Förster;1964;ÖDP;Meißen;-1;-1;2021
Maik;Hoppe;1968;dieBasis;Meißen;-1;-1;2021
Uwe;Enge;1962;LKR;Meißen;-1;-1;2021
Karsten;Hilse;1964;AfD;Bautzen I;-1;-1;2021
Roland Albert;Ermer;1964;CDU;Bautzen I;-1;-1;2021
Caren Nicole;Lay;1972;DIE LINKE;Bautzen I;-1;-1;2021
Susanne Kathrin;Michel;1963;SPD;Bautzen I;-1;-1;2021
Dietrich Matthias;Schniebel;1973;FDP;Bautzen I;-1;-1;2021
Lukas;Mosler;1997;GRÜNE;Bautzen I;-1;-1;2021
Steffi;Thomas;1984;Die PARTEI;Bautzen I;-1;-1;2021
Dirk;Nasdala;1966;FREIE WÄHLER;Bautzen I;-1;-1;2021
Daniela;Trittmacher;1964;dieBasis;Bautzen I;-1;-1;2021
Maik Harald;Lehmann;1968;LKR;Bautzen I;-1;-1;2021
Tino;Chrupalla;1975;AfD;Görlitz;-1;-1;2021
Florian;Oest;1987;CDU;Görlitz;-1;-1;2021
Marko;Schmidt;1989;DIE LINKE;Görlitz;-1;-1;2021
Harald Holger;Prause-Kosubek;1971;SPD;Görlitz;-1;-1;2021
Hans Rudolf;Grüner;1955;FDP;Görlitz;-1;-1;2021
Annett;Jagiela;1977;GRÜNE;Görlitz;-1;-1;2021
Siegmund;Hänchen;1970;FREIE WÄHLER;Görlitz;-1;-1;2021
Stefan;Heinke;1978;dieBasis;Görlitz;-1;-1;2021
Bernhard Hubert;Blickle;1958;EB: Blickle;Görlitz;-1;-1;2021
Harald Siegfried;Twupack;1962;LKR;Görlitz;-1;-1;2021
Steffen;Janich;1971;AfD;Sächsische Schweiz-Osterzgebirge;-1;-1;2021
Corinna;Franke-Wöller;1973;CDU;Sächsische Schweiz-Osterzgebirge;-1;-1;2021
André;Hahn;1963;DIE LINKE;Sächsische Schweiz-Osterzgebirge;-1;-1;2021
Fabian;Funke;1997;SPD;Sächsische Schweiz-Osterzgebirge;-1;-1;2021
Dirk;Jahn;1966;FDP;Sächsische Schweiz-Osterzgebirge;-1;-1;2021
Nino;Haustein;1989;GRÜNE;Sächsische Schweiz-Osterzgebirge;-1;-1;2021
Christoph;Fröse;1954;FREIE WÄHLER;Sächsische Schweiz-Osterzgebirge;-1;-1;2021
Dirk Matthias;Zimmermann;1967;ÖDP;Sächsische Schweiz-Osterzgebirge;-1;-1;2021
Roberto;Mauksch;1980;dieBasis;Sächsische Schweiz-Osterzgebirge;-1;-1;2021
Klaus;Brähmig;1957;EB: Brähmig;Sächsische Schweiz-Osterzgebirge;-1;-1;2021
Helga;Queck;1959;EB: Queck;Sächsische Schweiz-Osterzgebirge;-1;-1;2021
Jens;Maier;1962;AfD;Dresden I;-1;-1;2021
Markus;Reichel;1968;CDU;Dresden I;-1;-1;2021
Katja;Kipping;1978;DIE LINKE;Dresden I;-1;-1;2021
Rasha;Nasr;1992;SPD;Dresden I;-1;-1;2021
Torsten;Herbst;1973;FDP;Dresden I;-1;-1;2021
Kassem Taher;Saleh;1993;GRÜNE;Dresden I;-1;-1;2021
Robert;Küttner;1988;Die PARTEI;Dresden I;-1;-1;2021
Stephanie;Henkel;1992;PIRATEN;Dresden I;-1;-1;2021
Markus Peter;Taubert;1996;ÖDP;Dresden I;-1;-1;2021
Andrea;Ebert;1957;MLPD;Dresden I;-1;-1;2021
Constanze;Grottker;1962;dieBasis;Dresden I;-1;-1;2021
Janko;Vieweg;1975;Bündnis C;Dresden I;-1;-1;2021
Robert;Ritter;2001;Die Humanisten;Dresden I;-1;-1;2021
Marcus;Fuchs;1983;EB: Fuchs;Dresden I;-1;-1;2021
Lothar;Häupl;1949;EB: Häupl;Dresden I;-1;-1;2021
Andreas;Harlaß;1961;AfD;Dresden II – Bautzen II;-1;-1;2021
Lars;Rohwer;1972;CDU;Dresden II – Bautzen II;-1;-1;2021
Silvio;Lang;1983;DIE LINKE;Dresden II – Bautzen II;-1;-1;2021
Stephan;Schumann;1988;SPD;Dresden II – Bautzen II;-1;-1;2021
Silke;Müller;1970;FDP;Dresden II – Bautzen II;-1;-1;2021
Merle;Spellerberg;1996;GRÜNE;Dresden II – Bautzen II;-1;-1;2021
Charlotte;Brock;1994;Die PARTEI;Dresden II – Bautzen II;-1;-1;2021
Korvin;Lemke;1990;FREIE WÄHLER;Dresden II – Bautzen II;-1;-1;2021
Anne;Herpertz;1998;PIRATEN;Dresden II – Bautzen II;-1;-1;2021
Florian;Busch;1984;ÖDP;Dresden II – Bautzen II;-1;-1;2021
Günter;Slave;1955;MLPD;Dresden II – Bautzen II;-1;-1;2021
Anke;Althoff;1963;dieBasis;Dresden II – Bautzen II;-1;-1;2021
Andreas;Kabus;1973;Gesundheitsforschung;Dresden II – Bautzen II;-1;-1;2021
Michael;Gründler;1958;BüSo;Dresden II – Bautzen II;-1;-1;2021
Frank;Hannig;1970;EB: Hannig;Dresden II – Bautzen II;-1;-1;2021
Jens;Düvelshaupt;1960;#KLIMAfirst;Dresden II – Bautzen II;-1;-1;2021
Carolin;Bachmann;1988;AfD;Mittelsachsen;-1;-1;2021
Veronika Maria;Bellmann;1960;CDU;Mittelsachsen;-1;-1;2021
Stefan;Hartmann;1968;DIE LINKE;Mittelsachsen;-1;-1;2021
Alexander;Geißler;1990;SPD;Mittelsachsen;-1;-1;2021
Philipp;Hartewig;1994;FDP;Mittelsachsen;-1;-1;2021
Lea Ursula;Fränzle;1997;GRÜNE;Mittelsachsen;-1;-1;2021
Marcus;Lieder;1983;ÖDP;Mittelsachsen;-1;-1;2021
Thomas;Linke;1972;dieBasis;Mittelsachsen;-1;-1;2021
Michael;Klonovsky;1962;AfD;Chemnitz;-1;-1;2021
Frank;Heinrich;1964;CDU;Chemnitz;-1;-1;2021
Tim;Detzner;1979;DIE LINKE;Chemnitz;-1;-1;2021
Detlef;Müller;1964;SPD;Chemnitz;-1;-1;2021
Frank;Müller-Rosentritt;1982;FDP;Chemnitz;-1;-1;2021
Karola;Köpferl;1990;GRÜNE;Chemnitz;-1;-1;2021
Paul Thomas;Vogel;1991;Die PARTEI;Chemnitz;-1;-1;2021
Bert;Rohne;1974;ÖDP;Chemnitz;-1;-1;2021
Thomas;Lörinczy;1970;V-Partei³;Chemnitz;-1;-1;2021
Normen;Lienow;1975;dieBasis;Chemnitz;-1;-1;2021
Daniel;Richter;1982;EB: Richter;Chemnitz;-1;-1;2021
Jörg Alexander;Weidemann;1968;EB: Weidemann;Chemnitz;-1;-1;2021
Hans Sieghard;Röhder;1962;EB: Röhder;Chemnitz;-1;-1;2021
Mike;Moncsek;1964;AfD;Chemnitzer Umland – Erzgebirgskreis II;-1;-1;2021
Marco;Wanderwitz;1975;CDU;Chemnitzer Umland – Erzgebirgskreis II;-1;-1;2021
Sebastian;Bernhardt;1986;DIE LINKE;Chemnitzer Umland – Erzgebirgskreis II;-1;-1;2021
Carlos;Kasper;1994;SPD;Chemnitzer Umland – Erzgebirgskreis II;-1;-1;2021
Monique;Woiton;1973;FDP;Chemnitzer Umland – Erzgebirgskreis II;-1;-1;2021
Bernhard;Herrmann;1966;GRÜNE;Chemnitzer Umland – Erzgebirgskreis II;-1;-1;2021
André;Hofmann;1988;Die PARTEI;Chemnitzer Umland – Erzgebirgskreis II;-1;-1;2021
Moritz;Schüller;1996;FREIE WÄHLER;Chemnitzer Umland – Erzgebirgskreis II;-1;-1;2021
Sebastian;Högen;1986;ÖDP;Chemnitzer Umland – Erzgebirgskreis II;-1;-1;2021
Jürgen;Dreher;1959;dieBasis;Chemnitzer Umland – Erzgebirgskreis II;-1;-1;2021
Thomas;Dietz;1967;AfD;Erzgebirgskreis I;-1;-1;2021
Alexander;Krauß;1975;CDU;Erzgebirgskreis I;-1;-1;2021
Clara Anne;Bünger;1986;DIE LINKE;Erzgebirgskreis I;-1;-1;2021
Silvio;Heider;1987;SPD;Erzgebirgskreis I;-1;-1;2021
Ulrike;Harzer;1968;FDP;Erzgebirgskreis I;-1;-1;2021
Sebastian;Walter;1989;GRÜNE;Erzgebirgskreis I;-1;-1;2021
Carsten;Staat;1980;Die PARTEI;Erzgebirgskreis I;-1;-1;2021
Andreas;Schmiedel;1955;FREIE WÄHLER;Erzgebirgskreis I;-1;-1;2021
Jennifer Sophie;Schilling;1999;V-Partei³;Erzgebirgskreis I;-1;-1;2021
Grit;Weiß;1965;dieBasis;Erzgebirgskreis I;-1;-1;2021
Simon;Haustein;1995;Bündnis C;Erzgebirgskreis I;-1;-1;2021
Sandro;Reichel;1978;EB: Reichel;Erzgebirgskreis I;-1;-1;2021
Matthias;Moosdorf;1965;AfD;Zwickau;-1;-1;2021
Carsten;Körber;1979;CDU;Zwickau;-1;-1;2021
Sabine;Zimmermann;1960;DIE LINKE;Zwickau;-1;-1;2021
Gundula;Schubert;1981;SPD;Zwickau;-1;-1;2021
Nico;Tippelt;1967;FDP;Zwickau;-1;-1;2021
Wolfgang;Wetzel;1968;GRÜNE;Zwickau;-1;-1;2021
Christiane;Drechsel;1963;FREIE WÄHLER;Zwickau;-1;-1;2021
Daniel;Micklisch;1983;ÖDP;Zwickau;-1;-1;2021
Christoph;Heinritz-Bechtel;1968;dieBasis;Zwickau;-1;-1;2021
Thomas;Krajak;1962;EB: Krajak;Zwickau;-1;-1;2021
Mathias;Weiser;1986;AfD;Vogtlandkreis;-1;-1;2021
Yvonne;Magwas;1979;CDU;Vogtlandkreis;-1;-1;2021
Johannes;Höfer;1988;DIE LINKE;Vogtlandkreis;-1;-1;2021
Kay;Burmeister;1975;SPD;Vogtlandkreis;-1;-1;2021
André;Ludwig;1976;FDP;Vogtlandkreis;-1;-1;2021
Olaf;Horlbeck;1965;GRÜNE;Vogtlandkreis;-1;-1;2021
Dietmar Günter;Eichhorn;1954;ÖDP;Vogtlandkreis;-1;-1;2021
Mario;Falcke;1962;dieBasis;Vogtlandkreis;-1;-1;2021
Udo;Sieghart;1957;III. Weg;Vogtlandkreis;-1;-1;2021
Claus Joachim;Gerisch;1959;EB: Gerisch;Vogtlandkreis;-1;-1;2021
David;Drechsel;2003;LKR;Vogtlandkreis;-1;-1;2021
Armin;Schwarz;1968;CDU;Waldeck;-1;-1;2021
Esther;Dilcher;1965;SPD;Waldeck;-1;-1;2021
Jan Ralf;Nolte;1988;AfD;Waldeck;-1;-1;2021
Jochen Helmut;Rube;1984;FDP;Waldeck;-1;-1;2021
Peter;Koswig;1960;GRÜNE;Waldeck;-1;-1;2021
Regina;Preysing;1965;DIE LINKE;Waldeck;-1;-1;2021
Kira;Hauser;1976;FREIE WÄHLER;Waldeck;-1;-1;2021
Daniele;Saracino;1985;dieBasis;Waldeck;-1;-1;2021
Barbara;Meyer;1978;EB: Meyer;Waldeck;-1;-1;2021
Gerd Erwin;Müller;1961;EB: Müller;Waldeck;-1;-1;2021
Michael;Aufenanger;1976;CDU;Kassel;-1;-1;2021
Timon;Gremmels;1976;SPD;Kassel;-1;-1;2021
Inge Sibylle Beate;Johst;1946;AfD;Kassel;-1;-1;2021
Matthias;Nölke;1980;FDP;Kassel;-1;-1;2021
Boris;Mijatović;1974;GRÜNE;Kassel;-1;-1;2021
Stephanie Gerda;Schury;1987;DIE LINKE;Kassel;-1;-1;2021
Franz Gregor;Czisch;1964;Die PARTEI;Kassel;-1;-1;2021
Michael;Scheffler;1960;FREIE WÄHLER;Kassel;-1;-1;2021
Klaus Rüdiger Hans;Bremer;1952;MLPD;Kassel;-1;-1;2021
Stefan Maria;Fydrich;1954;dieBasis;Kassel;-1;-1;2021
Wolfgang Alfred;Peuckert;1938;Bündnis C;Kassel;-1;-1;2021
Stephan;Mascher;1971;EB: Mascher;Kassel;-1;-1;2021
Cornelius Sayyed;El-Fayoumy;2002;EB: El-Fayoumy;Kassel;-1;-1;2021
Wilhelm;Gebhard;1976;CDU;Werra-Meißner – Hersfeld-Rotenburg;-1;-1;2021
Michael;Roth;1970;SPD;Werra-Meißner – Hersfeld-Rotenburg;-1;-1;2021
Gerhard Friedrich Philipp;Schenk;1954;AfD;Werra-Meißner – Hersfeld-Rotenburg;-1;-1;2021
Jorias;Bach;1998;FDP;Werra-Meißner – Hersfeld-Rotenburg;-1;-1;2021
Awet;Tesfaiesus;1974;GRÜNE;Werra-Meißner – Hersfeld-Rotenburg;-1;-1;2021
Sabine;Leidig;1961;DIE LINKE;Werra-Meißner – Hersfeld-Rotenburg;-1;-1;2021
Rainer;Janisch;1960;FREIE WÄHLER;Werra-Meißner – Hersfeld-Rotenburg;-1;-1;2021
Beate Helga;Gerke;1964;dieBasis;Werra-Meißner – Hersfeld-Rotenburg;-1;-1;2021
Berthold Karl;Hartmann;1952;BÜNDNIS21;Werra-Meißner – Hersfeld-Rotenburg;-1;-1;2021
Heidi Johanna Klara;Schmidt;1950;EB: Schmidt;Werra-Meißner – Hersfeld-Rotenburg;-1;-1;2021
Anna-Maria;Bischof;1989;CDU;Schwalm-Eder;-1;-1;2021
Edgar Konrad Hartmut;Franke;1960;SPD;Schwalm-Eder;-1;-1;2021
Albrecht Heinz Erhard;Glaser;1942;AfD;Schwalm-Eder;-1;-1;2021
Bastian Alexander;Belz;1990;FDP;Schwalm-Eder;-1;-1;2021
Bettina Martha Lieselotte;Hoffmann;1960;GRÜNE;Schwalm-Eder;-1;-1;2021
Heidemarie Elfriede;Scheuch-Paschkewitz;1959;DIE LINKE;Schwalm-Eder;-1;-1;2021
Clara Luisa;Baumann;1989;Die PARTEI;Schwalm-Eder;-1;-1;2021
Markus Rainer;Lappe;1973;FREIE WÄHLER;Schwalm-Eder;-1;-1;2021
Hermann-Theodor;Ploppa;1953;dieBasis;Schwalm-Eder;-1;-1;2021
Alfred;Härtzsch;1951;Bündnis C;Schwalm-Eder;-1;-1;2021
Alexander Gerhard Richard;Klement;1975;EB: Klement;Schwalm-Eder;-1;-1;2021
Stefan;Heck;1982;CDU;Marburg;-1;-1;2021
Sören;Bartol;1974;SPD;Marburg;-1;-1;2021
Julian;Schmidt;1989;AfD;Marburg;-1;-1;2021
Niklas;Hannott;1995;FDP;Marburg;-1;-1;2021
Stephanie;Theiss;1988;GRÜNE;Marburg;-1;-1;2021
Maximilian Philipp;Peter;1992;DIE LINKE;Marburg;-1;-1;2021
Gökhan;Özdemir;1995;FREIE WÄHLER;Marburg;-1;-1;2021
Rüdiger;Schapner;1971;dieBasis;Marburg;-1;-1;2021
Karin Ursula;Marinello;1951;EB: Marinello;Marburg;-1;-1;2021
Simon;Carstensen;1983;EB: Carstensen;Marburg;-1;-1;2021
Hans-Jürgen;Irmer;1952;CDU;Lahn-Dill;-1;-1;2021
Dagmar;Schmidt;1973;SPD;Lahn-Dill;-1;-1;2021
Willi Karl;Wagner;1951;AfD;Lahn-Dill;-1;-1;2021
Carsten;Seelmeyer;1969;FDP;Lahn-Dill;-1;-1;2021
Caroline;Krohn;1980;GRÜNE;Lahn-Dill;-1;-1;2021
Christiane;Ohnacker;1970;DIE LINKE;Lahn-Dill;-1;-1;2021
Niklas;Hartmann;2000;Die PARTEI;Lahn-Dill;-1;-1;2021
Karsten;Stahl;1972;FREIE WÄHLER;Lahn-Dill;-1;-1;2021
Heiko;Schuster;1978;dieBasis;Lahn-Dill;-1;-1;2021
Manuel;Hausner;1989;TNT;Lahn-Dill;-1;-1;2021
Helge Reinhold;Braun;1972;CDU;Gießen;-1;-1;2021
Felix Maximilian;Döring;1991;SPD;Gießen;-1;-1;2021
Uwe;Schulz;1961;AfD;Gießen;-1;-1;2021
Dennis;Pucher;1979;FDP;Gießen;-1;-1;2021
Behzad;Borhani;1984;GRÜNE;Gießen;-1;-1;2021
Ali Abass Yahya;Al-Dailami;1981;DIE LINKE;Gießen;-1;-1;2021
Darwin;Walter;1994;Die PARTEI;Gießen;-1;-1;2021
Diego;Semmler;1986;FREIE WÄHLER;Gießen;-1;-1;2021
Henning;Mächerle;1968;DKP;Gießen;-1;-1;2021
Stephan Erich Kurt;Krüdener;1962;dieBasis;Gießen;-1;-1;2021
Michael Karl;Brand;1973;CDU;Fulda;-1;-1;2021
Birgit;Kömpel;1967;SPD;Fulda;-1;-1;2021
Martin;Hohmann;1948;AfD;Fulda;-1;-1;2021
Jürgen;Lenders;1966;FDP;Fulda;-1;-1;2021
Gabriela Gianina;Zimmermann;1970;GRÜNE;Fulda;-1;-1;2021
Nuha;Sharif-Ali;1992;DIE LINKE;Fulda;-1;-1;2021
Peter Ernst;Klug;1979;FREIE WÄHLER;Fulda;-1;-1;2021
Petra;Herchenröder;1964;dieBasis;Fulda;-1;-1;2021
Peter;Schäfer-von Reetnitz;1949;Bündnis C;Fulda;-1;-1;2021
Eva Maria;Hemm;1973;EB: Hemm;Fulda;-1;-1;2021
Johannes Thomas Maria;Wiegelmann;1993;CDU;Main-Kinzig – Wetterau II – Schotten;-1;-1;2021
Bettina;Müller;1959;SPD;Main-Kinzig – Wetterau II – Schotten;-1;-1;2021
Mariana Iris;Harder-Kühnel;1974;AfD;Main-Kinzig – Wetterau II – Schotten;-1;-1;2021
Andrea Klara;Rahn-Farr;1972;FDP;Main-Kinzig – Wetterau II – Schotten;-1;-1;2021
Maximilian Knut;Kiesel;1989;GRÜNE;Main-Kinzig – Wetterau II – Schotten;-1;-1;2021
Stella Luise;Smith;2001;DIE LINKE;Main-Kinzig – Wetterau II – Schotten;-1;-1;2021
Carsten;Hildebrandt;1972;FREIE WÄHLER;Main-Kinzig – Wetterau II – Schotten;-1;-1;2021
Brigitte;Meyer-Simon;1957;dieBasis;Main-Kinzig – Wetterau II – Schotten;-1;-1;2021
Markus Benjamin;Koob;1977;CDU;Hochtaunus;-1;-1;2021
Alicia Maria;Bokler;1993;SPD;Hochtaunus;-1;-1;2021
Henning Hans Ernst;Thöne;1978;AfD;Hochtaunus;-1;-1;2021
Katja;Adler;1974;FDP;Hochtaunus;-1;-1;2021
Christian;Tramnitz;1979;GRÜNE;Hochtaunus;-1;-1;2021
André;Pabst;1963;DIE LINKE;Hochtaunus;-1;-1;2021
Hubert;Horn;1968;FREIE WÄHLER;Hochtaunus;-1;-1;2021
Carsten;Baums;1968;PIRATEN;Hochtaunus;-1;-1;2021
Thomas Johannes;Schumbert;1966;dieBasis;Hochtaunus;-1;-1;2021
Armin;Häuser;1964;CDU;Wetterau I;-1;-1;2021
Natalie;Pawlik;1992;SPD;Wetterau I;-1;-1;2021
Andreas John;Lichert;1975;AfD;Wetterau I;-1;-1;2021
Peter;Heidt;1965;FDP;Wetterau I;-1;-1;2021
Michaela;Colletti;1964;GRÜNE;Wetterau I;-1;-1;2021
Julian;Eder;1998;DIE LINKE;Wetterau I;-1;-1;2021
Cenk;Gönül;1970;FREIE WÄHLER;Wetterau I;-1;-1;2021
Stephan;Flindt;1959;PIRATEN;Wetterau I;-1;-1;2021
Eva Katharina;Rosen;1985;dieBasis;Wetterau I;-1;-1;2021
Klaus-Peter;Willsch;1961;CDU;Rheingau-Taunus – Limburg;-1;-1;2021
Martin Hermann;Rabanus;1971;SPD;Rheingau-Taunus – Limburg;-1;-1;2021
Marcus Angelus;Resch;1965;AfD;Rheingau-Taunus – Limburg;-1;-1;2021
Alexander;Müller;1969;FDP;Rheingau-Taunus – Limburg;-1;-1;2021
Anna Kristina;Lührmann;1983;GRÜNE;Rheingau-Taunus – Limburg;-1;-1;2021
Claus Valentin;Zill;1986;DIE LINKE;Rheingau-Taunus – Limburg;-1;-1;2021
Bianka Karola Charlotte;Rößler;1977;FREIE WÄHLER;Rheingau-Taunus – Limburg;-1;-1;2021
Jens;Meyer;1969;dieBasis;Rheingau-Taunus – Limburg;-1;-1;2021
Reinhard Bodo;Seiler;1952;Bündnis C;Rheingau-Taunus – Limburg;-1;-1;2021
Carsten;Schlossbauer;1981;EB: Schlossbauer;Rheingau-Taunus – Limburg;-1;-1;2021
Ingmar Ludwig;Jung;1978;CDU;Wiesbaden;-1;-1;2021
Nadine;Ruf;1978;SPD;Wiesbaden;-1;-1;2021
Erich Heinrich;Heidkamp;1948;AfD;Wiesbaden;-1;-1;2021
Lucas;Schwalbach;1991;FDP;Wiesbaden;-1;-1;2021
Uta;Brehm;1988;GRÜNE;Wiesbaden;-1;-1;2021
Daniel;Winter;1986;DIE LINKE;Wiesbaden;-1;-1;2021
Lukas;Haker;1999;Die PARTEI;Wiesbaden;-1;-1;2021
Andre Stephan;Wittmann;1982;FREIE WÄHLER;Wiesbaden;-1;-1;2021
Yasmin;Schulze;1996;PIRATEN;Wiesbaden;-1;-1;2021
Ulrike Maria Magdalena;Fröhlich;1964;dieBasis;Wiesbaden;-1;-1;2021
Lucien Andreas;Peter;1979;LKR;Wiesbaden;-1;-1;2021
Felicitas;Klings;1983;Die Humanisten;Wiesbaden;-1;-1;2021
Samater;Liban;1972;Volt;Wiesbaden;-1;-1;2021
Alexander;Hartmann;1961;BüSo;Wiesbaden;-1;-1;2021
Katja Isabel;Leikert;1975;CDU;Hanau;-1;-1;2021
Jan Lennard;Oehl;1993;SPD;Hanau;-1;-1;2021
Erich Willy;Albrecht;1950;AfD;Hanau;-1;-1;2021
Henrik Jan;Statz;1974;FDP;Hanau;-1;-1;2021
Marcus;Bocklet;1964;GRÜNE;Hanau;-1;-1;2021
Alexander Peter Paul Dieter;Kuhne;1998;DIE LINKE;Hanau;-1;-1;2021
Christian;Clauß;1962;FREIE WÄHLER;Hanau;-1;-1;2021
Ralf;Haußels;1969;dieBasis;Hanau;-1;-1;2021
Peter;Rehbein;1984;EB: Rehbein;Hanau;-1;-1;2021
Norbert Maria;Altenkamp;1972;CDU;Main-Taunus;-1;-1;2021
Ilja-Kristin;Seewald;1968;SPD;Main-Taunus;-1;-1;2021
Gerhard Rudolf;Bergmann;1948;AfD;Main-Taunus;-1;-1;2021
Bettina;Stark-Watzinger;1968;FDP;Main-Taunus;-1;-1;2021
Kordula Anna Paula;Schulz-Asche;1956;GRÜNE;Main-Taunus;-1;-1;2021
Paul;Laslop;1965;DIE LINKE;Main-Taunus;-1;-1;2021
Florian Antonius;Sauer;1983;Die PARTEI;Main-Taunus;-1;-1;2021
Frank;Bergmann;1975;FREIE WÄHLER;Main-Taunus;-1;-1;2021
Axel;Kaufmann;1973;CDU;Frankfurt am Main I;-1;-1;2021
Armand;Zorn;1988;SPD;Frankfurt am Main I;-1;-1;2021
Patrick Rüdiger;Schenk;1968;AfD;Frankfurt am Main I;-1;-1;2021
Frank Michael;Maiwald;1981;FDP;Frankfurt am Main I;-1;-1;2021
Deborah Saskia;Düring;1994;GRÜNE;Frankfurt am Main I;-1;-1;2021
Janine Natalie;Wißler;1981;DIE LINKE;Frankfurt am Main I;-1;-1;2021
Eric;Pärisch;1986;FREIE WÄHLER;Frankfurt am Main I;-1;-1;2021
Karsten Ulrich;Wappelt;1953;MLPD;Frankfurt am Main I;-1;-1;2021
Martin Karl Georg;Heipertz;1976;dieBasis;Frankfurt am Main I;-1;-1;2021
Maximilian;Zänker;1990;Volt;Frankfurt am Main I;-1;-1;2021
Bettina Margarethe;Wiesmann;1966;CDU;Frankfurt am Main II;-1;-1;2021
Kaweh;Mansoori;1988;SPD;Frankfurt am Main II;-1;-1;2021
Joana Eleonora;Cotar;1973;AfD;Frankfurt am Main II;-1;-1;2021
Thorsten Willibald;Lieb;1973;FDP;Frankfurt am Main II;-1;-1;2021
Omid;Nouripour;1975;GRÜNE;Frankfurt am Main II;-1;-1;2021
Achim Dieter;Kessler;1964;DIE LINKE;Frankfurt am Main II;-1;-1;2021
Dieter;Breidt;1960;FREIE WÄHLER;Frankfurt am Main II;-1;-1;2021
