Vornamen;Nachname;Geburtsjahr;partei;wahlkreis;bundesland;Listenplatz;Titel;Namenszusatz;Wohnort;Beruf;jahr
Werner;Appel;1934;Bündnis C;-1;Hessen;21;;;Gießen;Rentner;2021
Stefan;Kühn;1970;Bündnis C;-1;Hessen;22;;;Wettenberg;Arbeitsvermittler;2021
Anton Ulrich Wilhelm Ludwig;Euler;1948;Bündnis C;-1;Hessen;23;;;Bensheim;Rentner;2021
Susan Stephanie;Tsomakaeva;1970;BÜNDNIS21;-1;Hessen;1;;;Langen (Hessen);Unternehmerin;2021
Erik Curt;Schmidt;1969;BÜNDNIS21;-1;Hessen;2;;;Mörfelden-Walldorf;Hausverwalter;2021
Patricia;Lange;1976;BÜNDNIS21;-1;Hessen;3;;;Bad Soden am Taunus;Ergotherapeutin;2021
Berthold Karl;Hartmann;1952;BÜNDNIS21;-1;Hessen;4;;;Ringgau;Rentner;2021
Cetin;Yesil;1967;BÜNDNIS21;-1;Hessen;5;;;Rüsselsheim am Main;Industriekaufmann;2021
Markus Wilhelm;Backfisch;1973;BÜNDNIS21;-1;Hessen;6;;;Trebur;Dipl.-Ing. Maschinenbau;2021
Jennifer;Mandaric;1979;BÜNDNIS21;-1;Hessen;7;;;Bad Soden am Taunus;Justiz-Hauptwachtmeisterin;2021
Jens;Kirchhoff;1970;BÜNDNIS21;-1;Hessen;8;;;Langen (Hessen);Kraftfahrer;2021
Frank;Beilstein;1977;BÜNDNIS21;-1;Hessen;9;;;Langen (Hessen);Techniker DFS;2021
Vladislav;Serikov;1971;BÜNDNIS21;-1;Hessen;10;;;Bad Homburg v. d. Höhe;Religionswissenschaftler;2021
Friedhelm;Ziemer;1956;BÜNDNIS21;-1;Hessen;11;;;Lauterbach (Hessen);Koch;2021
Hanna Barbara;Weber-Rehberg;1940;BÜNDNIS21;-1;Hessen;12;;;Mörfelden-Walldorf;Pensionärin;2021
Regina Luise;Hartmann;1956;BÜNDNIS21;-1;Hessen;13;;;Ringgau;Hausfrau;2021
Thomas Roman;Preinl;1972;LKR;-1;Hessen;1;;;Wiesbaden;Lufthansa-Betriebsrat;2021
Lucien Andreas;Peter;1979;LKR;-1;Hessen;2;;;Wiesbaden;Sozialjurist;2021
Hafizollah;Haidari;1977;LKR;-1;Hessen;3;;;Frankfurt am Main;Wertpapierhändler;2021
Detlef;Hübner;1954;LKR;-1;Hessen;4;;;Eltville am Rhein;Unternehmer;2021
Hans-Peter;Brill;1960;LKR;-1;Hessen;5;;;Frankfurt am Main;Dipl.-Ing. Elektrotechnik;2021
Hellmut;Merrettig;1953;LKR;-1;Hessen;6;;;Offenbach am Main;Dipl.-Oecotrophologe;2021
Sabrina Iris Marion;Müller;1992;LKR;-1;Hessen;7;;;Kiedrich;Sozialarbeiterin;2021
Chritopher;Mot;1999;LKR;-1;Hessen;8;;;Wiesbaden;chem.-techn. Assistent;2021
Thomas Walter Werner;Sievers;1956;LKR;-1;Hessen;9;;;Wiesbaden;Unternehmer;2021
Jakob;Rohrhirsch;1984;LKR;-1;Hessen;10;;;Frankfurt am Main;Berater;2021
Thomas;Meininger;1970;LKR;-1;Hessen;11;;;Gründau;Regierungsamtsrat;2021
Anja Sylvia;Turbanisch;1978;LKR;-1;Hessen;12;;;Wiesbaden;Hausfrau;2021
Rüdiger Reinhard;Schenk;1964;LKR;-1;Hessen;13;;;Wiesbaden;Informatiker;2021
Felix;Möller;1986;Die Humanisten;-1;Hessen;1;;;Hochheim am Main;Fördermittelberater;2021
Felicitas;Klings;1983;Die Humanisten;-1;Hessen;2;;;Wiesbaden;ltd. Pflegefachkraft;2021
Heiko;Geisenhof;1980;Die Humanisten;-1;Hessen;3;;;Schaafheim;Historiker;2021
Bastian;Kreienhoop;1984;Die Humanisten;-1;Hessen;4;;;Wiesbaden;Großhandelskaufmann;2021
Dennis Georg;Wörner;1992;Die Humanisten;-1;Hessen;5;;;Offenbach am Main;IT-Consultant;2021
Katharina;Hunger;1982;Die Humanisten;-1;Hessen;6;Dr.;;Frankfurt am Main;Ingenieurin;2021
Philipp;Seßner;1991;Die Humanisten;-1;Hessen;7;;;Maintal;Softwareentwickler;2021
Kevin;Kowatsch;1991;Die Humanisten;-1;Hessen;8;;;Hanau;Notfallsanitäter;2021
Cédric Stefan Holger;Jockel;1998;Die Humanisten;-1;Hessen;9;;;Neu-Anspach;Student;2021
Florian;Fülbert;1986;Die Humanisten;-1;Hessen;10;;;Darmstadt;Softwareentwickler;2021
Tim Tula;Hartl;1999;Die Humanisten;-1;Hessen;11;;;Darmstadt;Student;2021
Markus Johannes;Furtner;1981;Die Humanisten;-1;Hessen;12;;;Friedberg (Hessen);Künstler;2021
Björn;Fich;1992;Die Humanisten;-1;Hessen;13;;;Bad Nauheim;Projektmanager für Photovoltaikanlagen;2021
Cedric;Schneider;1998;Die Humanisten;-1;Hessen;14;;;Rüsselsheim am Main;Fachkraft Straßen- und Verkehrstechnik;2021
Dennis Michael;Rudolph;1984;Gesundheitsforschung;-1;Hessen;1;;;Dieburg;selbstständig;2021
Albrecht Eduard;Völklein;1991;Gesundheitsforschung;-1;Hessen;2;;;Frankfurt am Main;Student;2021
Javad;Sameti;1959;Gesundheitsforschung;-1;Hessen;3;;;Frankfurt am Main;Werkschutzfachkraft;2021
Khurrem;Akhtar;1977;Team Todenhöfer;-1;Hessen;1;;;Rodenbach;Unternehmer;2021
Nurhan;Tamer;1979;Team Todenhöfer;-1;Hessen;2;;;Herborn;Grundschullehrerin;2021
Heiko;Bürcky;1974;Team Todenhöfer;-1;Hessen;3;;;Wiesbaden;Angestellter;2021
Sabrina;Feige;1981;Team Todenhöfer;-1;Hessen;4;;;Wiesbaden;Fotografin;2021
Bernd;Versen;1961;Team Todenhöfer;-1;Hessen;5;;;Bad Vilbel;Techniker;2021
Gelwa;Helmand;1995;Team Todenhöfer;-1;Hessen;6;;;Maintal;Studentin;2021
Hamza;Khan;1988;Team Todenhöfer;-1;Hessen;7;;;Frankfurt am Main;Betriebsleiter;2021
Yunus;Morkramer;1983;Team Todenhöfer;-1;Hessen;8;;;Babenhausen;Medieninformatiker;2021
Tiffany Diana;Kazemi;1982;Team Todenhöfer;-1;Hessen;9;;;Ronshausen;Prokuristin;2021
Jamal;Maazouz;1981;Team Todenhöfer;-1;Hessen;10;;;Darmstadt;Unternehmer;2021
Martin Mohammed;Marzouk;1992;Team Todenhöfer;-1;Hessen;11;;;Liederbach am Taunus;Arzt;2021
Zehra;Çakir;2000;Team Todenhöfer;-1;Hessen;12;;;Fulda;Studentin;2021
Andreas Peter;Schrader;1987;Team Todenhöfer;-1;Hessen;13;;;Liederbach am Taunus;Industriekaufmann;2021
Ralph;Schäfer;1971;Team Todenhöfer;-1;Hessen;14;;;Nüsttal;Angestellter;2021
Sirin;Özalp;1992;Team Todenhöfer;-1;Hessen;15;;;Heuchelheim a. d. Lahn;stellv. Marktleiterin;2021
Asif;Akhtar;1981;Team Todenhöfer;-1;Hessen;16;;;Rodgau;geschäftsführender Gesellschafter;2021
Dagmar Maria;Heil;1957;Volt;-1;Hessen;1;;;Künzell;Lehrerin;2021
Maximilian;Zänker;1990;Volt;-1;Hessen;2;;;Frankfurt am Main;Integrationskoordinator;2021
Ana Lena;Herrling;1990;Volt;-1;Hessen;3;;;Darmstadt;Ingenieurin;2021
Maximilian Bernd;Schuck;1999;Volt;-1;Hessen;4;;;Dieburg;Student;2021
Katharina;Trost;1992;Volt;-1;Hessen;5;;;Frankfurt am Main;Wirtschaftsjuristin;2021
Christian;Beck;1981;Volt;-1;Hessen;6;;;Frankfurt am Main;Fachinformatiker;2021
Jana;Wilke;1994;Volt;-1;Hessen;7;;;Darmstadt;Mediendesignerin;2021
Achim Peter;Sprengard;1975;Volt;-1;Hessen;8;;;Wiesbaden;Wirtschaftsprüfer;2021
Lena Margarete;Lerbs;1998;Volt;-1;Hessen;9;;;Marburg;Biologin;2021
Johannes Martin;Hauenschild;1997;Volt;-1;Hessen;10;;;Frankfurt am Main;Student;2021
Julia;Klöckner;1972;CDU;-1;Rheinland-Pfalz;1;;;Bad Kreuznach;Bundesministerin;2021
Patrick;Schnieder;1968;CDU;-1;Rheinland-Pfalz;2;;;Arzfeld;Jurist, Bürgermeister a. D.;2021
Thomas;Gebhart;1971;CDU;-1;Rheinland-Pfalz;3;Dr.;;Jockgrim;Mitglied des Deutschen Bundestages;2021
Ursula Maria Luise;Groden-Kranich;1965;CDU;-1;Rheinland-Pfalz;4;;;Mainz;MdB, Bankkauffrau;2021
Mechthild;Heil;1961;CDU;-1;Rheinland-Pfalz;5;;;Andernach;MdB, Dipl.-Ing. Architektin;2021
Jan;Metzler;1981;CDU;-1;Rheinland-Pfalz;6;;;Dittelsheim-Heßloch;Winzer, Dipl.-BWL (FH);2021
Erwin Josef;Rüddel;1955;CDU;-1;Rheinland-Pfalz;7;;;Windhagen;Dipl.-Betriebswirt;2021
Johannes Eberhard;Steiniger;1987;CDU;-1;Rheinland-Pfalz;8;;;Bad Dürkheim;Mitglied des Deutschen Bundestages;2021
Andreas;Nick;1967;CDU;-1;Rheinland-Pfalz;9;Dr.;;Montabaur;Mitglied des Deutschen Bundestages;2021
Jens Torbjörn;Kartes;1979;CDU;-1;Rheinland-Pfalz;10;;;Ludwigshafen am Rhein;MdB, Rechtsanwalt;2021
Andreas;Steier;1972;CDU;-1;Rheinland-Pfalz;11;;;Pellingen;Dipl.-Ingenieur;2021
Josef;Oster;1971;CDU;-1;Rheinland-Pfalz;12;;;Koblenz;Mitglied des Deutschen Bundestages;2021
Xaver;Jung;1962;CDU;-1;Rheinland-Pfalz;13;;;Rammelsbach;Oberstudienrat;2021
Marlon;Bröhr;1974;CDU;-1;Rheinland-Pfalz;14;Dr.;;Kastellaun;Landrat;2021
Florian;Bilić;1994;CDU;-1;Rheinland-Pfalz;15;;;Pirmasens;Referent Unternehmensförderung IHK;2021
Kristina;Brixius;1986;CDU;-1;Rheinland-Pfalz;16;Dr.;;Maring-Noviand;Physikerin;2021
Michael;Korden;1973;CDU;-1;Rheinland-Pfalz;17;;;Adenau;Volljurist;2021
Andrea;Schmitt;1975;CDU;-1;Rheinland-Pfalz;18;;;Kerzenheim;Kriminalhauptkommissarin;2021
Robert;Leonards;1999;CDU;-1;Rheinland-Pfalz;19;;;Wissen;Student;2021
Diana;Hofmann;1979;CDU;-1;Rheinland-Pfalz;20;;;Ingelheim am Rhein;Angestellte;2021
Amal;Fischer;1979;CDU;-1;Rheinland-Pfalz;21;;;Braubach;Lehrerin;2021
Lena;Hirschinger;1993;CDU;-1;Rheinland-Pfalz;22;;;Eußerthal;Studienreferendarin;2021
Stephanie;Balthasar-Schäfer;1968;CDU;-1;Rheinland-Pfalz;23;;;Dohr;pharm.-techn. Assistentin;2021
Jutta;Albrecht;1961;CDU;-1;Rheinland-Pfalz;24;;;Trier;Historikerin;2021
Maike Alexandra;Malzahn;1992;CDU;-1;Rheinland-Pfalz;25;;;Bodenheim;wiss. Mitarbeiterin;2021
Aljoscha;Schmidt;1991;CDU;-1;Rheinland-Pfalz;26;;;Heimbach;Politikwissenschaftler;2021
Sebastian;Borger;1988;CDU;-1;Rheinland-Pfalz;27;;;Neunkirchen am Potzberg;Rechtsreferendar;2021
Lukas;Ellerich;1995;CDU;-1;Rheinland-Pfalz;28;;;Thür;Ingenieur;2021
Frank Robert;Hoffmann;1972;CDU;-1;Rheinland-Pfalz;29;;;Speyer;Biologe;2021
Vivien;Schmitz-Solheid;1993;CDU;-1;Rheinland-Pfalz;30;;;Üxheim;Ärztin;2021
Caroline;Brömmelhues;1999;CDU;-1;Rheinland-Pfalz;31;;;Windhagen;Studentin;2021
Maximilian;Göbel;1991;CDU;-1;Rheinland-Pfalz;32;Dr.;;Ludwigshafen am Rhein;Wirtschaftsingenieur;2021
Pia;Hüsch-Schäfer;1970;CDU;-1;Rheinland-Pfalz;33;;;Hachenburg;Dipl.-Wirtschaftsjuristin (FH);2021
Jan;Schneider;1976;CDU;-1;Rheinland-Pfalz;34;;;Bann;Dipl.-Betriebswirt;2021
Marcel;Schäfer;1987;CDU;-1;Rheinland-Pfalz;35;;;Horbach;Umweltplanung und Recht (M. Sc.), Ingenieur;2021
Natalie;Baum;1983;CDU;-1;Rheinland-Pfalz;36;;;Bad Neuenahr-Ahrweiler;Dipl.-Betriebswirtin;2021
Carolin;Hostert-Hack;1996;CDU;-1;Rheinland-Pfalz;37;;;Arzfeld;wiss. Mitarbeiterin;2021
Jonas;Breßler;1992;CDU;-1;Rheinland-Pfalz;38;;;Frankenthal (Pfalz);Doktorand;2021
Gregory Felix Marc;Meyer;1992;CDU;-1;Rheinland-Pfalz;39;;;Leimersheim;Analyst in der Kommunikationsberatung;2021
Nikolaus;Poppitz;1963;CDU;-1;Rheinland-Pfalz;40;;;Mainz;Redaktionsleiter;2021
Thomas;Hitschler;1982;SPD;-1;Rheinland-Pfalz;1;;;Landau in der Pfalz;Mitglied des Deutschen Bundestages;2021
Tanja;Machalet;1974;SPD;-1;Rheinland-Pfalz;2;Dr.;;Meudt;Dipl.-Volkswirtin;2021
Thorsten;Rudolph;1974;SPD;-1;Rheinland-Pfalz;3;Dr.;;Koblenz;Beamter;2021
Isabel Larissa;Mackensen-Geis;1986;SPD;-1;Rheinland-Pfalz;4;;;Bad Dürkheim;Mitglied des Deutschen Bundestages;2021
Daniel;Baldy;1994;SPD;-1;Rheinland-Pfalz;5;;;Münster-Sarmsheim;Lehramtsreferendar;2021
Verena Ute;Hubertz;1987;SPD;-1;Rheinland-Pfalz;6;;;Konz;Geschäftsführerin;2021
Martin;Diedenhofen;1995;SPD;-1;Rheinland-Pfalz;7;;;Erpel;Student;2021
Angelika;Glöckner;1962;SPD;-1;Rheinland-Pfalz;8;;;Lemberg;Verwaltungsfachwirtin, Betriebswirt;2021
Matthias David;Mieves;1985;SPD;-1;Rheinland-Pfalz;9;;;Kaiserslautern;Dipl.-Kaufmann;2021
Lena;Werner;1994;SPD;-1;Rheinland-Pfalz;10;;;Wittlich;Projektmanagerin;2021
David;Maier;1982;SPD;-1;Rheinland-Pfalz;11;Dr.;;Worms;Kulturmanager;2021
Michael Franz Josef;Maurer;1958;SPD;-1;Rheinland-Pfalz;12;;;Simmern/ Hunsrück;Journalist, Beamter;2021
Christian Willi Heribert;Schreider;1971;SPD;-1;Rheinland-Pfalz;13;;;Ludwigshafen am Rhein;Jurist;2021
Joe;Weingarten;1962;SPD;-1;Rheinland-Pfalz;14;Dr.;;Alsenz;Mitglied des Deutschen Bundestages;2021
Christoph;Schmitt;1986;SPD;-1;Rheinland-Pfalz;15;;;Niederzissen;Dipl.-Finanzwirt (FH);2021
Jana;Schneiß;1992;SPD;-1;Rheinland-Pfalz;16;;;Mainz;Referentin;2021
Janick Helmut;Schmitz;1994;SPD;-1;Rheinland-Pfalz;17;;;Neuwied;Student;2021
Theresa;Lambrich;1996;SPD;-1;Rheinland-Pfalz;18;;;Filsen;Beamtin;2021
Thomas Christian Rudolf;Messer;1977;SPD;-1;Rheinland-Pfalz;19;;;Nierstein;Jurist;2021
Marie-Christin;Schlüter;1997;SPD;-1;Rheinland-Pfalz;20;;;Koblenz;pharm.-techn. Assistentin;2021
Thomas;Neises;1971;SPD;-1;Rheinland-Pfalz;21;;;Trier;Kaufmann;2021
Heiko;Scheib;1966;SPD;-1;Rheinland-Pfalz;22;;;Mudershausen;Sozialversicherungsfachangestellter;2021
Jan;Hellinghausen;1990;SPD;-1;Rheinland-Pfalz;23;;;Scheuerfeld;Gymnasiallehrer;2021
Jochen;Geilenkirchen;1992;SPD;-1;Rheinland-Pfalz;24;;;Kelberg;polit. Referent;2021
Sebastian;Münzenmaier;1989;AfD;-1;Rheinland-Pfalz;1;;;Ober-Olm;MdB, Finanzanlagen- und Versicherungsfachmann;2021
Nicole;Höchst;1970;AfD;-1;Rheinland-Pfalz;2;;;Speyer;Lehrerin;2021
Andreas;Bleck;1988;AfD;-1;Rheinland-Pfalz;3;;;Linz am Rhein;Büroleiter;2021
Bernd Hans;Schattner;1968;AfD;-1;Rheinland-Pfalz;4;;;Altdorf;Geschäftsführer;2021
Robin Maximilian;Classen;1991;AfD;-1;Rheinland-Pfalz;5;;;Weisel;Rechtsanwalt;2021
Andreas;Wondra;1960;AfD;-1;Rheinland-Pfalz;6;;;Hagenbach;Dipl.-Wirtschaftsingenieur;2021
Martin;Dames;1961;AfD;-1;Rheinland-Pfalz;7;Dr.;;Neuwied;Facharzt Innere Medizin;2021
Boris;Schnee;1971;AfD;-1;Rheinland-Pfalz;8;;;Preist;Angestellter;2021
Klaus-Jürgen Heinz;Hochscheid;1959;AfD;-1;Rheinland-Pfalz;9;;;Bad Bergzabern;Polizeibeamter;2021
Carsten;Dittmann;1991;AfD;-1;Rheinland-Pfalz;10;;;Pfalzfeld;polit. Referent;2021
Volker;Wissing;1970;FDP;-1;Rheinland-Pfalz;1;Dr.;;Barbelroth;Rechtsanwalt;2021
Carina;Konrad;1982;FDP;-1;Rheinland-Pfalz;2;;;Bickenbach;Dipl.-Agraringenieurin (FH);2021
Mario;Brandenburg;1983;FDP;-1;Rheinland-Pfalz;3;;;Rülzheim;MdB, Wirtschaftsinformatiker;2021
Sandra;Weeser;1969;FDP;-1;Rheinland-Pfalz;4;;;Betzdorf;Betriebswirtin;2021
Manuel;Höferlin;1973;FDP;-1;Rheinland-Pfalz;5;;;Harxheim;IT-Unternehmer;2021
Bianca Marina Anna;Hofmann;1967;FDP;-1;Rheinland-Pfalz;6;;;Speyer;Dipl.-Kauffrau;2021
Benjamin;Palfner;1984;FDP;-1;Rheinland-Pfalz;7;;;Trier;Angestellter;2021
Markus;Wieseler;1981;FDP;-1;Rheinland-Pfalz;8;;;Bad Ems;Unternehmer;2021
Erika;Watson;1976;FDP;-1;Rheinland-Pfalz;9;;;Zweibrücken;Realschullehrerin;2021
Michael Kurt;Goldschmidt;1957;FDP;-1;Rheinland-Pfalz;10;;;Limburgerhof;Wirtschaftsinformatiker;2021
Kerstin;Geesdorf;1984;FDP;-1;Rheinland-Pfalz;11;;;Blankenrath;Logistikerin;2021
Dennis;Sturm;1987;FDP;-1;Rheinland-Pfalz;12;;;Kaden;Geschäftsführer, Versicherungsmakler;2021
Jana;Braun Lambur;1987;FDP;-1;Rheinland-Pfalz;13;;;Kaiserslautern;wiss. Mitarbeiterin, Oberstudienrätin;2021
Klaus Friedrich Karl David;Sartorius;1989;FDP;-1;Rheinland-Pfalz;14;;;Mainz;Student;2021
Ralf Markus;Berlingen;1967;FDP;-1;Rheinland-Pfalz;15;;;Daun;Politikwissenschaftler;2021
Alexandra;Lieb;1966;FDP;-1;Rheinland-Pfalz;16;;;Bad Neuenahr-Ahrweiler;Vertriebsassistentin;2021
Christian;Kopp;1977;FDP;-1;Rheinland-Pfalz;17;;;Kaiserslautern;Prüfungsleiter in der WP;2021
Irene;Wach;1961;FDP;-1;Rheinland-Pfalz;18;;;Lettweiler;selbst. Unternehmerin;2021
Andreas;Selke;1967;FDP;-1;Rheinland-Pfalz;19;;;Albisheim (Pfrimm);Geschäftsführer;2021
Michael Julius;Schwarz;1973;FDP;-1;Rheinland-Pfalz;20;;;Ingelheim am Rhein;Jurist;2021
Thomas;Bursian;1959;FDP;-1;Rheinland-Pfalz;21;;;Kirn;Studienrat, Dipl.-Ökonom (M. A.);2021
Christian Dieter Karl;Völker;1975;FDP;-1;Rheinland-Pfalz;22;;;Hagenbach;Versicherungskaufmann;2021
Tobias;Glahn;1973;FDP;-1;Rheinland-Pfalz;23;;;Alzey;kaufm. Angestellter;2021
Emanuel;Letz;1976;FDP;-1;Rheinland-Pfalz;24;;;Bad Kreuznach;Polizeibeamter;2021
Tobias;Knuth;1990;FDP;-1;Rheinland-Pfalz;25;;;Göllheim;Wirtschaftsingenieur;2021
Tabea;Rößner;1966;GRÜNE;-1;Rheinland-Pfalz;1;;;Mainz;Journalistin;2021
Tobias;Lindner;1982;GRÜNE;-1;Rheinland-Pfalz;2;Dr.;;Berlin;Mitglied des Deutschen Bundestages;2021
Corinna Martina;Rüffer;1975;GRÜNE;-1;Rheinland-Pfalz;3;;;Trier;Mitglied des Deutschen Bundestages;2021
Armin Jürgen;Grau;1959;GRÜNE;-1;Rheinland-Pfalz;4;Prof. Dr.;;Altrip;Arzt;2021
Misbah;Khan;1989;GRÜNE;-1;Rheinland-Pfalz;5;;;Meckenheim;Landesvorsitzende;2021
Julian-Béla;Joswig;1993;GRÜNE;-1;Rheinland-Pfalz;6;;;Boppard;Projektentwickler;2021
Hannah;Heller;1990;GRÜNE;-1;Rheinland-Pfalz;7;;;Speyer;Promovendin;2021
Martin Walter;Schmitt;1964;GRÜNE;-1;Rheinland-Pfalz;8;;;Monreal;Ergotherapeut;2021
Sara Louisa;Pasuki;2002;GRÜNE;-1;Rheinland-Pfalz;9;;;Kirchheimbolanden;Studentin;2021
Christoph;Benze;1968;GRÜNE;-1;Rheinland-Pfalz;10;;;Bad Kreuznach;Beamter;2021
Andrea;Müller-Bohn;1971;GRÜNE;-1;Rheinland-Pfalz;11;;;Ingelheim am Rhein;Angestellte;2021
Michael;Kunte;1978;GRÜNE;-1;Rheinland-Pfalz;12;Dr.;;Kaiserslautern;Mathematiker;2021
Ricarda;Rosemann;1991;GRÜNE;-1;Rheinland-Pfalz;13;;;Kaiserslautern;Doktorandin Mathematik;2021
Robin;Krüger;1992;GRÜNE;-1;Rheinland-Pfalz;14;;;Gaugrehweiler;Integrationskraft;2021
Claudia;Laux;1966;GRÜNE;-1;Rheinland-Pfalz;15;;;Osann-Monzel;Finanzwirtin;2021
Alexander;Ulrich;1971;DIE LINKE;-1;Rheinland-Pfalz;1;;;Reichenbach-Steegen;Mitglied des Deutschen Bundestages;2021
Katrin;Werner;1973;DIE LINKE;-1;Rheinland-Pfalz;2;;;Berlin;Mitglied des Deutschen Bundestages;2021
Bianca Daniela;Steimle;1974;DIE LINKE;-1;Rheinland-Pfalz;3;;;Bad Kreuznach;Erzieherin;2021
Jochen;Bülow;1965;DIE LINKE;-1;Rheinland-Pfalz;4;;;Niederwambach;Journalist;2021
Heike;Mehlmann;1978;DIE LINKE;-1;Rheinland-Pfalz;5;;;Worms;staatl. anerkannte Altenpflegerin;2021
Liborio;Ciccarello;1971;DIE LINKE;-1;Rheinland-Pfalz;6;Dr.;;Ludwigshafen am Rhein;Psychologe;2021
Marianne;Altgeld;1988;FREIE WÄHLER;-1;Rheinland-Pfalz;1;;;Döttesfeld;Vertriebsmanagerin;2021
Kathrin Franziska;Laymann;1984;FREIE WÄHLER;-1;Rheinland-Pfalz;2;;;Koblenz;Referentin für Energiepolitik;2021
Thomas Jürgen;Lebkücher;1978;FREIE WÄHLER;-1;Rheinland-Pfalz;3;;;Bubenheim;Polizeidirektor;2021
Petra;Fischer;1972;FREIE WÄHLER;-1;Rheinland-Pfalz;4;;;Oberkail;Vertriebsmitarbeiterin;2021
Stefan;Krumm-Dudenhausen;1972;FREIE WÄHLER;-1;Rheinland-Pfalz;5;;;Neustadt an der Weinstraße;Werkzeugmechaniker;2021
Steffen;Weiß;1973;FREIE WÄHLER;-1;Rheinland-Pfalz;6;;;Wörth am Rhein;Abteilungsleiter im ö. D.;2021
Sascha;Kohlmann;1975;FREIE WÄHLER;-1;Rheinland-Pfalz;7;;;Schillingen;Betriebswirt (HwK);2021
Hans Gerd;Arndt;1957;FREIE WÄHLER;-1;Rheinland-Pfalz;8;;;Ludwigshafen am Rhein;Kraftwerksmeister;2021
Petra;Berger-Kauffmann;1959;FREIE WÄHLER;-1;Rheinland-Pfalz;9;;;Monzingen;selbstständig;2021
Stefan Bernhard;Mies;1978;FREIE WÄHLER;-1;Rheinland-Pfalz;10;;;Koblenz;Versicherungskaufmann;2021
Uwe;Bier;1970;FREIE WÄHLER;-1;Rheinland-Pfalz;11;;;Börsborn;Handwerksmeister Maschinenbau;2021
Aliyah;Schenk;2003;FREIE WÄHLER;-1;Rheinland-Pfalz;12;;;Trier;Schülerin;2021
Gerhard Heinrich;Wenderoth;1969;FREIE WÄHLER;-1;Rheinland-Pfalz;13;;;Mainz;Unternehmer;2021
Sascha Alexander;Kraft;1990;FREIE WÄHLER;-1;Rheinland-Pfalz;14;;;Hachenburg;Versicherungskaufmann;2021
Philipp;Burkhardt;1988;FREIE WÄHLER;-1;Rheinland-Pfalz;15;;;Bruchweiler-Bärenbach;Polizeibeamter;2021
Manfred;Hower;1969;FREIE WÄHLER;-1;Rheinland-Pfalz;16;;;Salmtal;Sparkassenfachwirt;2021
Julia Louisa;Klamm;2001;FREIE WÄHLER;-1;Rheinland-Pfalz;17;;;Ludwigshafen am Rhein;Abiturientin;2021
Rainer Johannes Walter;Schneichel;1955;FREIE WÄHLER;-1;Rheinland-Pfalz;18;Dr.;;Mayen;Tierarzt;2021
Pascal;Barz;1998;FREIE WÄHLER;-1;Rheinland-Pfalz;19;;;Hüffler;Physiotherapeut in Ausbildung;2021
Armine;Harutunian-Mascia;1990;FREIE WÄHLER;-1;Rheinland-Pfalz;20;;;Konz;Betriebswirtin (B. A.);2021
Melanie;Leicher;1969;FREIE WÄHLER;-1;Rheinland-Pfalz;21;;;Montabaur;Fachkauffrau für Marketing (IHK);2021
Oliver;Keim;1995;FREIE WÄHLER;-1;Rheinland-Pfalz;22;;;Kaiserslautern;Studierender;2021
Hans-Georg;Jakobs;1959;FREIE WÄHLER;-1;Rheinland-Pfalz;23;;;Wittlich;Bankfachwirt;2021
Peter;Wunderlich;1963;FREIE WÄHLER;-1;Rheinland-Pfalz;24;;;Altendiez;kaufm. Angestellter;2021
Christoph;Bier;1987;FREIE WÄHLER;-1;Rheinland-Pfalz;25;;;Neuburg am Rhein;Erzieher;2021
Reinhold Harry;Merten;1957;FREIE WÄHLER;-1;Rheinland-Pfalz;26;;;Hüffelsheim;Dipl.-Betriebswirt;2021
Roswitha;Jeckel;1968;FREIE WÄHLER;-1;Rheinland-Pfalz;27;;;Niederneisen;Energieelektronikerin;2021
Götz;Klose;1971;FREIE WÄHLER;-1;Rheinland-Pfalz;28;;;Gerbach;Angestellter;2021
Matthias;Keim;1979;FREIE WÄHLER;-1;Rheinland-Pfalz;29;;;Niederneisen;selbstständig;2021
Bernd;Ließfeld;1950;FREIE WÄHLER;-1;Rheinland-Pfalz;30;;;Landau in der Pfalz;Dipl.-Designer;2021
Armin;Hillingshäuser;1961;FREIE WÄHLER;-1;Rheinland-Pfalz;31;;;Holzheim;Dipl.-Ing. Elektrotechnik;2021
Wilfried Peter;Münz;1960;FREIE WÄHLER;-1;Rheinland-Pfalz;32;;;Niederwerth;Pensionär;2021
Bernd;Wefelscheid;1949;FREIE WÄHLER;-1;Rheinland-Pfalz;33;;;Koblenz;Kaufmann;2021
Karl Joachim;Albert;1958;FREIE WÄHLER;-1;Rheinland-Pfalz;34;;;Neuwied;staatl. geprüfter Wirtschafter;2021
Bernhard Rudolf Paul;Alscher;1957;FREIE WÄHLER;-1;Rheinland-Pfalz;35;Dr.;;Oberhambach;Bürgermeister;2021
Kai;Riess;1982;Die PARTEI;-1;Rheinland-Pfalz;1;;;Ramberg;Biologe;2021
Sonja;Schaufelberger;1995;Die PARTEI;-1;Rheinland-Pfalz;2;;;Ilbesheim bei Landau in der Pfalz;Studentin;2021
Katharina;Kerbstat;1986;Die PARTEI;-1;Rheinland-Pfalz;3;;;Landau in der Pfalz;Erzieherin;2021
Daniela Janice;Zaun;1992;Die PARTEI;-1;Rheinland-Pfalz;4;;;Mainz;Rentnerin;2021
Martin;Schmidt;1984;Die PARTEI;-1;Rheinland-Pfalz;5;Dr.;;Trier;Arzt;2021
Julia Aylar;Jalali Motlagh;2001;Die PARTEI;-1;Rheinland-Pfalz;6;;;Bingen am Rhein;Schülerin;2021
