Vornamen;Nachname;Geburtsjahr;partei;wahlkreis;bundesland;Listenplatz;Titel;Namenszusatz;Wohnort;Beruf;jahr
Julian;Scherrer;1992;Die PARTEI;-1;Rheinland-Pfalz;7;;;Bellheim;Einzelhandelskaufmann;2021
Kevin;Wilhelm;1986;Die PARTEI;-1;Rheinland-Pfalz;8;;;Koblenz;Industriekaufmann;2021
Claudia;Boas;1967;Die PARTEI;-1;Rheinland-Pfalz;9;;;Winnen;exam. Altenpflegerin;2021
Nico;Zorzi;1992;Die PARTEI;-1;Rheinland-Pfalz;10;;De;Kandel;Servicetechniker;2021
Fabian;Krug;2002;Die PARTEI;-1;Rheinland-Pfalz;11;;;Herrstein;Auszubildender;2021
Wolfgang;Luf;1966;Die PARTEI;-1;Rheinland-Pfalz;12;;;Ludwigshafen am Rhein;Notfallsanitäter;2021
Finn;Jahnke;2002;Die PARTEI;-1;Rheinland-Pfalz;13;;;Herrstein;Student;2021
Florian Ludwig;Niedt;1982;Die PARTEI;-1;Rheinland-Pfalz;14;;;Koblenz;Supply Planner;2021
Michael;Zeeb;1991;Die PARTEI;-1;Rheinland-Pfalz;15;;;Trier;Programmierer;2021
Daniel;Borau;1992;Die PARTEI;-1;Rheinland-Pfalz;16;;;Stadecken-Elsheim;Verkäufer;2021
Lukas;Rammefanger;1999;Die PARTEI;-1;Rheinland-Pfalz;17;;;Landau in der Pfalz;Student;2021
Michael;Brüggemann;1968;Die PARTEI;-1;Rheinland-Pfalz;18;;;Bad Ems;freier Künstler;2021
Aaron;Schmidt;1974;Die PARTEI;-1;Rheinland-Pfalz;19;;;Zweibrücken;Pädagoge;2021
Sophia;Hoffelder;1997;Die PARTEI;-1;Rheinland-Pfalz;20;;;Bellheim;Einzelhandelskauffrau;2021
Samuel;Knewitz;1999;Die PARTEI;-1;Rheinland-Pfalz;21;;;Nieder-Hilbersheim;Student;2021
Bodo;Noeske;1962;PIRATEN;-1;Rheinland-Pfalz;1;;;Mainz;Versicherungsmakler, selbstständig;2021
Heinz;Zell;1975;PIRATEN;-1;Rheinland-Pfalz;2;;;Ludwigshafen am Rhein;selbst. Datenanalyst;2021
Joachim;Adomeit;1977;PIRATEN;-1;Rheinland-Pfalz;3;;;Mainz;Software-Engineer;2021
Sebastian;Hochwarth;1969;PIRATEN;-1;Rheinland-Pfalz;4;;;Ludwigshafen am Rhein;Musiker;2021
Heiko;Müller;1972;PIRATEN;-1;Rheinland-Pfalz;5;;;Andernach;Softwareentwickler;2021
Sandra;Schwab;1980;PIRATEN;-1;Rheinland-Pfalz;6;;;Lambsheim;Studienrätin;2021
Silvan;Stein;1989;PIRATEN;-1;Rheinland-Pfalz;7;;;Idar-Oberstein;Student;2021
Florian;Altherr;1981;PIRATEN;-1;Rheinland-Pfalz;8;;;Mainz;Softwareentwickler;2021
Roland;Hartung;1961;PIRATEN;-1;Rheinland-Pfalz;9;;;Mainz;Betriebswirt;2021
Thomas Marc;Göbel;1965;PIRATEN;-1;Rheinland-Pfalz;10;;;Biedershausen;Fachkraft Datenschutz;2021
David;Otto;1982;PIRATEN;-1;Rheinland-Pfalz;11;;;Mainz;Software-Engineer;2021
Celine;Sommer;1998;PIRATEN;-1;Rheinland-Pfalz;12;;;Gabsheim;Rechtsanwaltsfachangestellte;2021
Erik;Hofmann;1986;ÖDP;-1;Rheinland-Pfalz;1;;;Traben-Trarbach;Wirtschafter für Önologie und Weinbau;2021
Felix Andreas;Leinen;1957;ÖDP;-1;Rheinland-Pfalz;2;Prof. Dr.;;Mainz;Dipl.-Mathematiker;2021
Heidelind Ingeborg;Weidemann;1941;ÖDP;-1;Rheinland-Pfalz;3;;;Erden;Dipl.-Verwaltungswirtin a. D.;2021
Clemens;Ruhl;1968;ÖDP;-1;Rheinland-Pfalz;4;;;Pelm;Jugendleiter, Angestellter;2021
Genoveva Susanne Brigitte;Brandenburger;1959;ÖDP;-1;Rheinland-Pfalz;5;;;Kaiserslautern;Verkäuferin, Sachbearbeiterin;2021
Jochen Marc;Piehl;1973;ÖDP;-1;Rheinland-Pfalz;6;;;Osthofen;Sozialversicherungsfachangestellter;2021
Klaus;Wilhelm;1945;ÖDP;-1;Rheinland-Pfalz;7;;;Mainz;Rentner;2021
Dagmar;Wolf-Rammensee;1960;ÖDP;-1;Rheinland-Pfalz;8;;;Mainz;Dipl.-Sozialarbeiterin;2021
Renate;Keller;1980;ÖDP;-1;Rheinland-Pfalz;9;;;Oppenheim;Gemeindepädagogin;2021
Johannes Erich;Schneider;1957;ÖDP;-1;Rheinland-Pfalz;10;;;Maring-Noviand;Winzer, Dipl.-Ing. Önologie;2021
Manuela Gerlinde;Dienhart;1966;ÖDP;-1;Rheinland-Pfalz;11;;;Lichtenborn;Hauswirtschaftlerin, Reinigungskraft;2021
Michael;Ruf;1979;ÖDP;-1;Rheinland-Pfalz;12;;;Mainz;Fachinformatiker;2021
Ulf;Kowal;1966;ÖDP;-1;Rheinland-Pfalz;13;;;Oberwesel;ltd. Angestellter Diakonie;2021
Andrea Gertrud Edith;Steffen-Boxhorn;1968;ÖDP;-1;Rheinland-Pfalz;14;;;Mainz;Erzieherin, Angestellte;2021
Leander;Hahn;1996;ÖDP;-1;Rheinland-Pfalz;15;;;Leisel;Altenpfleger;2021
Christa Maria;Moseler;1960;ÖDP;-1;Rheinland-Pfalz;16;;;Mainz;Dipl.-Geologin;2021
Markus;Fries;1970;ÖDP;-1;Rheinland-Pfalz;17;;;Maring-Noviand;Winzer, Dipl.-Ing. Önologie (FH);2021
Wilhelm;Schild;1960;ÖDP;-1;Rheinland-Pfalz;18;;;Mainz;Beamter;2021
Ulrich Joachim;Frings;1963;ÖDP;-1;Rheinland-Pfalz;19;;;Mainz;techn. Redakteur;2021
Cyrill Bernhard Erik;Gilsdorf;1966;ÖDP;-1;Rheinland-Pfalz;20;;;Aspisheim;Agrarhelfer;2021
Jürgen Josef;Sauer;1958;ÖDP;-1;Rheinland-Pfalz;21;;;Mainz;Raumausstattermeister;2021
Günter Manfred;Newen;1966;ÖDP;-1;Rheinland-Pfalz;22;;;Sülm;Elektrotechniker, Bauleiter;2021
Udo Manfred Lothar;Voigt;1952;NPD;-1;Rheinland-Pfalz;1;;;Berlin;Politikwissenschaftler;2021
Karl-Heinz Rudolf;Pfirrmann;1945;NPD;-1;Rheinland-Pfalz;2;;;Wörth am Rhein;Unternehmens- und Finanzberater i. R.;2021
Safet;Babic;1981;NPD;-1;Rheinland-Pfalz;3;;;Trier;Politologe (M. A.);2021
Harry Karl-Heinz;Meyer;1958;NPD;-1;Rheinland-Pfalz;4;;;Aalen;Rentner;2021
Tamara;Schneider;1984;V-Partei³;-1;Rheinland-Pfalz;1;Dr.;;Mainz;Psychologin;2021
Sascha Andreas;Nist;1991;V-Partei³;-1;Rheinland-Pfalz;2;;;Mutterstadt;Einkäufer;2021
Joachim;Harlessem;1958;V-Partei³;-1;Rheinland-Pfalz;3;;von;Waldesch;Ingenieur;2021
Marvin;Keim;1998;V-Partei³;-1;Rheinland-Pfalz;4;;;Weinolsheim;Auszubildender;2021
Katharina;Nist;1992;V-Partei³;-1;Rheinland-Pfalz;5;;;Mutterstadt;Industriemeisterin Elektrotechnik;2021
Kay;Rembold;1993;V-Partei³;-1;Rheinland-Pfalz;6;;;Koblenz;Hausfrau;2021
Lieselotte Jutta;Seiberth;1955;MLPD;-1;Rheinland-Pfalz;1;;;Hochdorf-Assenheim;Hauswirtschaftsleiterin;2021
Gerd Heinrich;Zitzner;1955;MLPD;-1;Rheinland-Pfalz;2;;;Essen;Dipl.-Agraringenieur;2021
Marita;Kullmann;1964;MLPD;-1;Rheinland-Pfalz;3;;;Lorch;Verkaufskraft;2021
Anna Monika;Bartholomé;1949;MLPD;-1;Rheinland-Pfalz;4;;;Gelsenkirchen;Journalistin;2021
Gernot;Mebus;1960;MLPD;-1;Rheinland-Pfalz;5;;;Sankt Goar;Industriekaufmann;2021
Herbert Heinrich;Buchta;1954;MLPD;-1;Rheinland-Pfalz;6;;;Birken-Honigsessen;Tierarzt;2021
Jens-Christian;Steuler;1980;dieBasis;-1;Rheinland-Pfalz;1;;;Hilgert;Realschullehrer;2021
Annika Maria;Terworth;1981;dieBasis;-1;Rheinland-Pfalz;2;;;Kaiserslautern;Dipl.-Ing. Raum- und Umweltplanung;2021
Mark;Schneider;1975;dieBasis;-1;Rheinland-Pfalz;3;;;Polch;Fachkrankenpfleger, Berufssoldat;2021
Christoph;Lutz;1991;dieBasis;-1;Rheinland-Pfalz;4;;;Trier;Risikomanager;2021
Jörg Wilhelm;Heuser;1964;dieBasis;-1;Rheinland-Pfalz;5;Dr.;;Mainz;Musiker, Dozent;2021
Reinhold;Ritter;1950;dieBasis;-1;Rheinland-Pfalz;6;;;Irsch;Rentner;2021
Marion;Weiler;1965;dieBasis;-1;Rheinland-Pfalz;7;;;Horbach;Heilpraktikerin Psychotherapie;2021
Daniel;Querzola;1993;dieBasis;-1;Rheinland-Pfalz;8;;;Neustadt an der Weinstraße;IT-Consultant;2021
Steffen;Schlindwein;1971;dieBasis;-1;Rheinland-Pfalz;9;;;Haßloch;techn. Angestellter;2021
Jürgen;Schwerdt;1958;dieBasis;-1;Rheinland-Pfalz;10;;;Elmstein;Weiterbildungsmanager;2021
Patrick;Esch;1970;dieBasis;-1;Rheinland-Pfalz;11;;;Hahnheim;Bauingenieur;2021
Torsten;Reichert;1965;dieBasis;-1;Rheinland-Pfalz;12;;;Waldsee;Dipl.-Wirtschaftsinformatiker;2021
Franz-Gerhard;Hoyer;1958;dieBasis;-1;Rheinland-Pfalz;13;;;Kempenich;selbstständig;2021
Thomas;Daus;1971;dieBasis;-1;Rheinland-Pfalz;14;;;Neuerburg;Pilot;2021
Kerstin;Schneider-Krauß;1971;dieBasis;-1;Rheinland-Pfalz;15;;;Nanzdietschweiler;Musiklehrerin;2021
Helmut;Wilde;1957;dieBasis;-1;Rheinland-Pfalz;16;;;Kaiserslautern;berufl. Reha, Dipl.-Psychologe;2021
Uwe;Bachmann;1963;dieBasis;-1;Rheinland-Pfalz;17;;;Mehlingen;Berufskraftfahrer;2021
Regine;Deutsch;1965;DiB;-1;Rheinland-Pfalz;1;;;Landau in der Pfalz;Pädagogin;2021
Mariana;Font;1968;DiB;-1;Rheinland-Pfalz;2;;;Hauenstein;Heilpraktikerin;2021
Andrea;Blitz;1965;DiB;-1;Rheinland-Pfalz;3;;;Mainz;Inklusionshelferin;2021
Wolfgang;Beranek;1953;DiB;-1;Rheinland-Pfalz;4;;;Braubach;Pädagoge;2021
Inger;Banse;1990;DiB;-1;Rheinland-Pfalz;5;;;Birkenfeld;Projektleiterin;2021
Stephan Otto;Schlitz;1958;LKR;-1;Rheinland-Pfalz;1;Dr.;;Fürfeld;Winzer;2021
Christian Irmin;Kott;1970;LKR;-1;Rheinland-Pfalz;2;;;Schöneberg;Jurist;2021
Uwe;Zimmermann;1958;LKR;-1;Rheinland-Pfalz;3;Prof. Dr.;;Saarburg;Professor;2021
Susanne Carmela;Schwab-Weis;1960;LKR;-1;Rheinland-Pfalz;4;;;Pirmasens;Rechtsanwältin;2021
Andreas Walter;Hofmeister;1961;LKR;-1;Rheinland-Pfalz;5;;;Ludwigshafen am Rhein;selbstständig;2021
Fabian David;Kott;2001;LKR;-1;Rheinland-Pfalz;6;;;Schöneberg;Schüler;2021
Markus;Böhm;1968;LKR;-1;Rheinland-Pfalz;7;;;Ludwigshafen am Rhein;Angestellter;2021
Oliver;Sieh;1962;LKR;-1;Rheinland-Pfalz;8;;;Ludwigshafen am Rhein;Geschäftsführer;2021
Petra;Winkler;1964;LKR;-1;Rheinland-Pfalz;9;;;Bischheim;Texterin, Autorin;2021
Holger;Schlenger;1968;Die Humanisten;-1;Rheinland-Pfalz;1;;;Nieder-Olm;Physiker;2021
Christiane;Zöllner;1966;Die Humanisten;-1;Rheinland-Pfalz;2;;;Eitelborn;Lehrerin;2021
Uwe;Krämer;1959;Die Humanisten;-1;Rheinland-Pfalz;3;;;Neuwied;Pensionär;2021
Uwe;Link;1979;Die Humanisten;-1;Rheinland-Pfalz;4;;;Mainz;Lehrer;2021
David Thomas Bernhard;Kaufmann;1990;Die Humanisten;-1;Rheinland-Pfalz;5;;;Mainz;Student der Psychologie;2021
Jenny;Schulmerich;1984;Die Humanisten;-1;Rheinland-Pfalz;6;;;Mainz;Physiotherapeutin;2021
Ute;Schlenger;1968;Die Humanisten;-1;Rheinland-Pfalz;7;;;Nieder-Olm;Sozialpädagogin;2021
Tristan;Marsell;2000;Die Humanisten;-1;Rheinland-Pfalz;8;;;Mainz;Auszubildender;2021
Lisa;Schmidt;1991;Die Humanisten;-1;Rheinland-Pfalz;9;;;Trier;Kunsthistorikerin;2021
Bernd;Kriebel;1964;Tierschutzpartei;-1;Rheinland-Pfalz;1;;;Höhfröschen;Elektromeister;2021
Sabine;Ruczynski;1982;Tierschutzpartei;-1;Rheinland-Pfalz;2;;;Mayen;Altenpflegerin;2021
Susanne;Harant;1961;Tierschutzpartei;-1;Rheinland-Pfalz;3;;;Limburgerhof;Erzieherin;2021
Barbara Maria;Schwarz;1961;Tierschutzpartei;-1;Rheinland-Pfalz;4;;;Dahn;Übersetzerin;2021
Özenç;Aslan;1982;Team Todenhöfer;-1;Rheinland-Pfalz;1;;;Neuwied;Geschäftsführer;2021
Schirin;Simo;1986;Team Todenhöfer;-1;Rheinland-Pfalz;2;;;Düngenheim;Consultant;2021
Florian;Dresen;1997;Team Todenhöfer;-1;Rheinland-Pfalz;3;;;Vallendar;Student;2021
Janna Anka;Dülger;1989;Team Todenhöfer;-1;Rheinland-Pfalz;4;;;Dreikirchen;Flugbegleiterin;2021
Stefan;Ackermann;1989;Team Todenhöfer;-1;Rheinland-Pfalz;5;;;Birkenhördt;Kindertagesstättenleiter;2021
Daniel;Drogan;1982;Team Todenhöfer;-1;Rheinland-Pfalz;6;;;Mainz;Projektmanager;2021
Miguel Manuel;Milanes-Bilyj;1986;Team Todenhöfer;-1;Rheinland-Pfalz;7;;;Wassenach;Soldat auf Zeit;2021
Ceyda;Külekci;1994;Team Todenhöfer;-1;Rheinland-Pfalz;8;;;Mülheim-Kärlich;Integrationsberaterin;2021
Sven;Ludwig;1981;Team Todenhöfer;-1;Rheinland-Pfalz;9;;;Kirchberg (Hunsrück);Tischler;2021
Fatemeh;Giveh Chi;1997;Team Todenhöfer;-1;Rheinland-Pfalz;10;;;Berzhahn;Studentin;2021
Alexandra;Barsuhn;1994;Volt;-1;Rheinland-Pfalz;1;;;Mörsdorf;Studentin;2021
Karl Michael;Reuther;1967;Volt;-1;Rheinland-Pfalz;2;Dr.;;Wachenheim an der Weinstraße;Dipl.-Physiker;2021
Maria Elisabeth;Heister;1961;Volt;-1;Rheinland-Pfalz;3;Dr.;;Kaiserslautern;Ärztin;2021
Ron-David;Röder;1983;Volt;-1;Rheinland-Pfalz;4;;;Ingelheim am Rhein;Projektmanager;2021
Francesca;Beyer;1994;Volt;-1;Rheinland-Pfalz;5;;;Mainz;Sozialarbeiterin;2021
Florian Thomas;Köhler-Langes;1984;Volt;-1;Rheinland-Pfalz;6;Dr.;;Mainz;Dipl.-Physiker;2021
Sacha;Heerschop;1987;Volt;-1;Rheinland-Pfalz;7;;;Mainz;Eventmanagerin;2021
Jeffrey;Ludwig;1992;Volt;-1;Rheinland-Pfalz;8;;;Trier;Student;2021
Helga;Krämer;1968;Volt;-1;Rheinland-Pfalz;9;;;Schmitt;techn. Redakteurin;2021
Sascha;Kolhey;1993;Volt;-1;Rheinland-Pfalz;10;;;Mainz;Projektassistent;2021
Bernadette;Jaegers;1998;Volt;-1;Rheinland-Pfalz;11;;;Mainz;Studentin;2021
Philipp;Leisner;1991;Volt;-1;Rheinland-Pfalz;12;;;Mainz;Jurist;2021
Lea;Jakobi;2001;Volt;-1;Rheinland-Pfalz;13;;;Hoppstädten-Weiersbach;Studentin;2021
Detlef;Barsuhn;1953;Volt;-1;Rheinland-Pfalz;14;;;Mörsdorf;Dipl.-Ing. Maschinenbau, Rentner;2021
Clara-Louise;Noffke;1993;Volt;-1;Rheinland-Pfalz;15;;;Mainz;wiss. Mitarbeiterin;2021
Anna;Reimann;1975;Volt;-1;Rheinland-Pfalz;16;;;Kanzem;Winzerin;2021
Torsten;Nessel;1997;Volt;-1;Rheinland-Pfalz;17;;;Bingen am Rhein;Finanzwirt;2021
Wolfgang;Schäuble;1942;CDU;-1;Baden-Württemberg;1;Dr.;;Offenburg;MdB, Bundestagspräsident;2021
Annette;Widmann-Mauz;1966;CDU;-1;Baden-Württemberg;2;;;Balingen;MdB, Staatsministerin;2021
Andreas;Jung;1975;CDU;-1;Baden-Württemberg;3;;;Konstanz;Mitglied des Deutschen Bundestages;2021
Steffen Rudi;Bilger;1979;CDU;-1;Baden-Württemberg;4;;;Ludwigsburg;MdB, parl. Staatssekretär;2021
Ingeborg Gabriele;Gräßle;1961;CDU;-1;Baden-Württemberg;5;Dr.;;Schwäbisch Gmünd;Journalistin;2021
Alexander Paul;Föhr;1980;CDU;-1;Baden-Württemberg;6;;;Heidelberg;ltd. Angestellter;2021
Stefan;Kaufmann;1969;CDU;-1;Baden-Württemberg;7;Dr.;;Stuttgart;MdB, Rechtsanwalt;2021
Ingo Peter;Wellenreuther;1959;CDU;-1;Baden-Württemberg;8;;;Karlsruhe;MdB, vorsitzender Richter am LG a. D.;2021
Johannes;Rothenberger;1980;CDU;-1;Baden-Württemberg;9;;;Oberkirch;Rechtsanwalt;2021
Christian Josef;Natterer;1981;CDU;-1;Baden-Württemberg;10;;;Wangen im Allgäu;MdB, Dipl.-Kaufmann;2021
Monica Andrea;Wüllner;1969;CDU;-1;Baden-Württemberg;11;;;Stuttgart;Gewerkschaftssekretärin;2021
Margaret;Horb;1967;CDU;-1;Baden-Württemberg;12;;;Osterburken;Dipl.-Finanzwirtin (FH);2021
Alexander Richard;Throm;1968;CDU;-1;Baden-Württemberg;13;;;Heilbronn;MdB, Rechtsanwalt;2021
Roman Albert;Baumgartner;1982;CDU;-1;Baden-Württemberg;14;;;Vogtsburg im Kaiserstuhl;wiss. Mitarbeiter, Doktorand;2021
Ronja Helene;Kemmer;1989;CDU;-1;Baden-Württemberg;15;;;Erbach;MdB, Volkswirtin;2021
Sarah;Schmid;1989;CDU;-1;Baden-Württemberg;16;Dr.;;München;Referentin;2021
Annette;Dietl-Faude;1967;CDU;-1;Baden-Württemberg;17;;;Oftersheim;Groß- und Außenhandelskauffrau;2021
Carmen Alexandra;Jäger;1993;CDU;-1;Baden-Württemberg;18;;;Rottweil;Studentin, Dipl.-Rechtspflegerin (FH);2021
Dominik Julian;Schloßstein;1991;CDU;-1;Baden-Württemberg;19;;;Vellberg;Unternehmer;2021
Melissa Theresa;Schneider;1990;CDU;-1;Baden-Württemberg;20;;;Laupheim;Wirtschaftsprüfungsassistentin;2021
Lilly;Hummel;2000;CDU;-1;Baden-Württemberg;21;;;Bad Schönborn;Studentin;2021
Helena Maria;Kapp;1951;CDU;-1;Baden-Württemberg;22;;;Kirchheim unter Teck;Kauffrau;2021
Dominik Markus;Apel;1994;CDU;-1;Baden-Württemberg;23;;;Ludwigshafen am Rhein;Volljurist;2021
Luisa Laura;Koch;1999;CDU;-1;Baden-Württemberg;24;;;Enzklösterle;Public Management (B. A.);2021
Rainer Martin;Staib;1969;CDU;-1;Baden-Württemberg;25;;;Bad Boll;Polizeibeamter;2021
Maximilian Fritz Willi;Klingele;1990;CDU;-1;Baden-Württemberg;26;;;Bad Waldsee;Lehrer;2021
Marie-Sophie Hedwig;Lanig;1995;CDU;-1;Baden-Württemberg;27;;;Heidelberg;Studentin;2021
Felix Wilhelm;Ockenfuß;1989;CDU;-1;Baden-Württemberg;28;;;Gengenbach;Stadtverwaltungsinspektor;2021
Carsten;Mohrhardt;1975;CDU;-1;Baden-Württemberg;29;;;Stutensee;Facharzt Orthopädie und Unfallchirurgie;2021
Kristoffer;Werner;1988;CDU;-1;Baden-Württemberg;30;;;Esslingen am Neckar;kaufm. Angestellter;2021
Julia Emilie;Alt;1998;CDU;-1;Baden-Württemberg;31;;;Albstadt;Business-Development-Managerin (B.A.);2021
Alessandro;Pagella;1973;CDU;-1;Baden-Württemberg;32;Dr.;;Haiterbach;Geschäftsführer;2021
Marcel;Kammerer;1999;CDU;-1;Baden-Württemberg;33;;;Zimmern ob Rottweil;Projektmanager (B. A.);2021
Brigitte;Schick;1945;CDU;-1;Baden-Württemberg;34;;;Weil im Schönbuch;Rentnerin;2021
Christiane;Haase;1973;CDU;-1;Baden-Württemberg;35;;;Schriesheim;selbst. PR-Beraterin, Projektmanagerin;2021
Norbert;Strohmaier;1982;CDU;-1;Baden-Württemberg;36;;;Stuttgart;Dipl.-Ing. Maschinenbau;2021
Valérie Estelle;Neumann;1989;CDU;-1;Baden-Württemberg;37;;;Pliezhausen;Wirtschaftsprüferin, Steuerberaterin;2021
Vera Gerlinde;Huber;1981;CDU;-1;Baden-Württemberg;38;;;Oberkirch;Erzieherin;2021
Anette Waltraud;Groschupp;1971;CDU;-1;Baden-Württemberg;39;;;Ludwigsburg;Rechtsassessorin;2021
Roland Andreas Egon;Hörner;1954;CDU;-1;Baden-Württemberg;40;;;Mannheim;Hafendirektor a. D.;2021
Alice;Dorison;1995;CDU;-1;Baden-Württemberg;41;;;Tübingen;Kinderkrankenpflegerin, Studentin;2021
Miriam;Kammerer;1983;CDU;-1;Baden-Württemberg;42;;;Rottweil;Bildungsreferentin;2021
Matthias Philipp;Heindl;1982;CDU;-1;Baden-Württemberg;43;;;Künzelsau;Studienrat;2021
Ekaterina;Hartung;1990;CDU;-1;Baden-Württemberg;44;;;Pforzheim;Studentin;2021
Heike;Bruch;1964;CDU;-1;Baden-Württemberg;45;;;Heidenheim an der Brenz;Senior Marketing Managerin (MBA);2021
Barbara;Wild;1984;CDU;-1;Baden-Württemberg;46;;;Bad Dürrheim;Rechtsanwältin;2021
Ann-Cathrin Wiebke;Müller;1975;CDU;-1;Baden-Württemberg;47;;;Pfronstetten;Realschulrektorin;2021
Tobias David;Walter;1994;CDU;-1;Baden-Württemberg;48;;;Stutensee;Student;2021
Robert;Märsch;1986;CDU;-1;Baden-Württemberg;49;;;Wernau (Neckar);Standortkonzeptentwickler;2021
Susanne Anette Ruth;Weiher;1967;CDU;-1;Baden-Württemberg;50;;;Nürtingen;Steuerfachangestellte;2021
Wolfgang;Falk;1986;CDU;-1;Baden-Württemberg;51;;;Ettlingen;Angestellter;2021
Alexandra;Sauter;1989;CDU;-1;Baden-Württemberg;52;;;Bärenthal;Int. Betriebswirtin (M. A.);2021
Florian Thomas;Nußbaumer;1994;CDU;-1;Baden-Württemberg;53;;;Eberhardzell;IT-Business Analyst;2021
Tom-Lukas;Lambrecht;1997;CDU;-1;Baden-Württemberg;54;;;Sulzbach an der Murr;Student;2021
Daniel;Kößler;1996;CDU;-1;Baden-Württemberg;55;;;Bretten;Verwaltungsbeamter;2021
Elvira Corinna;Große;1979;CDU;-1;Baden-Württemberg;56;;;Albbruck;Hebamme;2021
Iulia;Reznitcaia;1985;CDU;-1;Baden-Württemberg;57;;;Stuttgart;ltd. Angestellte int. Verbindung;2021
Axel Reinhard;Häberle;1956;CDU;-1;Baden-Württemberg;58;;;Hagnau am Bodensee;Angestellter;2021
Ingrid;Bauer;1966;CDU;-1;Baden-Württemberg;59;;;Ostelsheim;Angestellte;2021
Hanns Christoph;Zalder;1967;CDU;-1;Baden-Württemberg;60;;;Stuttgart;Leiter Einkauf Werkzeuge;2021
Saskia Christina;Esken;1961;SPD;-1;Baden-Württemberg;1;;;Calw;MdB, Informatikerin;2021
Nils Hermann;Schmid;1973;SPD;-1;Baden-Württemberg;2;Dr.;;Reutlingen;Mitglied des Deutschen Bundestages;2021
Rita Berta;Schwarzelühr-Sutter;1962;SPD;-1;Baden-Württemberg;3;;;Lauchringen;MdB, parl. Staatssekretärin;2021
Martin;Rosemann;1976;SPD;-1;Baden-Württemberg;4;Dr.;;Tübingen;MdB, Dipl.-Volkswirt;2021
Katja Wilma;Mast;1971;SPD;-1;Baden-Württemberg;5;;;Rastatt;MdB, Bankkauffrau;2021
Johannes;Fechner;1972;SPD;-1;Baden-Württemberg;6;Dr.;;Emmendingen;Mitglied des Deutschen Bundestages;2021
Leni;Breymaier;1960;SPD;-1;Baden-Württemberg;7;;;Eislingen/Fils;MdB, Gewerkschaftssekretärin;2021
Martin;Gerster;1971;SPD;-1;Baden-Württemberg;8;;;Biberach an der Riß;Mitglied des Deutschen Bundestages;2021
Jasmina;Hostert;1982;SPD;-1;Baden-Württemberg;9;;;Böblingen;Politikwissenschaftlerin (M. A.), Geschäftsführerin;2021
Lars;Castellucci;1974;SPD;-1;Baden-Württemberg;10;Dr.;;Wiesloch;MdB, Hochschulprofessor;2021
Gabriele;Katzmarek;1960;SPD;-1;Baden-Württemberg;11;;;Mannheim;MdB, Gewerkschaftssekretärin;2021
Parsa;Marvi;1982;SPD;-1;Baden-Württemberg;12;;;Karlsruhe;Produktmanager Breitband;2021
Heike Charlotte;Baehrens;1955;SPD;-1;Baden-Württemberg;13;;;Stuttgart;MdB, Diakonin;2021
Macit;Karaahmetoǧlu;1968;SPD;-1;Baden-Württemberg;14;;;Gerlingen;Rechtsanwalt;2021
Lina;Seitzl;1989;SPD;-1;Baden-Württemberg;15;Dr.;;Konstanz;Politikwissenschaftlerin;2021
Robin;Mesarosch;1991;SPD;-1;Baden-Württemberg;16;;;Langenenslingen;parl. Referent;2021
Isabel Andrea;Cademartori Dujisin;1988;SPD;-1;Baden-Württemberg;17;;;Mannheim;Wirtschaftspädagogin;2021
Josip;Juratovic;1959;SPD;-1;Baden-Württemberg;18;;;Gundelsheim;MdB, Kfz-Mechaniker;2021
Derya;Türk-Nachbaur;1973;SPD;-1;Baden-Württemberg;19;;;Bad Dürrheim;päd. Fachkraft;2021
Kevin;Leiser;1993;SPD;-1;Baden-Württemberg;20;;;Blaufelden;Lehrer;2021
Heike;Engelhardt;1961;SPD;-1;Baden-Württemberg;21;;;Ravensburg;Redakteurin;2021
Takis;Mehmet Ali;1991;SPD;-1;Baden-Württemberg;22;;;Badenweiler;Verwaltungsleiter;2021
Anna Lucia;Schanbacher;1989;SPD;-1;Baden-Württemberg;23;;;Stuttgart;Sozialwissenschaftlerin;2021
Leon Maria Michael;Hahn;1991;SPD;-1;Baden-Württemberg;24;;;Friedrichshafen;Lead Associate Retirement, Unternehmensberatung;2021
Nezaket;Yildirim;1977;SPD;-1;Baden-Württemberg;25;;;Schwetzingen;Dipl.-Juristin;2021
Thomas;Utz;1989;SPD;-1;Baden-Württemberg;26;;;Murr;Betriebswirt;2021
Elisabeth;Krämer;1993;SPD;-1;Baden-Württemberg;27;;;Walldorf;Schreinerin;2021
Mirko Wilko;Witkowski;1968;SPD;-1;Baden-Württemberg;28;;;Schramberg;Redakteur;2021
Anja;Lotz;1966;SPD;-1;Baden-Württemberg;29;;;Weikersheim;Bilanzbuchhalterin;2021
Dejan;Perc;1975;SPD;-1;Baden-Württemberg;30;;;Stuttgart;Leiter Digitales Marketing;2021
Argyri;Paraschaki;1977;SPD;-1;Baden-Württemberg;31;;;Esslingen am Neckar;Geschäftsführerin;2021
Matthias;Katsch;1963;SPD;-1;Baden-Württemberg;32;;;Offenburg;Trainer, Geschäftsführer;2021
Julia Sophie;Söhne;1993;SPD;-1;Baden-Württemberg;33;;;Freiburg im Breisgau;wiss. Mitarbeiterin;2021
Patrick Michael;Diebold;1988;SPD;-1;Baden-Württemberg;34;;;Eggenstein-Leopoldshafen;Oberverwaltungsinspektor;2021
Ulrich Matthias;Bausch;1959;SPD;-1;Baden-Württemberg;35;Dr.;;Kirchentellinsfurt;Geschäftsführer;2021
