Gruppenname;Gebietsnummer;jahr;Anzahl
FREIE WÄHLER;92;2021;2724
NPD;92;2021;0
ÖDP;92;2021;0
V-Partei³;92;2021;0
Gesundheitsforschung;92;2021;0
MLPD;92;2021;0
Die Humanisten;92;2021;0
DKP;92;2021;0
SGP;92;2021;0
dieBasis;92;2021;2505
Bündnis C;92;2021;0
du.;92;2021;0
LIEBE;92;2021;0
LKR;92;2021;0
PdF;92;2021;0
LfK;92;2021;0
Team Todenhöfer;92;2021;0
Volt;92;2021;0
CDU;93;2021;31636
SPD;93;2021;38985
FDP;93;2021;11490
AfD;93;2021;8789
GRÜNE;93;2021;33405
DIE LINKE;93;2021;7213
Die PARTEI;93;2021;2768
Tierschutzpartei;93;2021;0
PIRATEN;93;2021;0
FREIE WÄHLER;93;2021;1108
NPD;93;2021;0
ÖDP;93;2021;0
V-Partei³;93;2021;0
Gesundheitsforschung;93;2021;0
MLPD;93;2021;181
Die Humanisten;93;2021;0
DKP;93;2021;0
SGP;93;2021;0
dieBasis;93;2021;1615
Bündnis C;93;2021;0
du.;93;2021;0
LIEBE;93;2021;0
LKR;93;2021;0
PdF;93;2021;0
LfK;93;2021;0
Team Todenhöfer;93;2021;0
Volt;93;2021;2353
EB: Przybylski;93;2021;261
CDU;94;2021;50918
SPD;94;2021;40103
FDP;94;2021;16950
AfD;94;2021;5587
GRÜNE;94;2021;70658
DIE LINKE;94;2021;8771
Die PARTEI;94;2021;3312
Tierschutzpartei;94;2021;0
PIRATEN;94;2021;0
FREIE WÄHLER;94;2021;1369
NPD;94;2021;0
ÖDP;94;2021;0
V-Partei³;94;2021;0
Gesundheitsforschung;94;2021;0
MLPD;94;2021;117
Die Humanisten;94;2021;0
DKP;94;2021;82
SGP;94;2021;0
dieBasis;94;2021;2005
Bündnis C;94;2021;0
du.;94;2021;0
LIEBE;94;2021;0
LKR;94;2021;0
PdF;94;2021;0
LfK;94;2021;0
Team Todenhöfer;94;2021;0
Volt;94;2021;4111
CDU;95;2021;28674
SPD;95;2021;46149
FDP;95;2021;10708
AfD;95;2021;8015
GRÜNE;95;2021;43600
DIE LINKE;95;2021;8435
Die PARTEI;95;2021;3143
Tierschutzpartei;95;2021;0
PIRATEN;95;2021;0
FREIE WÄHLER;95;2021;1100
NPD;95;2021;0
ÖDP;95;2021;0
V-Partei³;95;2021;0
Gesundheitsforschung;95;2021;0
MLPD;95;2021;113
Die Humanisten;95;2021;0
DKP;95;2021;0
SGP;95;2021;0
dieBasis;95;2021;1831
Bündnis C;95;2021;0
du.;95;2021;0
LIEBE;95;2021;0
LKR;95;2021;0
PdF;95;2021;0
LfK;95;2021;0
Team Todenhöfer;95;2021;0
Volt;95;2021;2108
EB: Podjaski;95;2021;70
EB: Goldbeck;95;2021;189
CDU;96;2021;44872
SPD;96;2021;46251
FDP;96;2021;23198
AfD;96;2021;7448
GRÜNE;96;2021;46467
DIE LINKE;96;2021;6675
Die PARTEI;96;2021;2700
Tierschutzpartei;96;2021;0
PIRATEN;96;2021;0
FREIE WÄHLER;96;2021;1183
NPD;96;2021;0
ÖDP;96;2021;0
V-Partei³;96;2021;0
Gesundheitsforschung;96;2021;0
MLPD;96;2021;138
Die Humanisten;96;2021;0
DKP;96;2021;0
SGP;96;2021;0
dieBasis;96;2021;2101
Bündnis C;96;2021;0
du.;96;2021;0
LIEBE;96;2021;0
LKR;96;2021;158
PdF;96;2021;0
LfK;96;2021;0
Team Todenhöfer;96;2021;0
Volt;96;2021;2919
CDU;97;2021;60776
SPD;97;2021;53213
FDP;97;2021;16604
AfD;97;2021;13045
GRÜNE;97;2021;26270
DIE LINKE;97;2021;6242
Die PARTEI;97;2021;3828
Tierschutzpartei;97;2021;0
PIRATEN;97;2021;0
FREIE WÄHLER;97;2021;1929
NPD;97;2021;0
ÖDP;97;2021;0
V-Partei³;97;2021;0
Gesundheitsforschung;97;2021;0
MLPD;97;2021;0
Die Humanisten;97;2021;0
DKP;97;2021;0
SGP;97;2021;0
dieBasis;97;2021;2951
Bündnis C;97;2021;0
du.;97;2021;0
LIEBE;97;2021;0
LKR;97;2021;0
PdF;97;2021;0
LfK;97;2021;0
Team Todenhöfer;97;2021;0
Volt;97;2021;1006
Volksabstimmung;97;2021;602
CDU;98;2021;70144
SPD;98;2021;41004
FDP;98;2021;13914
AfD;98;2021;10385
GRÜNE;98;2021;26956
DIE LINKE;98;2021;4607
Die PARTEI;98;2021;2537
Tierschutzpartei;98;2021;0
PIRATEN;98;2021;0
FREIE WÄHLER;98;2021;1697
NPD;98;2021;0
ÖDP;98;2021;0
V-Partei³;98;2021;0
Gesundheitsforschung;98;2021;0
MLPD;98;2021;0
Die Humanisten;98;2021;0
DKP;98;2021;0
SGP;98;2021;0
dieBasis;98;2021;2285
Bündnis C;98;2021;0
du.;98;2021;0
LIEBE;98;2021;0
LKR;98;2021;167
PdF;98;2021;0
LfK;98;2021;0
Team Todenhöfer;98;2021;0
Volt;98;2021;1140
Volksabstimmung;98;2021;484
CDU;99;2021;53757
SPD;99;2021;42461
FDP;99;2021;15636
AfD;99;2021;15071
GRÜNE;99;2021;19015
DIE LINKE;99;2021;4587
Die PARTEI;99;2021;2887
Tierschutzpartei;99;2021;0
PIRATEN;99;2021;0
FREIE WÄHLER;99;2021;2246
NPD;99;2021;0
ÖDP;99;2021;0
V-Partei³;99;2021;0
Gesundheitsforschung;99;2021;0
MLPD;99;2021;0
Die Humanisten;99;2021;0
DKP;99;2021;0
SGP;99;2021;0
dieBasis;99;2021;2847
Bündnis C;99;2021;0
du.;99;2021;0
LIEBE;99;2021;0
LKR;99;2021;0
PdF;99;2021;0
LfK;99;2021;0
Team Todenhöfer;99;2021;0
Volt;99;2021;0
CDU;100;2021;52714
SPD;100;2021;39827
FDP;100;2021;29576
AfD;100;2021;9518
GRÜNE;100;2021;31626
DIE LINKE;100;2021;4845
Die PARTEI;100;2021;0
Tierschutzpartei;100;2021;0
PIRATEN;100;2021;0
FREIE WÄHLER;100;2021;3632
NPD;100;2021;0
ÖDP;100;2021;0
V-Partei³;100;2021;0
Gesundheitsforschung;100;2021;0
MLPD;100;2021;0
Die Humanisten;100;2021;0
DKP;100;2021;0
SGP;100;2021;0
dieBasis;100;2021;2455
Bündnis C;100;2021;0
du.;100;2021;0
LIEBE;100;2021;0
LKR;100;2021;0
PdF;100;2021;0
LfK;100;2021;0
Team Todenhöfer;100;2021;0
Volt;100;2021;1391
CDU;101;2021;31197
SPD;101;2021;69662
FDP;101;2021;11050
AfD;101;2021;10797
GRÜNE;101;2021;17290
DIE LINKE;101;2021;5657
Die PARTEI;101;2021;2782
Tierschutzpartei;101;2021;0
PIRATEN;101;2021;0
FREIE WÄHLER;101;2021;1479
NPD;101;2021;0
ÖDP;101;2021;0
V-Partei³;101;2021;0
Gesundheitsforschung;101;2021;0
MLPD;101;2021;212
Die Humanisten;101;2021;0
DKP;101;2021;0
SGP;101;2021;0
dieBasis;101;2021;2222
Bündnis C;101;2021;0
du.;101;2021;0
LIEBE;101;2021;0
LKR;101;2021;0
PdF;101;2021;0
LfK;101;2021;0
Team Todenhöfer;101;2021;0
Volt;101;2021;0
EB: Blum;101;2021;412
CDU;102;2021;31960
SPD;102;2021;54065
FDP;102;2021;13756
AfD;102;2021;11995
GRÜNE;102;2021;18932
DIE LINKE;102;2021;6742
Die PARTEI;102;2021;2665
Tierschutzpartei;102;2021;0
PIRATEN;102;2021;0
FREIE WÄHLER;102;2021;1544
NPD;102;2021;0
ÖDP;102;2021;0
V-Partei³;102;2021;0
Gesundheitsforschung;102;2021;0
MLPD;102;2021;203
Die Humanisten;102;2021;0
DKP;102;2021;0
SGP;102;2021;0
dieBasis;102;2021;2068
Bündnis C;102;2021;0
du.;102;2021;0
LIEBE;102;2021;0
LKR;102;2021;0
PdF;102;2021;0
LfK;102;2021;0
Team Todenhöfer;102;2021;0
Volt;102;2021;1028
CDU;103;2021;44778
SPD;103;2021;52852
FDP;103;2021;17406
AfD;103;2021;12335
GRÜNE;103;2021;20967
DIE LINKE;103;2021;5099
Die PARTEI;103;2021;3398
Tierschutzpartei;103;2021;0
PIRATEN;103;2021;0
FREIE WÄHLER;103;2021;1662
NPD;103;2021;0
ÖDP;103;2021;0
V-Partei³;103;2021;0
Gesundheitsforschung;103;2021;0
MLPD;103;2021;169
Die Humanisten;103;2021;0
DKP;103;2021;0
SGP;103;2021;0
dieBasis;103;2021;2233
Bündnis C;103;2021;0
du.;103;2021;0
LIEBE;103;2021;0
LKR;103;2021;0
PdF;103;2021;0
LfK;103;2021;0
Team Todenhöfer;103;2021;0
Volt;103;2021;0
EB: Kramer;103;2021;1070
CDU;104;2021;47326
SPD;104;2021;39326
FDP;104;2021;14873
AfD;104;2021;10704
GRÜNE;104;2021;36095
DIE LINKE;104;2021;4252
Die PARTEI;104;2021;0
Tierschutzpartei;104;2021;0
PIRATEN;104;2021;0
FREIE WÄHLER;104;2021;1818
NPD;104;2021;0
ÖDP;104;2021;0
V-Partei³;104;2021;0
Gesundheitsforschung;104;2021;0
MLPD;104;2021;0
Die Humanisten;104;2021;0
DKP;104;2021;0
SGP;104;2021;0
dieBasis;104;2021;1845
Bündnis C;104;2021;0
du.;104;2021;0
LIEBE;104;2021;0
LKR;104;2021;0
PdF;104;2021;0
LfK;104;2021;0
Team Todenhöfer;104;2021;0
Volt;104;2021;0
EB: Klimczak;104;2021;896
EB: Herrmann;104;2021;761
CDU;105;2021;38429
SPD;105;2021;37635
FDP;105;2021;11158
AfD;105;2021;8894
GRÜNE;105;2021;17730
DIE LINKE;105;2021;3395
Die PARTEI;105;2021;2258
Tierschutzpartei;105;2021;0
PIRATEN;105;2021;0
FREIE WÄHLER;105;2021;1166
NPD;105;2021;0
ÖDP;105;2021;0
V-Partei³;105;2021;0
Gesundheitsforschung;105;2021;0
MLPD;105;2021;99
Die Humanisten;105;2021;0
DKP;105;2021;0
SGP;105;2021;0
dieBasis;105;2021;1366
Bündnis C;105;2021;221
du.;105;2021;0
LIEBE;105;2021;0
LKR;105;2021;65
PdF;105;2021;0
LfK;105;2021;0
Team Todenhöfer;105;2021;0
Volt;105;2021;0
EB: Richter;105;2021;181
CDU;106;2021;54158
SPD;106;2021;38955
FDP;106;2021;24242
AfD;106;2021;7002
GRÜNE;106;2021;36926
DIE LINKE;106;2021;5094
Die PARTEI;106;2021;2531
Tierschutzpartei;106;2021;0
PIRATEN;106;2021;0
FREIE WÄHLER;106;2021;1089
NPD;106;2021;0
ÖDP;106;2021;0
V-Partei³;106;2021;0
Gesundheitsforschung;106;2021;0
MLPD;106;2021;104
Die Humanisten;106;2021;0
DKP;106;2021;0
SGP;106;2021;0
dieBasis;106;2021;1802
Bündnis C;106;2021;0
du.;106;2021;0
LIEBE;106;2021;0
LKR;106;2021;76
PdF;106;2021;0
LfK;106;2021;0
Team Todenhöfer;106;2021;0
Volt;106;2021;1546
EB: Baumanns;106;2021;423
CDU;107;2021;34801
SPD;107;2021;41169
FDP;107;2021;14143
AfD;107;2021;8214
GRÜNE;107;2021;30201
DIE LINKE;107;2021;5418
Die PARTEI;107;2021;2967
Tierschutzpartei;107;2021;0
PIRATEN;107;2021;0
FREIE WÄHLER;107;2021;1307
NPD;107;2021;0
ÖDP;107;2021;0
V-Partei³;107;2021;0
Gesundheitsforschung;107;2021;0
MLPD;107;2021;176
Die Humanisten;107;2021;0
DKP;107;2021;0
SGP;107;2021;0
dieBasis;107;2021;1549
Bündnis C;107;2021;0
du.;107;2021;0
LIEBE;107;2021;0
LKR;107;2021;0
PdF;107;2021;0
LfK;107;2021;0
Team Todenhöfer;107;2021;0
Volt;107;2021;1189
CDU;108;2021;57445
SPD;108;2021;51391
FDP;108;2021;12932
AfD;108;2021;10801
GRÜNE;108;2021;18051
DIE LINKE;108;2021;4153
Die PARTEI;108;2021;3617
Tierschutzpartei;108;2021;0
PIRATEN;108;2021;0
FREIE WÄHLER;108;2021;0
NPD;108;2021;0
ÖDP;108;2021;0
V-Partei³;108;2021;0
Gesundheitsforschung;108;2021;0
MLPD;108;2021;0
Die Humanisten;108;2021;0
DKP;108;2021;0
SGP;108;2021;0
dieBasis;108;2021;2052
Bündnis C;108;2021;0
du.;108;2021;0
LIEBE;108;2021;0
LKR;108;2021;0
PdF;108;2021;0
LfK;108;2021;0
Team Todenhöfer;108;2021;0
Volt;108;2021;0
EB: Herbert;108;2021;120
CDU;109;2021;45550
SPD;109;2021;37548
FDP;109;2021;10957
AfD;109;2021;9915
GRÜNE;109;2021;17302
DIE LINKE;109;2021;0
Die PARTEI;109;2021;3105
Tierschutzpartei;109;2021;0
PIRATEN;109;2021;0
FREIE WÄHLER;109;2021;1422
NPD;109;2021;0
ÖDP;109;2021;0
V-Partei³;109;2021;0
Gesundheitsforschung;109;2021;0
MLPD;109;2021;0
Die Humanisten;109;2021;0
DKP;109;2021;319
SGP;109;2021;0
dieBasis;109;2021;1821
Bündnis C;109;2021;0
du.;109;2021;0
LIEBE;109;2021;0
LKR;109;2021;0
PdF;109;2021;0
LfK;109;2021;0
Team Todenhöfer;109;2021;0
Volt;109;2021;0
CDU;110;2021;51500
SPD;110;2021;39253
FDP;110;2021;18781
AfD;110;2021;9150
GRÜNE;110;2021;24383
DIE LINKE;110;2021;4319
Die PARTEI;110;2021;2918
Tierschutzpartei;110;2021;0
PIRATEN;110;2021;0
FREIE WÄHLER;110;2021;1980
NPD;110;2021;0
ÖDP;110;2021;0
V-Partei³;110;2021;0
Gesundheitsforschung;110;2021;0
MLPD;110;2021;163
Die Humanisten;110;2021;0
DKP;110;2021;0
SGP;110;2021;0
dieBasis;110;2021;1759
Bündnis C;110;2021;0
du.;110;2021;0
LIEBE;110;2021;0
LKR;110;2021;0
PdF;110;2021;0
LfK;110;2021;0
Team Todenhöfer;110;2021;0
Volt;110;2021;0
CDU;111;2021;62123
SPD;111;2021;47806
FDP;111;2021;15140
AfD;111;2021;10312
GRÜNE;111;2021;24394
DIE LINKE;111;2021;5558
Die PARTEI;111;2021;3819
Tierschutzpartei;111;2021;0
PIRATEN;111;2021;0
FREIE WÄHLER;111;2021;2253
NPD;111;2021;0
ÖDP;111;2021;0
V-Partei³;111;2021;0
Gesundheitsforschung;111;2021;0
MLPD;111;2021;0
Die Humanisten;111;2021;0
DKP;111;2021;0
SGP;111;2021;0
dieBasis;111;2021;1940
Bündnis C;111;2021;0
du.;111;2021;0
LIEBE;111;2021;0
LKR;111;2021;0
PdF;111;2021;0
LfK;111;2021;0
Team Todenhöfer;111;2021;0
Volt;111;2021;0
CDU;112;2021;63701
SPD;112;2021;48142
FDP;112;2021;14821
AfD;112;2021;9788
GRÜNE;112;2021;23477
DIE LINKE;112;2021;4235
Die PARTEI;112;2021;0
Tierschutzpartei;112;2021;0
PIRATEN;112;2021;0
FREIE WÄHLER;112;2021;3409
NPD;112;2021;0
ÖDP;112;2021;0
V-Partei³;112;2021;0
Gesundheitsforschung;112;2021;0
MLPD;112;2021;0
Die Humanisten;112;2021;0
DKP;112;2021;0
SGP;112;2021;0
dieBasis;112;2021;1892
Bündnis C;112;2021;0
du.;112;2021;0
LIEBE;112;2021;0
LKR;112;2021;0
PdF;112;2021;0
LfK;112;2021;0
Team Todenhöfer;112;2021;0
Volt;112;2021;0
CDU;113;2021;47448
SPD;113;2021;54488
FDP;113;2021;14452
AfD;113;2021;10842
GRÜNE;113;2021;19928
DIE LINKE;113;2021;4598
Die PARTEI;113;2021;3907
Tierschutzpartei;113;2021;0
PIRATEN;113;2021;0
FREIE WÄHLER;113;2021;1376
NPD;113;2021;0
ÖDP;113;2021;0
V-Partei³;113;2021;0
Gesundheitsforschung;113;2021;0
MLPD;113;2021;127
Die Humanisten;113;2021;0
DKP;113;2021;0
SGP;113;2021;0
dieBasis;113;2021;1999
Bündnis C;113;2021;0
du.;113;2021;0
LIEBE;113;2021;0
LKR;113;2021;0
PdF;113;2021;0
LfK;113;2021;0
Team Todenhöfer;113;2021;0
Volt;113;2021;0
CDU;114;2021;37033
SPD;114;2021;45852
FDP;114;2021;10954
AfD;114;2021;9077
GRÜNE;114;2021;17398
DIE LINKE;114;2021;4100
Die PARTEI;114;2021;2863
Tierschutzpartei;114;2021;0
PIRATEN;114;2021;0
FREIE WÄHLER;114;2021;1186
NPD;114;2021;0
ÖDP;114;2021;0
V-Partei³;114;2021;0
Gesundheitsforschung;114;2021;0
MLPD;114;2021;125
Die Humanisten;114;2021;0
DKP;114;2021;0
SGP;114;2021;0
dieBasis;114;2021;1698
Bündnis C;114;2021;0
du.;114;2021;0
LIEBE;114;2021;0
LKR;114;2021;0
PdF;114;2021;0
LfK;114;2021;0
Team Todenhöfer;114;2021;0
Volt;114;2021;0
CDU;115;2021;24299
SPD;115;2021;47314
FDP;115;2021;8203
AfD;115;2021;11101
GRÜNE;115;2021;16777
DIE LINKE;115;2021;5500
Die PARTEI;115;2021;0
Tierschutzpartei;115;2021;0
PIRATEN;115;2021;0
FREIE WÄHLER;115;2021;1470
NPD;115;2021;0
ÖDP;115;2021;0
V-Partei³;115;2021;0
Gesundheitsforschung;115;2021;0
MLPD;115;2021;489
Die Humanisten;115;2021;0
DKP;115;2021;0
SGP;115;2021;0
dieBasis;115;2021;1395
Bündnis C;115;2021;0
du.;115;2021;0
LIEBE;115;2021;0
LKR;115;2021;0
PdF;115;2021;0
LfK;115;2021;0
Team Todenhöfer;115;2021;0
Volt;115;2021;0
EB: Opfer;115;2021;321
EB: Ergin;115;2021;411
CDU;116;2021;19404
SPD;116;2021;38162
FDP;116;2021;6901
AfD;116;2021;13361
GRÜNE;116;2021;10518
DIE LINKE;116;2021;4889
Die PARTEI;116;2021;0
Tierschutzpartei;116;2021;0
PIRATEN;116;2021;0
FREIE WÄHLER;116;2021;1263
NPD;116;2021;0
ÖDP;116;2021;0
V-Partei³;116;2021;0
Gesundheitsforschung;116;2021;0
MLPD;116;2021;313
Die Humanisten;116;2021;0
DKP;116;2021;0
SGP;116;2021;0
dieBasis;116;2021;1007
Bündnis C;116;2021;0
du.;116;2021;0
LIEBE;116;2021;0
LKR;116;2021;0
PdF;116;2021;0
LfK;116;2021;0
Team Todenhöfer;116;2021;0
Volt;116;2021;0
EB: Lenz;116;2021;130
EB: Saygili;116;2021;314
UNABHÄNGIGE;116;2021;547
CDU;117;2021;32277
SPD;117;2021;55790
FDP;117;2021;10132
AfD;117;2021;13601
GRÜNE;117;2021;17171
DIE LINKE;117;2021;4908
Die PARTEI;117;2021;6464
Tierschutzpartei;117;2021;0
PIRATEN;117;2021;0
FREIE WÄHLER;117;2021;1378
NPD;117;2021;0
ÖDP;117;2021;0
V-Partei³;117;2021;454
Gesundheitsforschung;117;2021;0
MLPD;117;2021;145
Die Humanisten;117;2021;0
DKP;117;2021;0
SGP;117;2021;0
dieBasis;117;2021;1434
Bündnis C;117;2021;0
du.;117;2021;0
LIEBE;117;2021;0
LKR;117;2021;0
PdF;117;2021;0
LfK;117;2021;0
Team Todenhöfer;117;2021;0
Volt;117;2021;0
CDU;118;2021;33090
SPD;118;2021;50168
FDP;118;2021;11884
AfD;118;2021;11704
GRÜNE;118;2021;19547
DIE LINKE;118;2021;3663
Die PARTEI;118;2021;2870
Tierschutzpartei;118;2021;0
PIRATEN;118;2021;0
FREIE WÄHLER;118;2021;1105
NPD;118;2021;0
ÖDP;118;2021;0
V-Partei³;118;2021;0
Gesundheitsforschung;118;2021;0
MLPD;118;2021;158
Die Humanisten;118;2021;0
DKP;118;2021;139
SGP;118;2021;0
dieBasis;118;2021;1584
Bündnis C;118;2021;0
du.;118;2021;0
LIEBE;118;2021;0
LKR;118;2021;0
PdF;118;2021;0
LfK;118;2021;0
Team Todenhöfer;118;2021;0
Volt;118;2021;0
EB: Bilo;118;2021;2243
CDU;119;2021;23735
SPD;119;2021;39410
FDP;119;2021;6976
AfD;119;2021;12015
GRÜNE;119;2021;12647
DIE LINKE;119;2021;4325
Die PARTEI;119;2021;2414
Tierschutzpartei;119;2021;0
PIRATEN;119;2021;0
FREIE WÄHLER;119;2021;1202
NPD;119;2021;0
ÖDP;119;2021;0
V-Partei³;119;2021;0
Gesundheitsforschung;119;2021;0
MLPD;119;2021;197
Die Humanisten;119;2021;0
DKP;119;2021;169
SGP;119;2021;0
dieBasis;119;2021;1108
Bündnis C;119;2021;0
du.;119;2021;0
LIEBE;119;2021;0
LKR;119;2021;0
PdF;119;2021;0
LfK;119;2021;0
Team Todenhöfer;119;2021;0
Volt;119;2021;0
CDU;120;2021;46635
SPD;120;2021;45612
FDP;120;2021;10871
AfD;120;2021;8225
GRÜNE;120;2021;28745
DIE LINKE;120;2021;5030
Die PARTEI;120;2021;2931
Tierschutzpartei;120;2021;0
PIRATEN;120;2021;0
FREIE WÄHLER;120;2021;1685
NPD;120;2021;0
ÖDP;120;2021;0
V-Partei³;120;2021;0
Gesundheitsforschung;120;2021;0
MLPD;120;2021;109
Die Humanisten;120;2021;0
DKP;120;2021;172
SGP;120;2021;0
dieBasis;120;2021;1695
Bündnis C;120;2021;0
du.;120;2021;0
LIEBE;120;2021;0
LKR;120;2021;137
PdF;120;2021;0
LfK;120;2021;0
Team Todenhöfer;120;2021;0
Volt;120;2021;0
CDU;121;2021;30845
SPD;121;2021;49437
FDP;121;2021;8481
AfD;121;2021;11087
GRÜNE;121;2021;12833
DIE LINKE;121;2021;3605
Die PARTEI;121;2021;2722
Tierschutzpartei;121;2021;0
PIRATEN;121;2021;0
FREIE WÄHLER;121;2021;0
NPD;121;2021;0
ÖDP;121;2021;0
V-Partei³;121;2021;0
Gesundheitsforschung;121;2021;0
MLPD;121;2021;128
Die Humanisten;121;2021;0
DKP;121;2021;99
SGP;121;2021;0
dieBasis;121;2021;1282
Bündnis C;121;2021;0
du.;121;2021;0
LIEBE;121;2021;0
LKR;121;2021;0
PdF;121;2021;0
LfK;121;2021;0
Team Todenhöfer;121;2021;0
Volt;121;2021;0
CDU;122;2021;38325
SPD;122;2021;51050
FDP;122;2021;11283
AfD;122;2021;13108
GRÜNE;122;2021;14836
DIE LINKE;122;2021;3881
Die PARTEI;122;2021;3509
Tierschutzpartei;122;2021;0
PIRATEN;122;2021;0
FREIE WÄHLER;122;2021;0
NPD;122;2021;0
ÖDP;122;2021;0
V-Partei³;122;2021;0
Gesundheitsforschung;122;2021;0
MLPD;122;2021;215
Die Humanisten;122;2021;0
DKP;122;2021;167
SGP;122;2021;0
dieBasis;122;2021;0
Bündnis C;122;2021;0
du.;122;2021;0
LIEBE;122;2021;0
LKR;122;2021;0
PdF;122;2021;0
LfK;122;2021;0
Team Todenhöfer;122;2021;0
Volt;122;2021;0
CDU;123;2021;21954
SPD;123;2021;44965
FDP;123;2021;9014
AfD;123;2021;15555
GRÜNE;123;2021;11286
DIE LINKE;123;2021;3559
Die PARTEI;123;2021;1904
Tierschutzpartei;123;2021;0
PIRATEN;123;2021;0
FREIE WÄHLER;123;2021;1054
NPD;123;2021;0
ÖDP;123;2021;0
V-Partei³;123;2021;0
Gesundheitsforschung;123;2021;0
MLPD;123;2021;356
Die Humanisten;123;2021;0
DKP;123;2021;0
SGP;123;2021;0
dieBasis;123;2021;1118
Bündnis C;123;2021;0
du.;123;2021;0
LIEBE;123;2021;0
LKR;123;2021;0
PdF;123;2021;0
LfK;123;2021;0
Team Todenhöfer;123;2021;0
Volt;123;2021;0
EB: Wetklo;123;2021;319
CDU;124;2021;62322
SPD;124;2021;44047
FDP;124;2021;14515
AfD;124;2021;8482
GRÜNE;124;2021;18743
DIE LINKE;124;2021;3699
Die PARTEI;124;2021;2437
Tierschutzpartei;124;2021;0
PIRATEN;124;2021;0
FREIE WÄHLER;124;2021;1473
NPD;124;2021;0
ÖDP;124;2021;0
V-Partei³;124;2021;0
Gesundheitsforschung;124;2021;0
MLPD;124;2021;0
Die Humanisten;124;2021;0
DKP;124;2021;0
SGP;124;2021;0
dieBasis;124;2021;0
Bündnis C;124;2021;0
du.;124;2021;0
LIEBE;124;2021;0
LKR;124;2021;0
PdF;124;2021;0
LfK;124;2021;0
Team Todenhöfer;124;2021;0
Volt;124;2021;0
CDU;125;2021;39834
SPD;125;2021;57560
FDP;125;2021;11352
AfD;125;2021;14075
GRÜNE;125;2021;15144
DIE LINKE;125;2021;3887
Die PARTEI;125;2021;3283
Tierschutzpartei;125;2021;0
PIRATEN;125;2021;0
FREIE WÄHLER;125;2021;0
NPD;125;2021;0
ÖDP;125;2021;0
V-Partei³;125;2021;0
Gesundheitsforschung;125;2021;0
MLPD;125;2021;108
Die Humanisten;125;2021;0
DKP;125;2021;514
SGP;125;2021;0
dieBasis;125;2021;1373
Bündnis C;125;2021;0
du.;125;2021;0
LIEBE;125;2021;0
LKR;125;2021;226
PdF;125;2021;0
LfK;125;2021;0
Team Todenhöfer;125;2021;0
Volt;125;2021;0
CDU;126;2021;70334
SPD;126;2021;40851
FDP;126;2021;13404
AfD;126;2021;7909
GRÜNE;126;2021;20028
DIE LINKE;126;2021;3928
Die PARTEI;126;2021;2795
Tierschutzpartei;126;2021;0
PIRATEN;126;2021;0
FREIE WÄHLER;126;2021;1650
NPD;126;2021;0
ÖDP;126;2021;0
V-Partei³;126;2021;0
Gesundheitsforschung;126;2021;0
MLPD;126;2021;0
Die Humanisten;126;2021;0
DKP;126;2021;0
SGP;126;2021;0
dieBasis;126;2021;0
Bündnis C;126;2021;0
du.;126;2021;0
LIEBE;126;2021;0
LKR;126;2021;0
PdF;126;2021;0
LfK;126;2021;0
Team Todenhöfer;126;2021;0
Volt;126;2021;0
CDU;127;2021;65402
SPD;127;2021;40145
FDP;127;2021;12409
AfD;127;2021;7241
GRÜNE;127;2021;27069
DIE LINKE;127;2021;4242
Die PARTEI;127;2021;0
Tierschutzpartei;127;2021;0
PIRATEN;127;2021;0
FREIE WÄHLER;127;2021;1858
NPD;127;2021;0
ÖDP;127;2021;0
V-Partei³;127;2021;0
Gesundheitsforschung;127;2021;0
MLPD;127;2021;0
Die Humanisten;127;2021;0
DKP;127;2021;0
SGP;127;2021;0
dieBasis;127;2021;1580
Bündnis C;127;2021;0
du.;127;2021;0
LIEBE;127;2021;0
LKR;127;2021;0
PdF;127;2021;0
LfK;127;2021;0
Team Todenhöfer;127;2021;0
Volt;127;2021;0
CDU;128;2021;52445
SPD;128;2021;48068
FDP;128;2021;11394
AfD;128;2021;8785
GRÜNE;128;2021;23978
DIE LINKE;128;2021;4611
Die PARTEI;128;2021;2062
Tierschutzpartei;128;2021;0
PIRATEN;128;2021;0
FREIE WÄHLER;128;2021;986
NPD;128;2021;0
ÖDP;128;2021;0
V-Partei³;128;2021;0
Gesundheitsforschung;128;2021;0
MLPD;128;2021;0
Die Humanisten;128;2021;0
DKP;128;2021;0
SGP;128;2021;0
dieBasis;128;2021;1281
Bündnis C;128;2021;0
du.;128;2021;0
LIEBE;128;2021;0
LKR;128;2021;0
PdF;128;2021;0
LfK;128;2021;0
Team Todenhöfer;128;2021;0
Volt;128;2021;0
EB: Georgiou;128;2021;50
EB: Kaldewei;128;2021;683
CDU;129;2021;51096
SPD;129;2021;47047
FDP;129;2021;13038
AfD;129;2021;5234
GRÜNE;129;2021;63160
DIE LINKE;129;2021;7078
Die PARTEI;129;2021;2283
Tierschutzpartei;129;2021;0
PIRATEN;129;2021;0
FREIE WÄHLER;129;2021;966
NPD;129;2021;0
ÖDP;129;2021;897
V-Partei³;129;2021;0
Gesundheitsforschung;129;2021;0
MLPD;129;2021;0
Die Humanisten;129;2021;0
DKP;129;2021;179
SGP;129;2021;0
dieBasis;129;2021;1582
Bündnis C;129;2021;0
du.;129;2021;0
LIEBE;129;2021;0
LKR;129;2021;0
PdF;129;2021;0
LfK;129;2021;0
Team Todenhöfer;129;2021;0
Volt;129;2021;2505
EB: Dumberger;129;2021;23
