Gruppenname;Gebietsnummer;jahr;Anzahl
SPD;291;2021;32176
GRÜNE;291;2021;33012
FDP;291;2021;19745
AfD;291;2021;15932
DIE LINKE;291;2021;4604
Tierschutzpartei;291;2021;3303
Die PARTEI;291;2021;2002
FREIE WÄHLER;291;2021;4961
PIRATEN;291;2021;1669
ÖDP;291;2021;0
NPD;291;2021;0
DiB;291;2021;0
MLPD;291;2021;136
DKP;291;2021;0
dieBasis;291;2021;0
Bündnis C;291;2021;0
BÜRGERBEWEGUNG;291;2021;0
BÜNDNIS21;291;2021;0
LKR;291;2021;0
Die Humanisten;291;2021;481
Gesundheitsforschung;291;2021;0
Team Todenhöfer;291;2021;0
Volt;291;2021;0
KlimalisteBW;291;2021;369
CDU;292;2021;46458
SPD;292;2021;24567
GRÜNE;292;2021;17912
FDP;292;2021;13045
AfD;292;2021;13469
DIE LINKE;292;2021;2064
Tierschutzpartei;292;2021;2371
Die PARTEI;292;2021;1471
FREIE WÄHLER;292;2021;4431
PIRATEN;292;2021;760
ÖDP;292;2021;2489
NPD;292;2021;0
DiB;292;2021;0
MLPD;292;2021;0
DKP;292;2021;0
dieBasis;292;2021;3134
Bündnis C;292;2021;0
BÜRGERBEWEGUNG;292;2021;0
BÜNDNIS21;292;2021;0
LKR;292;2021;0
Die Humanisten;292;2021;0
Gesundheitsforschung;292;2021;0
Team Todenhöfer;292;2021;0
Volt;292;2021;0
CDU;293;2021;41624
SPD;293;2021;28501
GRÜNE;293;2021;23385
FDP;293;2021;16751
AfD;293;2021;12584
DIE LINKE;293;2021;3705
Tierschutzpartei;293;2021;0
Die PARTEI;293;2021;2079
FREIE WÄHLER;293;2021;3047
PIRATEN;293;2021;0
ÖDP;293;2021;931
NPD;293;2021;0
DiB;293;2021;0
MLPD;293;2021;0
DKP;293;2021;0
dieBasis;293;2021;4045
Bündnis C;293;2021;0
BÜRGERBEWEGUNG;293;2021;0
BÜNDNIS21;293;2021;0
LKR;293;2021;0
Die Humanisten;293;2021;0
Gesundheitsforschung;293;2021;0
Team Todenhöfer;293;2021;0
Volt;293;2021;0
EB: Schmidt;293;2021;103
CDU;294;2021;44597
SPD;294;2021;20128
GRÜNE;294;2021;30743
FDP;294;2021;20934
AfD;294;2021;11727
DIE LINKE;294;2021;4365
Tierschutzpartei;294;2021;0
Die PARTEI;294;2021;1913
FREIE WÄHLER;294;2021;4441
PIRATEN;294;2021;0
ÖDP;294;2021;1904
NPD;294;2021;0
DiB;294;2021;0
MLPD;294;2021;127
DKP;294;2021;0
dieBasis;294;2021;4710
Bündnis C;294;2021;0
BÜRGERBEWEGUNG;294;2021;0
BÜNDNIS21;294;2021;0
LKR;294;2021;0
Die Humanisten;294;2021;0
Gesundheitsforschung;294;2021;0
Team Todenhöfer;294;2021;0
Volt;294;2021;0
MENSCHLICHE WELT;294;2021;351
CDU;295;2021;41106
SPD;295;2021;24970
GRÜNE;295;2021;23118
FDP;295;2021;18678
AfD;295;2021;15554
DIE LINKE;295;2021;2848
Tierschutzpartei;295;2021;0
Die PARTEI;295;2021;1887
FREIE WÄHLER;295;2021;3359
PIRATEN;295;2021;0
ÖDP;295;2021;758
NPD;295;2021;0
DiB;295;2021;0
MLPD;295;2021;212
DKP;295;2021;0
dieBasis;295;2021;3906
Bündnis C;295;2021;0
BÜRGERBEWEGUNG;295;2021;0
BÜNDNIS21;295;2021;0
LKR;295;2021;0
Die Humanisten;295;2021;0
Gesundheitsforschung;295;2021;0
Team Todenhöfer;295;2021;0
Volt;295;2021;0
CDU;296;2021;35252
SPD;296;2021;51749
DIE LINKE;296;2021;8711
AfD;296;2021;12569
FDP;296;2021;11647
Die PARTEI;296;2021;3439
FREIE WÄHLER;296;2021;2604
NPD;296;2021;0
PIRATEN;296;2021;0
MLPD;296;2021;201
dieBasis;296;2021;2179
ÖDP;296;2021;605
Tierschutzpartei;296;2021;0
Team Todenhöfer;296;2021;0
Volt;296;2021;0
GRÜNE;296;2021;11143
EB: Poss;296;2021;299
CDU;297;2021;43671
SPD;297;2021;57354
DIE LINKE;297;2021;8405
AfD;297;2021;15111
FDP;297;2021;12777
Die PARTEI;297;2021;3853
FREIE WÄHLER;297;2021;4352
NPD;297;2021;0
PIRATEN;297;2021;0
MLPD;297;2021;0
dieBasis;297;2021;2466
ÖDP;297;2021;751
Tierschutzpartei;297;2021;0
Team Todenhöfer;297;2021;0
Volt;297;2021;0
GRÜNE;297;2021;7383
CDU;298;2021;43928
SPD;298;2021;48135
DIE LINKE;298;2021;5783
AfD;298;2021;12346
FDP;298;2021;11354
Die PARTEI;298;2021;3261
FREIE WÄHLER;298;2021;3562
NPD;298;2021;0
PIRATEN;298;2021;0
MLPD;298;2021;0
dieBasis;298;2021;2251
ÖDP;298;2021;621
Tierschutzpartei;298;2021;0
Team Todenhöfer;298;2021;0
Volt;298;2021;0
GRÜNE;298;2021;5739
CDU;299;2021;36472
SPD;299;2021;51091
DIE LINKE;299;2021;7312
AfD;299;2021;16210
FDP;299;2021;11015
Die PARTEI;299;2021;3287
FREIE WÄHLER;299;2021;4418
NPD;299;2021;0
PIRATEN;299;2021;0
MLPD;299;2021;0
dieBasis;299;2021;2086
ÖDP;299;2021;895
Tierschutzpartei;299;2021;0
Team Todenhöfer;299;2021;0
Volt;299;2021;0
GRÜNE;299;2021;6826
